Rich Type,Id,Warnings,type,name,values,prefix,postfix,Usage Count,User Addable,Template Name,Template Id
checklist-flat,,,checklist,Rail Checklist,,,,,Yes,Rail Checklist,317da0a5-2305-433e-804f-9fd054af0495
checkpoint-status,,,checkpoint,Confirm the structure is in accordance with the details supplied by Alta,,,,,,,
label,e8290b74-d9f4-4fff-8ae6-12b9cea20415,,note,If FAILED add brief explanation in comments and click below to email PM,,,,,,,
holdpoint,,,signoff,EMAIL PM,,,,,,,
checkpoint-status,,,checkpoint,Photo taken of Engraved Line Plate / ID Tag,,,,,,,
checkpoint-status,,,checkpoint,Video taken of system,,,,,,,
checkpoint-status,,,checkpoint,Description input of location / person Rail systems shuttle left with,,,,,,,
text,ca58e151-497c-4575-8066-88012502f631,,textbox,Location / Person:,,,,,,,
checkpoint-status,,,checkpoint,Installed as per Alta drawings supplied and manufacturer's requirements,,,,,,,
,,,,,,,,,,,
checklist-flat,,,checklist,Fit Off Checklist - Ladder System,,,,,Yes,Fit Off Checklist - Ladder System,50128925-9f69-4831-a8f4-35bae548dede
checkpoint-status,,,checkpoint,Installed to manufacturer or Alta Installation instructions,,,,,,,
checkpoint-status,,,checkpoint,Installed as per AS1657:2018,,,,,,,
checkpoint-status,,,checkpoint,All fixings secure,,,,,,,
checkpoint-status,,,checkpoint,Top step of ladder flush with either walk-off kit or building edge,,,,,,,
checkpoint-status,,,checkpoint,No unsealed penetrations to the roof,,,,,,,
checkpoint-status,,,checkpoint,"If caged, cage start between 2m and 2.2m from ground level?",,,,,,,
checkpoint-status,,,checkpoint,"If ladder is above 3.5m, does it contain a cage?",,,,,,,
checkpoint-status,,,checkpoint,"If ladder is above 6m, does it have a mid-way platform?",,,,,,,
checkpoint-status,,,checkpoint,Photo uploaded of clean work area,,,,,,,
label,5f50f80d-11fd-53e4-bb26-26011948e759,,note,1 photo required,,,,,,,
checkpoint-status,,,checkpoint,Video taken,,,,,,,
label,839524b8-34f2-5de6-bd5c-f2d1b61c5f40,,note,1 photo required,,,,,,,
,,,,,,,,,,,
checklist-flat,,,checklist,Fit Off Checklist - Anchor,,,,,Yes,Fit Off Checklist - Anchor,6026ba09-a347-4912-b1d7-acb1949fda97
checkpoint-status,,,checkpoint,Confirm the structure is in accordance with the details supplied by Alta,,,,,,,
label,b10f16e7-1750-527a-bef0-cc9c3c802c1d,,note,If FAILED add brief explanation in comments and click below to email PM,,,,,,,
holdpoint,,,signoff,EMAIL PM,,,,,,,
checkpoint-status,,,checkpoint,Required number of photo(s) taken of installed anchor(s),,,,,,,
select,875be6d5-570f-560c-85fb-2d01c0f566f5,,dropdown,Anchor Type,"FROG 1 photo req,L4543 2 photos req,L4544 3 photos req,L4550 2 photos req,L4551 2 photos req,L4552 2 photos req,M16 Chemset 2 photos req,M16 Through BOLT 2 photos req,SAFETOR 3 photos req,Spiratech 1 photo req, 3M Engineered Anchor (2 photos - topside and underside) Nogging in accordance with Alta fixing details (1 photo required)",,,,,,
checkpoint-status,,,checkpoint,Installed as per Alta drawings supplied and manufacturer's requirements,,,,,,,
,,,,,,,,,,,
checklist-flat,,,checklist,Practical Completion,,,,,Yes,Practical Completion,aee895c3-db96-4ab1-b50c-0eae0b9dfad4
checkpoint-no-status,,,checkpoint,System installed and ready for review from Project Manager.,,,,,,,
holdpoint,,,signoff,Request Review from PM,,,,,,,
checkpoint-status,,,checkpoint,"Project Manager has reviewed, checked and approved system.",,,,,,,
checkpoint-status,,,checkpoint,PM to send to Alta admin to close out and archive,,,,,,,
,,,,,,,,,,,
checklist-flat,,,checklist,Roof Access Requirements,,,,,Yes,Roof Access Requirements,bb67aadd-8230-4fb8-bb31-de50be9a04ea
checkpoint-status,,,checkpoint,Brief description of roof access requirements for Recert Team,,,,,,,
text,0334d05e-4855-5b04-b088-823ae99e302b,,textbox,Description,,,,,,,
,,,,,,,,,,,
checklist-flat,,,checklist,Pre-Fit Off Checklist,,,,,Yes,Pre-Fit Off Checklist,d3675730-ee72-4de2-90c8-5d57c7844e02
checkpoint-status,,,checkpoint,Confirm structure is in accordance to the details provided,,,,,,,
label,f33b5857-8198-41c5-971a-8ab0ef42c8f7,,note,If FAILED add brief explanation in comments and click below to email PM,,,,,,,
holdpoint,,,signoff,EMAIL PM,,,,,,,
checkpoint-status,,,checkpoint,Plinths/ bases/post installed in accordance with details provided,,,,,,,
checkpoint-status,,,checkpoint,Photos taken,,,,,,,
,,,,,,,,,,,
checklist-flat,,,checklist,Fit Off Checklist - Miscellaneous Item,,,,,Yes,Fit Off Checklist - Miscellaneous Item,d424151c-7e2e-45be-b381-217cd26a8fc3
checkpoint-status,,,checkpoint,Confirm the structure is in accordance with the details supplied by Alta,,,,,,,
label,31d45639-4a4a-4893-9d3e-5407e3a8b1f5,,note,If FAILED add brief explanation in comments and click below to email PM,,,,,,,
holdpoint,,,signoff,EMAIL PM,,,,,,,
checkpoint-status,,,checkpoint,Photos taken of installed item,,,,,,,
checkpoint-status,,,checkpoint,Installed as per Alta drawings supplied and manufacturer's requirements,,,,,,,
,,,,,,,,,,,
checklist-flat,,,checklist,Fit Off Checklist - Line,,,,,Yes,Fit Off Checklist - Line,da742876-bac6-4303-bb22-5be9f9f3dd7f
checkpoint-status,,,checkpoint,Confirm the structure is in accordance with the details supplied by Alta,,,,,,,
label,6242ec89-db8b-4c92-ac8b-40331fb90cc3,,note,If FAILED add brief explanation in comments and click below to email PM,,,,,,,
holdpoint,,,signoff,EMAIL PM,,,,,,,
checkpoint-status,,,checkpoint,Photo taken of line pull test and swages,,,,,,,
checkpoint-status,,,checkpoint,Photo taken of Engraved Line Plate / ID Tag,,,,,,,
checkpoint-status,,,checkpoint,Video taken of system,,,,,,,
checkpoint-status,,,checkpoint,Installed as per Alta drawings supplied and manufacturer's requirements,,,,,,,
,,,,,,,,,,,
checklist-flat,,,checklist,"Data Plate, Access Point & Carriages/Travellers",,,,,Yes,"Data Plate, Access Point & Carriages/Travellers",e35e923d-3363-42e5-b2f0-eceb6c321383
checkpoint-no-status,,,checkpoint,Details of Data Plate,,,,,,,
select,63469906-f15a-5496-8221-9448894bafda,,dropdown,Has the Data Plate been installed on site?,"Yes,No",,,,,,
label,d20042fa-7b7b-59f5-810f-ad0743858b6a,,note,Comment why not if 'no' selected,,,,,,,
checkpoint-status,,,checkpoint,1 photo required of Data Plate,,,,,,,
checkpoint-no-status,,,checkpoint,Details of Access Point,,,,,,,
select,0e6a920d-bef6-5104-bb3f-af69c22c9a99,,dropdown,Has the Access Point been confirmed?,"Yes, No",,,,,,
label,d0ddc701-4f77-5d80-a6ea-7cf06d1fbdaf,,note,Comment why not if 'no' selected,,,,,,,
checkpoint-status,,,checkpoint,1 photo required of Access Area,,,,,,,
checkpoint-no-status,,,checkpoint,Details of Rail Carriages/Cable Travellers,,,,,,,
select,e64fb688-5f88-58ac-a761-ee142bdb13e1,,dropdown,Has the Rail Carriages/Cable Travellers been left on site,"Yes, No",,,,,,
label,09d4b280-ffd0-5382-8504-c7adb1ec24a9,,note,Comment why not if 'no' selected,,,,,,,
checkpoint-status,,,checkpoint,1 photo required of carriages/travellers,,,,,,,
