"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Overall Progress"
,"Scope",,
,"Rows"
,,"B03","dynamic","b03"
,,"B02","dynamic","b02"
,,"B01","dynamic","b01"
,,"Common Area","dynamic","common area"
,"Columns"
,,"Area clear, tidy and accessible- Attach photo if any issues & Comment below",,"area clear, tidy and accessible- attach photo if any issues & comment below"
,,"Is all steelwork installed",,"is all steelwork installed"
,,"Are all purlin, girts and bridging installed?",,"are all purlin, girts and bridging installed?"
,,"Is all steelwork installed level / plumb",,"is all steelwork installed level / plumb"
,,"Are all bolts installed - Attach photo(s)",,"are all bolts installed - attach photo(s)"
,,"Are all chemsets installed and tensioned - Attach photo(s)",,"are all chemsets installed and tensioned - attach photo(s)"
,,"Are all site welds completed?",,"are all site welds completed?"
,,"All damaged steel been touched up with paint",,"all damaged steel been touched up with paint"
,,"Are all columns grouted - Attach photo(s)",,"are all columns grouted - attach photo(s)"
,,"Works completed 100% & area left clean/tidy  - Attach general photo",,"works completed 100% & area left clean/tidy  - attach general photo"
,,"Run over the job with the site foreman to make sure he is happy with all the works completed",,"run over the job with the site foreman to make sure he is happy with all the works completed"

