type,name,values,prefix,postfix,usage count,user addable,template name,,,
checklist,ITP031 - AGL Luminaires Installation,itp,,,,Yes,ITP031 - AGL Luminaires Installation,b92cb116-529f-4d5a-91ef-b8d8e72a6715,,
section,1.0 Preliminary Works,,,,,,,,,
checkpoint,1.1 - Check for correct documentation,,,,,,,,,
note,Frequency: Prior to commencing any activity,,,,,,,,,
note,Acceptance Criteria:,,,,,,,,,
note,• Ensure that all employees and subcontractors are using the latest and complete set of drawings,,,,,,,,,
note,Reference Documents:,,,,,,,,,
note,• IFC Drawings,,,,,,,,,
note,• Appendix K- AGL Specification,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,
note,Record of conformity: Drawings,,,,,,,,,
note,IP,,,,,,,,,
note,Responsibility: Site Engineer/Subcontractor Representative,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,1.2 - Implementation of all measures and controls,,,,,,,,,
note,Frequency: Prior to commencing any activities,,,,,,,,,
note,Acceptance Criteria:,,,,,,,,,
note,"• All necessary measures and controls are being implemented, that is PSP, EMP, TMP, SWMS & WP.",,,,,,,,,
note,Reference Documents:,,,,,,,,,
note,• PSP,,,,,,,,,
note,• EMP,,,,,,,,,
note,• TMP,,,,,,,,,
note,• JSEA,,,,,,,,,
note,• SWMS,,,,,,,,,
note,• WP,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,
note,Record of conformity: Site and Office Inspection,,,,,,,,,
note,HP*,,,,,,,,,
note,Responsibility: Site Engineer / Site Supervisor,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,1.3 - Material/Equipment Approvals and Certification,,,,,,,,,
note,Frequency: Prior to Start,,,,,,,,,
note,Acceptance Criteria:,,,,,,,,,
note,• All materials shall be proven to meet contractual requirements prior to acceptance.,,,,,,,,,
note,– Light Bases: The inset light bases must be compliant with the mechanical requirements for load and flange torque tests as detailed in FAA AC 150/5345- 42J for Type L-868 Class 1A light bases.,,,,,,,,,
note,– Secondary cable entry: The cable entry must be arranged to provide side entry of both secondary and earth cables through the base (for termination to FAA style connecting socket and tail within the light base). A separate entry must be provided for each cable.,,,,,,,,,
note,"– Earth connection: Bases must be equipped with earth cable connections, supplied with proprietary stainless steel screws.",,,,,,,,,
note,– Fixing stud: The shallow bases must incorporate stainless steel fixing studs cast or screwed into stainless steel thread inserts e.g. “helicoil”. The studs must include self-locking nuts and/or “vibration proof” washers.,,,,,,,,,
note,– Anti-rotation pins: The shallow base must incorporate stainless steel anti rotation pins or other fixtures to prevent rotation of the light top assembly.,,,,,,,,,
note,– Light canisters: Canisters must meet the requirements of the FAA AC 150/5345 – 42J for Type L-868 Class 1A light bases.,,,,,,,,,
note,Reference Documents:,,,,,,,,,
note,• Appendix K- AGL Specification Section 2.3.3 Section 2.4 Section 2.5,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,
note,Record of conformity: Datasheet / Material Submission,,,,,,,,,
note,HP*,,,,,,,,,
note,Responsibility: Site Engineer,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,1.4 - Luminaire Foundation Installation,,,,,,,,,
note,Frequency: Each Lot,,,,,,,,,
note,Acceptance Criteria: ,,,,,,,,,
note,• Installed and Backfilled in accordance to drawings.,,,,,,,,,
note,Reference Documents:,,,,,,,,,
note,• IFC Drawings 12554937-E031 to 12554937-E038,,,,,,,,,
note,Inspection/ Test Method: Verify,,,,,,,,,
note,Record of conformity: This ITP Signed & Aconex Reference of ITP submission for Foundation Install,,,,,,,,,
