Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Precast Panels Overall Progress,,,,,,,
,Scope,,,precast panels,,,
,Rows,,,,,,
,,Building A - 782-A-P01 to 782-A-P104/05,dynamic,782-A-P01 to 782-A-P104/05,Building A,Precast Panels,Precast Manufacture
,,Building A - Roof Panels,dynamic,Roof Panels,Building A,Precast Panels,Precast Manufacture
,,Building B - 782-B-P01 to 782-B-P104/05,dynamic,782-B-P01 to 782-B-P104/05,Building B,Precast Panels,Precast Manufacture
,,Building B - Roof Panels,dynamic,Roof Panels,Building B,Precast Panels,Precast Manufacture
,,Building C - 782-C-P01 to 782-C-P101/05,dynamic,782-C-P01 to 782-C-P101/05,Building C,Precast Panels,Precast Manufacture
,,Building C - Roof Panels,dynamic,Roof Panels,Building C,Precast Panels,Precast Manufacture
,Columns,,,,,,
,,Date item was cast,Date item was cast,placement method correct (attach any relevant photos),,,
,,Details,,details,,,
,,Pre-pour QA,,pre-pour qa,,,
,,Pour QA,,pour qa,,,
,,Post pour/Pre delivery QA,,post pour/pre delivery qa,,,
,,,,,,,
Precast Panels Detailed Progress,,,,,,,
,Scope,,,precast panels,,,
,Rows,,,,,,
,,Building A - 782-A-P01 to 782-A-P104/05,dynamic,782-A-P01 to 782-A-P104/05,Building A,Precast Panels,Precast Manufacture
,,Building A - Roof Panels,dynamic,Roof Panels,Building A,Precast Panels,Precast Manufacture
,,Building B - 782-B-P01 to 782-B-P104/05,dynamic,782-B-P01 to 782-B-P104/05,Building B,Precast Panels,Precast Manufacture
,,Building B - Roof Panels,dynamic,Roof Panels,Building B,Precast Panels,Precast Manufacture
,,Building C - 782-C-P01 to 782-C-P101/05,dynamic,782-C-P01 to 782-C-P101/05,Building C,Precast Panels,Precast Manufacture
,,Building C - Roof Panels,dynamic,Roof Panels,Building C,Precast Panels,Precast Manufacture
,Columns,,,,,,
,,photograph/upload of latest drawing attached (office pm),,photograph/upload of latest drawing attached (office pm),,,
,,Drawing #,Drawing #,photograph/upload of latest drawing attached (office pm),,,
,,Revision #,Revision #,photograph/upload of latest drawing attached (office pm),,,
,,Formwork Fixed Correctly,,formwork fixed correctly,,,
,,Mould clean,,mould clean,,,
,,Release oil applied correctly,,release oil applied correctly,,,
,,Primary dimensions checked,,primary dimensions checked,,,
,,Length,Length,primary dimensions checked,,,
,,Width,Width,primary dimensions checked,,,
,,Thickness,Thickness,primary dimensions checked,,,
,,Diagonal dimensions checked,,diagonal dimensions checked,,,
,,Openings Checked and Correct,,openings checked and correct,,,
,,size,size,openings checked and correct,,,
,,location,location,openings checked and correct,,,
,,orientation,orientation,openings checked and correct,,,
,,Rebates Installed Correctly,,rebates installed correctly,,,
,,Formwork chamfers installed correctly where required,,formwork chamfers installed correctly where required,,,
,,"Reinforcing placed correctly, checked and approved",,"reinforcing placed correctly, checked and approved",,,
,,Correct Size and Type,Correct Size and Type,"reinforcing placed correctly, checked and approved",,,
,,Laps and Splices correct,Laps and Splices correct,"reinforcing placed correctly, checked and approved",,,
,,Cover Checked,Cover Checked,"reinforcing placed correctly, checked and approved",,,
,,Spacing Checked,Spacing Checked,"reinforcing placed correctly, checked and approved",,,
,,"Cast in items checked, correct (size and location",,"cast in items checked, correct (size and location",,,
,,Weld Plates,Weld Plates,"cast in items checked, correct (size and location",,,
,,Drossbach,Drossbach,"cast in items checked, correct (size and location",,,
,,PS Voids,PS Voids,"cast in items checked, correct (size and location",,,
,,TIM Inserts,TIM Inserts,"cast in items checked, correct (size and location",,,
