Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Overall Progress,,,,,,
,Scope,,,Site QA,,
,Rows,,,,,
,,Basement 1,grouping,Basement 1,,
,,Basement 1,,Basement 1,Site QA,
,,Ground,grouping,Ground,,
,,Ground,,Ground,Site QA,
,,Level 1,grouping,Level 1,,
,,Level 1,,Planterboxes,Level 1,Site QA
,,Level 2,grouping,Level 2,,
,,Level 2,,Planterboxes,Level 2,Site QA
,,Level 3,grouping,Level 3,,
,,Level 3,,Planterboxes,Level 3,Site QA
,,Level 4,grouping,Level 4,,
,,Level 4,,Planterboxes,Level 4,Site QA
,,Level 5,grouping,Level 5,,
,,Planterboxes,,Planterboxes,Level 5,Site QA
,,Courtyard/Common Area,,Courtyard/Common Area,Level 5,Site QA
,,WEST TOWER,grouping,WEST TOWER,,
,,Level 5,dynamic,Level 5,West Tower,Site QA
,,Level 6,dynamic,Level 6,West Tower,Site QA
,,Level 7,dynamic,Level 7,West Tower,Site QA
,,Level 8,dynamic,Level 8,West Tower,Site QA
,,Level 9,dynamic,Level 9,West Tower,Site QA
,,Level 10,dynamic,Level 10,West Tower,Site QA
,,Level 11,dynamic,Level 11,West Tower,Site QA
,,Level 12,dynamic,Level 12,West Tower,Site QA
,,Level 13,dynamic,Level 13,West Tower,Site QA
,,Level 14,dynamic,Level 14,West Tower,Site QA
,,Level 15,dynamic,Level 15,West Tower,Site QA
,,Level 16,dynamic,Level 16,West Tower,Site QA
,,Level 17,dynamic,Level 17,West Tower,Site QA
,,Level 18,dynamic,Level 18,West Tower,Site QA
,,Level 19,dynamic,Level 19,West Tower,Site QA
,,Level 20,dynamic,Level 20,West Tower,Site QA
,,Level 21,dynamic,Level 21,West Tower,Site QA
,,Level 22,dynamic,Level 22,West Tower,Site QA
,,Level 23,dynamic,Level 23,West Tower,Site QA
,,Level 24,dynamic,Level 24,West Tower,Site QA
,,Level 25,dynamic,Level 25,West Tower,Site QA
,,Level 26,dynamic,Level 26,West Tower,Site QA
,,Level 27,dynamic,Level 27,West Tower,Site QA
,,Level 27,dynamic,Level 27,West Tower,Site QA
,,EAST TOWER,grouping,EAST TOWER,,
,,Level 5,dynamic,Level 5,East Tower,Site QA
,,Level 6,dynamic,Level 6,East Tower,Site QA
,,Level 7,dynamic,Level 7,East Tower,Site QA
,,Level 8,dynamic,Level 8,East Tower,Site QA
,,Level 9,dynamic,Level 9,East Tower,Site QA
,,Level 10,dynamic,Level 10,East Tower,Site QA
,,Level 11,dynamic,Level 11,East Tower,Site QA
,,Level 12,dynamic,Level 12,East Tower,Site QA
,,Level 13,dynamic,Level 13,East Tower,Site QA
,,Level 14,dynamic,Level 14,East Tower,Site QA
,,Level 15,dynamic,Level 15,East Tower,Site QA
,,Level 16,dynamic,Level 16,East Tower,Site QA
,,Level 17,dynamic,Level 17,East Tower,Site QA
,,Level 18,dynamic,Level 18,East Tower,Site QA
,,Level 19,dynamic,Level 19,East Tower,Site QA
,,Level 20,dynamic,Level 20,East Tower,Site QA
,,Level 21,dynamic,Level 21,East Tower,Site QA
,,Level 22,dynamic,Level 22,East Tower,Site QA
,,Level 23,dynamic,Level 23,East Tower,Site QA
,,Level 24,dynamic,Level 24,East Tower,Site QA
,,Level 25,dynamic,Level 25,East Tower,Site QA
,,Level 26,dynamic,Level 26,East Tower,Site QA
,,Level 27,dynamic,Level 27,East Tower,Site QA
,,Level 28,dynamic,Level 28,East Tower,Site QA
,,Level 29,dynamic,Level 29,East Tower,Site QA
,Columns,,,,,
,,Slab Edge,,Slab Edge,,
,,Hobs,,Hobs,,
,,Bathrooms,,Bathrooms,,
,,Balcony,,Balcony,,
,,Lifts 1-3 Pit,,Lifts 1-3 Pit,,
,,Lifts 4-6 Pit,,Lifts 4-6 Pit,,
,,Lifts 7-9 Pit,,Lifts 7-9 Pit,,
,,Lift 10 Pit,,Lift 10 Pit,,
,,Lift 11 Pit,,Lift 11 Pit,,
,,Skybar Waste Room,,Skybar Waste Room,,
,,Hotel Bin Room,,Hotel Bin Room,,
,,Residential Bin Room,,Residential Bin Room,,
,,Dirty Linen,,Dirty Linen,,
,,Clean Linen,,Clean Linen,,
,,Cleaners Room,,Cleaners Room,,
,,Stormwater Tank,,Stormwater Tank,,
,,Rainwater Tank,,Rainwater Tank,,
,,OSD Tank,,OSD Tank,,
,,Fire Pump Room,,Fire Pump Room,,
,,Waste Room,,Waste Room,,
,,Pub Bin Room,,Pub Bin Room,,
,,Fire Pump Room/Tank,,Fire Pump Room/Tank,,
,,Bulky Waste 1,,Bulky Waste 1,,
,,Bulky Waste 2,,Bulky Waste 2,,
,,Hotel Staff Locker Room,,Hotel Staff Locker Room,,
,,Hotel Lobby Toilets,,Hotel Lobby Toilets,,
,,Pub Kitchen,,Pub Kitchen,,
,,Pub Toilets,,Pub Toilets,,
,,Planterboxes,,Planterboxes,,
,,Courtyard/Common Area,,Courtyard/Common Area,,
,,Roof,,Roof,,
,,Restaurant,,Restaurant,,
,,Outdoor Gym,,Outdoor Gym,,
,,"Male, Female, and Accessible EC & Change",,"Male, Female, and Accessible EC & Change",,
,,Hotel Kitchen,,Hotel Kitchen,,
,,Hotel BOH,,Hotel BOH,,
,,"Male, Female, DDS Bathroom",,"Male, Female, DDS Bathroom",,
,,Pre-Function (Winter Garden),,Pre-Function (Winter Garden),,
,,Conference Room Roof,,Conference Room Roof,,
,,Non-Trafficable Roof,,Non-Trafficable Roof,,
,,Skybar Bathroom,,Skybar Bathroom,,
,,Skybar Outdoor Areas,,Skybar Outdoor Areas,,
