type,name,values,prefix,postfix,usage count,user addable,template name,
checklist,FH-DP1-PM-ITP001 - Demolition and Service Location,itp,,,,Yes,FH-DP1-PM-ITP001 - Demolition and Service Location,
section,1. Preliminary Activities,,,,,,,
checkpoint,1.1 - The current revision of drawings are being used including subcontractors copy. ,,,,,,,
note,Frequency - Prior to commencing works ,,,,,,,
note,"Acceptance Criteria - Current revision drawings are being used, including the subcontractors copy. Current revision to be obtained via Aconex ",,,,,,,
note,Reference Documents - Current Revision Drawings in Aconex ,,,,,,,
note,Inspection/ Test Method - Visual Inspection ,,,,,,,
note,Record of conformity - This ITP signed ,,,,,,,
note,HP*,,,,,,,
note,Responsibility - FH Project Engineer,,,,,,,
checkpoint,1.2 - Dilapidation Report ,,,,,,,
note,Frequency - Prior to commencing works ,,,,,,,
note,"Acceptance Criteria - Prior to the Works, the Contractor must provide the Contract Administrator and Principal’s Design Consultant with a fully detailed dilapidation survey recording the current condition of aircraft pavements, aircraft pavement surface features, underground services, roads, drives, footpaths and adjoining premises. ",,,,,,,
note,Reference Documents - AECOM – MAP MP 2.0 Spec. Cl1.23.1 ,,,,,,,
note,Inspection/ Test Method - Verify ,,,,,,,
note,Record of conformity - Aconex Correspondence ,,,,,,,
note,HP ,,,,,,,
note,Responsibility - FH Project Engineer / Contract Administrator / Principal’s Design Consultant ,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,1.3 - Service Location and Detection Methodology ,,,,,,,
note,Frequency - Prior to commencing works ,,,,,,,
note,Acceptance Criteria - The Contractor must submit a methodology of service detection to the Contract Administrator for review.,,,,,,,
note,• Within 20m of intrusive works the Contractor must locate and mark the ground position of all underground services and structures.,,,,,,,
note,• Services located within the works area must be exposed using hand tools or specialist sensitive excavation techniques (NDD). ,,,,,,,
note,• This methodology is contained within the work procedure for demolition. ,,,,,,,
note,Reference Documents - AECOM – MAP MP 2.0 Spec. Cl3.2.1 & AECOM – MAP MP 2.0 Spec. Cl3.2.2 ,,,,,,,
note,• FH-DP1PM-WP001 Section 3.2 ,,,,,,,
note,Inspection/ Test Method - Verify ,,,,,,,
note,Record of conformity - This ITP signed ,,,,,,,
note,WP ,,,,,,,
note,Responsibility - FH Project Engineer Contract Administrator ,,,,,,,
checkpoint,1.4 - Demolition Work Plan ,,,,,,,
note,Frequency - Prior to commencing works ,,,,,,,
note,Acceptance Criteria - The Contractor must prepare a Demolition Work Plan and shall submit this plan to the Contract Administrator at least ten (10) business days prior to the works commencing for approval. ,,,,,,,
note,"• The Contractor must maintain pavements surrounding the demolition site in a clean condition that is free from debris and saw and core cuttings, slurry etc ",,,,,,,
note,• Precautions to protect the existing remaining pavement from damage must be undertaken where tracked equipment are required to traverse or operate on existing pavement. ,,,,,,,
note,Reference Documents - AECOM – MAP MP 2.0 Spec. Cl4.5 & AECOM – MAP MP 2.0 Spec. Cl4.6.3,,,,,,,
note,Inspection/ Test Method - Verify ,,,,,,,
note,Record of conformity - This ITP signed ,,,,,,,
note,HP ,,,,,,,
note,Responsibility - FH Project Engineer Contract Administrator ,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,1.5 - Obtain approvals to start works ,,,,,,,
note,Frequency - Prior to commencing works ,,,,,,,
note,"Acceptance Criteria - The Contractor needs to obtain all required works approval from the Principal as required. This must include excavations, hot works, electrical isolation permits and crane access. Evidence of permits being obtained by the Contractor must be submitted to the Contract Administrator prior to works commencing. ",,,,,,,
note,• Fulton Hogan Excavation permit issued to plant operators.,,,,,,,
note,Reference Documents - AECOM – MAP MP 2.0 Spec. Cl4.4 ,,,,,,,
note,Inspection/ Test Method - Verify ,,,,,,,
note,Record of conformity - This ITP signed ,,,,,,,
note,HP ,,,,,,,
note,Responsibility - FH Project Engineer Contract Administrator ,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,1.6 - Implementation of all measures and controls ,,,,,,,
note,Frequency - Prior to commencing works ,,,,,,,
note,"Acceptance Criteria - All necessary measures and controls are being implemented, that is: PSP, EMP, TMP, SWMS & WP ",,,,,,,
note,"Reference Documents - PSP, EMP, TMP, SWMS, WP ",,,,,,,
note,Inspection/ Test Method - Visual Inspection ,,,,,,,
note,Record of conformity - This ITP signed ,,,,,,,
note,HP* ,,,,,,,
note,Responsibility - FH Project Engineer / Site Supervisor ,,,,,,,
section,2. Demolition Works,,,,,,,
checkpoint,2.1 - Services Detection ,,,,,,,
note,Frequency - Each Lot ,,,,,,,
note,Acceptance Criteria - Confirmation that Services Detection has been Completed for the Works area(s) ,,,,,,,
note,Reference Documents - AECOM – MAP MP 2.0 Spec. Cl3.3.1 ,,,,,,,
note,Inspection/ Test Method - Visual Inspection ,,,,,,,
note,Record of conformity - This ITP signed ,,,,,,,
note,HP ,,,,,,,
note,Responsibility - FH Project Engineer / Foreman ,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,2.2 - Discovery of Contaminated Materials ,,,,,,,
note,Frequency - Each Lot ,,,,,,,
