type,name,values,prefix,postfix,usage count,user addable,template name
checklist,ITP 012 - Architectural Fittings,itp,,,,,ITP 012 - Architectural Fittings
section,1.0 Louvres and doors,,,,,,
checkpoint,1.1 Producer statement,,,,,,
label,Type of inspect / Test and Frequency - Producer statement/ warranty from supplier,,,,,,
label,Acceptance Criteria - Documentation,,,,,,
label,Inspection Responsibility: BCL - D,,,,,,
label,Verification Records of Inspection(s) / Test(s) - Producer statement,,,,,,
checkpoint,1.2 Care and maintenance,,,,,,
label,Type of inspect / Test and Frequency - Care and maintenance manual,,,,,,
label,Acceptance Criteria - Documentation,,,,,,
label,Inspection Responsibility: BCL - D,,,,,,
label,Inspection Responsibility: Client - I,,,,,,
label,Verification Records of Inspection(s) / Test(s) - Manual ,,,,,,
section,2.0 Roofing,,,,,,
checkpoint,2.1 Warranty,,,,,,
label,Type of inspect / Test and Frequency - Material Warranty and care guide,,,,,,
label,Acceptance Criteria - Documentation,,,,,,
label,Inspection Responsibility: BCL - D,,,,,,
label,Inspection Responsibility: Client - I,,,,,,
label,Verification Records of Inspection(s) / Test(s) - Warranty documentation,,,,,,
checkpoint,2.2 Producer statement,,,,,,
label,Type of inspect / Test and Frequency - Producer statement/ warranty from supplier,,,,,,
label,Acceptance Criteria - Documentation,,,,,,
label,Inspection Responsibility: BCL - D,,,,,,
label,Verification Records of Inspection(s) / Test(s) - Producer statement,,,,,,
section,3.0 Drainage,,,,,,
checkpoint,3.1 DWV product manual,,,,,,
label,Type of inspect / Test and Frequency - Product manual/technical specs,,,,,,
label,Acceptance Criteria - Documentation,,,,,,
label,Inspection Responsibility: BCL - D,,,,,,
label,Verification Records of Inspection(s) / Test(s) - Technical manual,,,,,,
section,4.0 As built,,,,,,
checkpoint,4.1 Redline Drawings,,,,,,
label,Type of inspect / Test and Frequency - Redline drawings of install,,,,,,
label,Acceptance Criteria - N/A,,,,,,
label,Inspection Responsibility: BCL - D,,,,,,
label,Verification Records of Inspection(s) / Test(s) - Redline Drawings Issued,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
checklist,ITP 013 - Civil Concrete Works,itp,,,,,ITP 013 - Civil Concrete Works
section,1.0 Documentation,,,,,,
checkpoint,1.1 Construction Drawings ,,,,,,
label,Type of inspect / Test and Frequency - All drawings are for construction and latest revision.,,,,,,
