type,name,values,prefix,postfix,usage count,user addable,template name,,,
checklist,EGM_Ver1.0_12.01.24_Component Pre-Assembly 1_Structural Stud_Inspection,,,,,,EGM_Ver1.0_12.01.24_Component Pre-Assembly 1_Structural Stud_Inspection,,,
section,Component Pre-Assembly 1_Structural Stud Inspection,,,,,,,,,
checkpoint,"Check and review as per Approved Shop Drawing & template pilot hole, and provide picture of the respective plan which clearly shows page number",,,,,,,,,
checkpoint,"Ostendo - Timber Element Assembly Line Bar Code, completed.",,,,,,,,,
checkpoint,"Station - Mark up correct, as per correct template",,,,,,,,,
checkpoint,"Component - Pre-Stud brackets & Rothoblaas install, as per specification and tolerance",,,,,,,,,
checkpoint,"Component - Pre-Stud nail stitching install, as per specification and tolerance and photo required.",,,,,,,,,
textbox,Operator name:,,,,,,,,,
checkpoint ,Hold point: Review and Signoff by Operator before going to next step (If No RFI),,,,,,,,,
section,Pre-Assembly 1 Inspection__Signoff,,,,,,,,,
checkpoint,Inspection,,,,,,,,,
textbox,Operator Name:,,,,,,,,,
checkpoint,Review of Ostendo Element Pre-Assembly materials where scanned,,,,,,,,,
checkpoint,Evaluated RFI Minor issue - Photo required:,,,,,,,,,
checkpoint,Evaluated RFI Major issue - Photo required:,,,,,,,,,
checkpoint,Evaluated RFI Critical issue - Photo required:,,,,,,,,,
holdpoint,Hold point: Review and Signoff by Team Leader before going to next step (If No RFI),,,,,,,,,
checkpoint,Hold point: QA Manager,,,,,,,,,
holdpoint,Hold point: Review and Signoff by QA Manager before going to next step (If No RFI),,,,,,,,,
section,Pre-Assembly 1_QA RFI_Minor,,,,,,,,,
checkpoint,Photo required - RFI Minor issue outcome:,,,,,,,,,
checkpoint,RFI Minor Review by QA Manager comments:,,,,,,,,,
holdpoint,Hold point: Signoff RFI Review Minor by QA Manager before referring to PM,,,,,,,,,
checkpoint,RFI Minor Final Check by Production Manager comments:,,,,,,,,,
holdpoint,Hold point: Review and Signoff RFI Minor by Production Manager Final Check,,,,,,,,,
section,Pre-Assembly 1_QA RFI_Major,,,,,,,,,
checkpoint,Photo required - RFI Major issue outcome:,,,,,,,,,
checkpoint,RFI Major Review by QA Manager comments:,,,,,,,,,
