type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,WSA20-MPX-04000-EL-ITR-31001003 Conduit Install,,,,,,
checkpoint,Receipt of conduit delivery to site & storage. (ITP Reference Item 1),,,,,,
checkpoint,Set out. (ITP Reference Item 2),,,,,,
checkpoint,Excavation - Correct trenching alignment & depth. (ITP Reference Item 3),,,,,,
signoff,Signoff Required from Heyday & Multiplex,,,,,,
checkpoint,Conduit Installation. (ITP Reference Item 4),,,,,,
checkpoint,Spacer Frame Installation. (ITP Reference Item 5),,,,,,
checkpoint,"Change of direction/bend Installation, correct bending radius used as per drawing. (ITP Reference Item 6)",,,,,,
checkpoint,Bellmouths installed within Insitu Pits. (ITP Reference Item 7),,,,,,
checkpoint,Glue Conduits together. (ITP Reference Item 8),,,,,,
checkpoint,TSB Installation around & above conduits. (ITP Reference Item 9),,,,,,
signoff,Signoff Required from Heyday & Multiplex,,,,,,
checkpoint,150mm cover of backfill above TSB. (ITP Reference Item 10),,,,,,
checkpoint,Warning tape installation above 150mm cover. (ITP Reference Item 11),,,,,,
checkpoint,Back fill & compact. (ITP Reference Item 12),,,,,,
checkpoint,Rope & pathway test. (ITP Reference Item 13),,,,,,
checkpoint,Sealing of conduits. (ITP Reference Item 14) HOLD POINT,,,,,,
signoff,Signoff Required from Heyday & Multiplex,,,,,,
,,,,,,,
,,,,,,,
checklist-flat,ITP Attachment,,,,,,
checkpoint,Please attach copy of ITP,,,,,,
,,,,,,,
checklist-flat,WSA20-MPX-04000-EL-ITC-31030001 Mains & Submains (Cables Only),,,,,,
checkpoint,Receipt of cable containment delivery to site & storage. (ITP Reference Item 1),,,,,,
checkpoint,Cable storage & handling. (ITP Reference Item 2),,,,,,
checkpoint,Correct cable size & type. (ITP Reference Item 3),,,,,,
signoff,Signoff Required from Heyday & Multiplex,,,,,,
checkpoint,Cable pulling tension to not exceed manufacturer's recommendations. (ITP Reference Item 4),,,,,,
checkpoint,Cable lubrication if required. (ITP Reference Item 5),,,,,,
checkpoint,Installed to latest drawings – schematics/single line diagram & cable containment drawings. (ITP Reference Item 6),,,,,,
checkpoint,Correct cable tag installed. (ITP Reference Item 7),,,,,,
checkpoint,Photo evidence captured for cable containment install. (ITP Reference Item 8),,,,,,
signoff,Signoff Required from Heyday & Multiplex,,,,,,
,,,,,,,
checklist-flat,WSA20-MPX-04000-EL-ITC-31040001 Light & Power Circuit Rough In (Installation Only),,,,,,
checkpoint,Receipt of cable containment delivery to site & storage. (ITP Reference Item 1),,,,,,
checkpoint,Correct size & cable type. (ITP Reference Item 2),,,,,,
signoff,Signoff Required from Heyday & Multiplex,,,,,,
checkpoint,Installed to correct cable routing arrangements & circuit number. (ITP Reference Item 3),,,,,,
checkpoint,Installed to final location. (ITP Reference Item 4),,,,,,
checkpoint,Photo evidence captured for cable containment install. (ITP Reference Item 5),,,,,,
signoff,Signoff Required from Heyday & Multiplex,,,,,,
