"Id","Type","Name","Values","Prompting Name","Usage Count","Resource Id"
"e707b120-381f-4217-bb27-f23a94556bd0/1","checklist-flat","CST - S - Completion Documents","","CST - S - Completion Documents",2,"6229c943-db7f-4030-8d3f-09c50ac74fe8"
"a392a837-d14f-40b5-aaa6-cb5f87c537da","checkpoint","All relevant Compliance Documentation completed and attached above",,,,
"50e32a58-b9ce-54ca-a0ce-9a08333c1c04","button","LBP Memorandum/ Record of works filled out, signed and attached","Yes, No, N/A",,,
"f4b0ed10-2eb5-5994-9fd9-e40cf6b5bd77","button","Any Additional Compliance Documentation - Completed and Attached","Yes, No, N/A",,,
"2de7d7a1-dd29-5ea2-b80d-27682081a447","note","Do not select ""Pass"" HERE until all requirements have been marked as ""Yes"" & attached or you have selected ""N/A""",,,,
"eb990081-1178-4d05-87c5-a5b561755d8e","signoff","Request Signoff",,,,

"4f727a59-4299-4227-9052-e8b429dd1fd6/1","checklist","Fire Dampers","","Fire Dampers",0,"bda0596f-dd36-48a7-b8ff-0a291132d948"
"3e7f85da-877b-4efa-b47b-efce9a349cce","section","Pre-Start Fire Damper",,,,
"a125b3ab-1bd0-4c4d-8c71-2051fddc6705","checkpoint","Area clear, access good, enough space for install",,,,
"6ba5c600-debb-430a-a872-ca1c59e0c7a7","checkpoint","Duct Route clear, Penetrations complete",,,,
"79b55644-e611-4038-81bf-3c09f44b52a3","section","First Fix Fire Damper",,,,
"7eb77dd2-6432-4ae1-9810-c78af312c5e5","checkpoint","Correct Fire Damper installed. (Insert Photo)",,,,
"edb13b58-7d6c-4d0f-a300-f69795250fb9","checkpoint","Fire Damper installed straight and level with correct orientation.",,,,
"02e08761-75ee-43d2-9591-b920d72f825a","checkpoint","Breakaway joints either side of fire dampers, taped then cable tied.",,,,
"d697b986-ba81-4a91-8993-ce055e73dfab","checkpoint","Fire Dampers installed to manufacturers specifications. Drop tested where applicable",,,,
"cb49af99-b40d-4d66-97f2-46692fef3658","checkpoint","Access Panels in duct for fire dampers.",,,,
"28cba624-b158-4d97-8a03-bfa1a24e76d4","checkpoint","Building Access Panel requirements are marked and given to builders",,,,
"6a38b280-855c-4c00-8255-23a3f8cf5289","checkpoint","Plans marked up for As Builts with Access Panel locations",,,,
"d33ba6eb-28c8-4854-8b42-2940a154e9b8","section","Second Fix Fire Damper",,,,
"1d369191-28df-40f0-9afa-3521d492b676","checkpoint","Fire Damper Label affixed, Asset Number applied.",,,,
"99fcfadd-4ea2-45ef-b749-c0a4c1d2672b","checkpoint","Fire Dampers Access Panels still accessible for maintenance",,,,
"5d2eb6ef-1c00-4070-a498-8e46333efb04","checkpoint","Area left clean and tidy, finger prints removed",,,,
"ae2acbc5-9afe-4989-8c9f-a1b92fad8b30","checkpoint","Fire Damper sealed to structure both sides.",,,,
"f68972b4-6d81-41aa-aa09-4be60adafed1","section","Commission Fire Damper",,,,
"35abf88d-b375-479f-8b77-924971281f8a","checkpoint","Drop Tested as applicable",,,,
"3399aa37-48d7-492c-8a16-93ef940f0411","checkpoint","Drop Test Motorised Fire Dampers with Fire Engineer.",,,,
"7be34150-c368-48a3-ba66-611937573253","checkpoint","Fire Damper Label filled out, photo uploaded.",,,,
"40670fb4-21e7-4227-bdb5-faa6329dd3e3","checkpoint","Form TSL05.8A, Fire/Smoke Damper Test Sheet, updated for Project Completion",,,,
"91a77d34-03fe-4f7c-b402-578d38b427d1","checkpoint","Commissioning paperwork reviewed and accepted by Project Manager",,,,

"3f0ddbd1-9dea-446c-b7b8-0c2089f00c73/8","checklist-flat","QA - Air Conditioning Checklist","","Air Conditioning Checklist",0,"d4b0d893-f365-4c75-a279-5588f84c2435"
"b155e2ed-a09c-45a1-9da2-a0b512ae17c8","checkpoint","Air Conditioning First Fix completed (2-3 Photos attached)",,,,

"9324f4b1-8b67-4aa3-8fb6-8e3d7dcdeaf6/1","checklist","QA - Extract Fan","","QA - Extract Fan",27,"2d040d98-bdfd-4094-9c87-c9101d29884a"
"1a61b256-4b65-43ad-af1b-f36b6e0ef458","section","Pre-Start Ext Fan",,,,
"0695529d-b130-4728-8a97-c02158dae4b2","checkpoint","Area clear, access good, enough space for install",,,,
"98205fde-b908-469a-8c78-bfefa86dc40a","checkpoint","Duct Route clear, Penetrations complete",,,,
"91ccb09d-41a9-4621-be92-f509e417c36f","checkpoint","Nogs/Supports in place",,,,
"1a65dfd0-cdcd-4cfe-b39c-4565ab52595c","section","First Fix Ext Fan",,,,
"cdd414e7-4b3e-4b30-969d-8bd0a04c21f2","checkpoint","Fan installed straight and level and correct orientation.",,,,
"4f554b69-2631-4c5c-beb4-5322fec8a2dd","checkpoint","Attenuators installed Level and secure",,,,
"5778cbc2-2104-4590-9571-7854b85faff5","checkpoint","Fan or Cowl sealed to Upstand",,,,
"f0ef0c6d-d11f-4ba4-b6f0-5f897a25d7dd","checkpoint","Correct Fan installed",,,,
"1a316c55-eba3-45c0-b21b-44e03e07acce","checkpoint","Fan serial No. recorded",,,,
"bbbfe6b5-2d60-4ab3-b58e-7bc2380ffb09","checkpoint","Access Panels in duct for fire dampers",,,,
"fd58a42b-f7e2-4f64-bcfb-33effa6bbf9e","checkpoint","Access Panel for Extract Fan",,,,
"2a6f887b-c4aa-44ce-b0cf-0829eaf56b19","checkpoint","Duct fittings/joins sealed and mechanically fixed to duct. SAB joins sealed",,,,
"8f172d9c-bf1d-4bd0-83ca-773733c272e0","checkpoint","Flexible ducts run straight/tight/well supported/secured close to grille location",,,,
"3c947542-58da-4cba-a0b2-197186a25b7f","checkpoint","Flexible ducts taped then cable tied",,,,
"a0980cfd-2cba-44ee-aec1-39974ec889b7","checkpoint","Supply cable installed correctly, protected and secured",,,,
"fe67b2df-8e03-449d-9cd8-2c4bebb804f0","checkpoint","Interconnecting cables correctly installed and protected",,,,
"20e36244-0ea5-4cf5-9be8-20b25fefd361","checkpoint","Plans marked up for As Builts and 2nd fix grille locations",,,,
"cf7cfab8-d4bd-4dda-bead-40f2f56ef1ba","section","Second Fix Ext Fan",,,,
"86748939-1cca-4bfd-9a00-cb97ceddb4ad","checkpoint","Grilles installed square and level",,,,
"8f8795ce-b649-4669-b074-17c67d0ef43d","checkpoint","Flexible ducts taped then cable tied to grilles/boots",,,,
"3578f9df-efae-4a91-ab61-f97706ca37d0","checkpoint","Boots sealed to grilles",,,,
"5e0646f9-fd3b-4491-b760-037e814db969","checkpoint","Fans/Filters/Dampers/Access Panels etc all still accessible for maintenance",,,,
"e7005327-0c19-4138-9849-a074d9331587","checkpoint","Controllers fitted off",,,,
"21ee405e-c577-4438-acff-44c0a1e36e2b","checkpoint","Power fitted off",,,,
"bab194e8-5a8c-4f3f-a563-7e67385c0e32","checkpoint","Area left clean and tidy, finger prints removed",,,,
"a8d5781c-edef-45ed-9310-b9e2d64f96f7","checkpoint","Plant and controllers labelled",,,,
"c0f77751-10ac-4911-9106-39ca89fefa2e","section","Commission Ext Fan",,,,
"ce701032-59d7-447d-80d2-9bb5feacc1ed","checkpoint","Commissioning paperwork reviewed and accepted by Project Manager",,,,
"40ad875d-7e80-48a3-ada3-4519d1758e2d","checkpoint","Electrical testing complete",,,,
"d944d9e5-0ceb-407a-9974-626d8bec1e45","checkpoint","COC issued",,,,
"2389ab72-1995-4473-bf3d-be124877522c","checkpoint","Fire Matrix Commisioning Tests",,,,
"a9c53971-7947-4c03-ad80-5c37ad423b53","checkpoint","O&M Manuals Submissions",,,,
"34ed63ba-b2ce-49ea-a59d-f4363fd4b2ee","checkpoint","Services interface.",,,,

"b548176a-b2ba-4276-9ef9-865005503195/1","checklist","QA - Kitchen Extract","","QA - Kitchen Extract",27,"99e20204-e3a1-46fd-b14c-a461d784a5ba"
"07a1816a-d92f-4237-a0a4-9ea70eec1d7f","section","Pre-Start Kitchen Ext",,,,
"99a4393b-71e9-4a37-84be-22c54a92263a","checkpoint","Area clear, access good, enough space for install",,,,
"63470bc3-b3e1-4c3e-9b01-18ca2d48ec80","checkpoint","Duct Route clear, Penetrations complete",,,,
"19c74e02-1181-4ba9-8afc-898392676698","checkpoint","Nogs/Supports in place",,,,
"c351bc15-fb27-4ba7-82ef-1ea010b6b77a","section","First Fix Kitchen Ext",,,,
"aaa5f022-9acf-4c81-ab6f-3b2d4045c342","checkpoint","Fan installed straight and level and correct orientation.",,,,
"01b67471-7708-4325-95f4-02012ac61e41","checkpoint","Fan or Cowl sealed to Upstand",,,,
"3b28cbad-958b-4ef1-9a51-3795a427d5e8","checkpoint","Correct Fan installed",,,,
"84e1fc4f-a8ff-46c0-b304-94f163c971a1","checkpoint","Fan serial No. recorded",,,,
"cb1afc90-018b-4cb0-a573-08a02781c10d","checkpoint","Access Panels in duct for cleaning",,,,
"3ca3c731-e0b4-4fae-b090-7af0c97f5575","checkpoint","Ductwork straight/level and well supported incl any seismic restraints",,,,
"598e964b-2e86-4c29-98c1-d3744b0c2e3a","checkpoint","Duct fittings/joins sealed and mechanically fixed to duct. SAB joins sealed",,,,
"e3ed5a92-0789-45f6-af53-921feeb26efc","checkpoint","Balancing Dampers locked open and accessible",,,,
"c2159583-5d91-40ac-a88e-307e7a2242aa","checkpoint","Interconnecting cables correctly installed and protected",,,,
"54bdbea5-d63a-4c9b-858d-0ced8b2614f7","checkpoint","Remote controller cable installed",,,,
"abb87c4c-1ed1-43e9-8eb3-cbb8eee2c812","checkpoint","Building Access Panel requirements are marked and given to builders",,,,
"1dfbec71-7afd-436d-8bb6-020b249c1583","checkpoint","Plans marked up for As Builts and 2nd fix grille locations",,,,
"15934852-e4e4-495a-a914-c4ee6de33270","section","Second Fix Kitchen Ext",,,,
"48258778-7742-4f6c-b760-2a5b6b5165b7","checkpoint","Hoods installed square and level and seismically braced",,,,
"7581eb47-7120-42ac-a9d1-fa630092c612","checkpoint","Fans/Filters/Dampers/Access Panels etc all still accessible for maintenance",,,,
"dc7b7e65-f739-4678-9c0d-2c3be3c7e329","checkpoint","Controllers fitted off",,,,
"fb869f54-28d0-40af-84b6-d058f531826a","checkpoint","Power fitted off",,,,
"a62e78a9-9ee3-462c-8a18-cf276feddb42","checkpoint","Area left clean and tidy, finger prints removed",,,,
"179d60e3-7c25-46c8-8023-305f1f2762bf","checkpoint","Plant and controllers labelled",,,,
"24167f58-368b-4cbb-bd00-ae220bfc047f","section","Commission Kitchen Ext",,,,
"21c73893-e348-4a7e-95d6-e43613178274","checkpoint","Commissioning paperwork reviewed and accepted by Project Manager",,,,
"e1408955-e0df-4138-82ca-d119c519863c","checkpoint","Electrical testing complete",,,,
"b37cfbbe-65d1-408f-bc9c-cb807eb2fdd8","checkpoint","COC issued",,,,
"c8713f41-8327-4108-96d8-0ee9ea9454de","checkpoint","O&M manuals Submissions",,,,

"bbe99e88-66db-4b25-868e-a5d63fabe3ed/1","checklist","QA - SA Fan","","QA - SA Fan",7,"3652fb97-159c-4aca-b699-14725623ccb2"
"a4b7874a-ad05-4f50-a859-4ffd0156b059","section","Pre-Start SA Fan",,,,
"91f2742a-7e11-4a9f-bcb7-b4b4347ca206","checkpoint","Area clear, access good, enough space for install",,,,
"474af5a6-6d6c-4841-9a0f-8192edbec32f","checkpoint","Duct Route clear, Penetrations complete",,,,
"e656db7b-b2b1-4ddf-bd90-cfe32f5d247b","checkpoint","Nogs/Supports in place",,,,
"08c4c966-b568-43d3-a5ad-0157cd808bca","section","First Fix SA Fan",,,,
"dca998d9-d23f-4858-8254-f509fa9e9331","checkpoint","Fan installed straight and level and correct orientation.",,,,
"403d73ea-e8a6-4608-b3c9-cdc327b97be7","checkpoint","Fan or Cowl sealed to Upstand",,,,
"8750b825-9e99-498d-bca8-c07aaf79d275","checkpoint","Correct Fan installed",,,,
"f36246ad-d686-4a59-b9c0-19b77ad8d877","checkpoint","Fan serial No. recorded",,,,
"f361978e-a61b-4ba3-a303-240bef79f7b7","checkpoint","Fan seismically braced and vibration isolated",,,,
"87723768-9c65-4e56-aee7-8b73fc571dd2","checkpoint","Heater Bank installed to Manufacturers instructions",,,,
"50f13077-1da3-4a65-ba19-9813d533fe33","checkpoint","Access Panels in duct for fire dampers, filters, cleaning etc",,,,
"331baa81-1b27-484c-9dd5-424b85e26b4a","checkpoint","Ductwork straight/level and well supported incl any seismic restraints",,,,
"dfbef78e-1a80-4bd3-b815-6c1d37f761fa","checkpoint","Duct fittings/joins sealed and mechanically fixed to duct. SAB joins sealed",,,,
"32f098ca-04d9-4a76-a708-2fd898d91e5a","checkpoint","Flexible ducts run straight/tight/well supported/secured close to grille location",,,,
"fa69ad22-23f9-4bb7-a188-88976d3ef737","checkpoint","Flexible ducts taped then cable tied",,,,
"0c88fcd6-b443-4194-a728-dde7328b70da","checkpoint","Supply cable installed correctly, protected and secured",,,,
"66814ff8-3d17-4260-9b52-ad84acb3964e","checkpoint","Interconnecting cables correctly installed and protected",,,,
"8e122998-b553-4b3f-a346-791480ba81a8","checkpoint","Plans marked up for As Builts and 2nd fix grille locations",,,,
"1491fbf1-5f7e-446e-8f5c-e5b7f0a819e5","section","Second Fix SA Fan",,,,
"5368686b-339c-4016-b354-b1b6fc626d35","checkpoint","Grilles installed square and level",,,,
"d9b7dbda-0d70-457e-8b2b-b7713df4305d","checkpoint","Flexible ducts taped then cable tied to grilles/boots",,,,
"dd8a4df0-2c2f-40b7-9956-1eb13938d21b","checkpoint","Boots sealed to grilles",,,,
"bcd63437-acb4-4124-a3e0-5e77528fe9f3","checkpoint","Fans/Filters/Dampers/Access Panels etc all still accessible for maintenance",,,,
"821bda67-14fe-4c74-ae97-478729ec1b73","checkpoint","Controllers fitted off. Heater Bank THT set",,,,
"7742985b-ebb9-4ee6-b12e-717e5fbdb4bc","checkpoint","Power fitted off",,,,
"467b9ac9-0b3b-43e7-a457-02f12ba62f66","checkpoint","Area left clean and tidy, finger prints removed",,,,
"deeb912e-d1d6-41a9-97b7-6dd2b8d900d3","checkpoint","Plant and controllers labelled",,,,
"c8fcf9cd-b496-45d6-80b7-412213f8a188","section","Commission SA Fan",,,,
"c8e5d67b-06e5-47aa-9b24-d49253405b88","checkpoint","Commissioning paperwork reviewed and accepted by Project Manager",,,,
"40cc93dd-c3f9-47c6-bb03-f9c40d8663c0","checkpoint","Electrical testing complete",,,,
"078739de-adfd-4cb9-9ed4-0a97c219599a","checkpoint","COC issued",,,,
"c27e01d8-b56a-4e62-9464-0a5956a05337","checkpoint","Fire Matrix Commissioning Tests",,,,
"e85a7b77-3474-43d0-a5bc-8ac0fe78e10b","checkpoint","O&M Manuals submissions",,,,
"592291ee-1a05-4964-bd9f-eddf31c0aa59","checkpoint","Services interface",,,,

"693c3a95-b444-4b67-8b64-15f6acfd0ee7/7","checklist","QA - Split HW (V1)","","QA - Split HW (V1)",39,"c3585b78-7614-4e5c-8798-c5dbabcc9252"
"fa7ebd18-d7a4-498d-a501-06f7545abefc","section","Pre-start",,,,
"7a7d2177-0ae4-4ae7-9a03-684f0671a433","checkpoint","Area clear, access good, enough space for install",,,,
"05aeef58-4433-479f-8145-e4031d05feee","checkpoint","Area/base/wall ready for outdoor unit",,,,
"1c4c255c-f446-42e5-aa4e-1c1e90f8d8b6","checkpoint","Any required drains for outdoor unit in place",,,,
"f71104b2-cbc0-40d9-a90e-67d09beab51f","checkpoint","Pipework route all clear, penetrations complete (2-3 Photos attached)",,,,
"9ff46f8e-0589-438d-8826-c2d412f105ce","checkpoint","Nogs in place (2-3 Photos attached)",,,,
"de6c31e9-9ed8-4add-9b9b-77c4a38acf1b","checkpoint","Drain 1m from Indoor unit location by plumber",,,,
"e7273c7b-21bf-4be2-8343-d0ec15d13999","section","First Fix",,,,
"22316cd2-4e89-48d2-a4f1-98e5f36d6012","checkpoint","Access Panel requirements marked up on drawings and submitted to client",,,,
"0a16a5a2-c5e9-4337-b90e-da03479dd805","checkpoint","All works from builders or other trades to enable Mechanical First is to be completed (e.g. drains, framing, penetration)",,,,
"dcbb09a8-418f-4305-a498-1ae462ff51be","checkpoint","Mechanical First Fix completed (2-3 Photos attached)",,,,
"cc7c9f5a-52c5-4429-9a00-5eed948d22be","signoff","Request sign off",,,,
"154d611d-7fd8-4ace-8118-03aa8b50a109","section","Second Fix",,,,
"58a3d490-aea3-4f1e-b2d4-746e9bd3effa","checkpoint","Area clear and access good for Second Fix",,,,
"4d8659b4-ed94-4704-b33a-a0e1d1d18709","checkpoint","All works from builders or other trades to enable Mechanical second fix to be completed (e.g. painting, waterproofing)",,,,
"ab7d4d6d-4e4a-4dac-ae6f-e05d74e835d0","checkpoint","Mechanical Second Fix completed (2-3 Photos attached)",,,,
"248ea228-8ac4-4fdd-9789-df5563a0cb20","signoff","Request sign off",,,,
"174280e4-63ff-41af-9ada-078e4b3f8001","section","Commission",,,,
"5a0c7f35-13b8-4a49-b4b7-6aa63848a250","checkpoint","Good access to all areas of building",,,,
"c9347114-1c81-40d3-b0da-202b0461a95a","checkpoint","Power live to Mechanical Plant",,,,
"2036adae-9a5e-4ac8-b9cd-badd48b4ad8d","checkpoint","Mechanical Plant commissioned (2-3 Photos attached)",,,,
"a0c17aa7-e39f-4b01-af2a-260408a93e5b","signoff","Request sign off",,,,

