type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Retaining Wall (Sheet),,,,,,
checkpoint,Scope Description (from Bravada SOW) and item numbers,,,,,,
text ,Enter SOW description,,,,,,
checkpoint,Attach TDS for application (Download from Simpro),,,,,,
checkpoint,Substrate clear of depressions or protrusions that could damage membrane? (Attach photos),,,,,,
button,Granules installed at cold joint?,"Yes,No,N/A",,,,,
button,Installation of sheet membrane as required?,"Yes,No",,,,,
button,Termination pressure bar installed as required?,"Yes,No",,,,,
checkpoint,Area completed to manufacturer's specification? (Attach photos),,,,,,
text ,"If inspection failed, please provide reasons and recommended course of action.",,,,,,
button,Cement sheet installed?,"Yes,No,N/A",,,,,
button,Corflute installed installed?,"Yes,No,N/A",,,,,
button,Drainage cell and geotextile fabric installed?,"Yes,No,N/A",,,,,
checkpoint,Backfilled within manufacturer's specified timeframe?,,,,,,
label,Attach Client Signature Below ,,,,,,
,,,,,,,
checklist-flat,Retaining Wall (Liquid),,,,,,
checkpoint-no-status,Scope,,,,,,
label,Scope Description (from Bravada SOW) and item numbers,,,,,,
text ,Enter SOW description,,,,,,
checkpoint,Attach TDS for application (Download from Simpro),,,,,,
checkpoint,Substrate clear of depressions or protrusions that could damage membrane? (Attach photos),,,,,,
button,Installation of liquid membrane as required?,"Yes,No",,,,,
checkpoint,Area completed to manufacturer's specification? (Attach photos),,,,,,
button,Cement sheet installed?,"Yes,No,N/A",,,,,
button,Corflute installed installed?,"Yes,No,N/A",,,,,
button,Drainage cell and geotextile fabric installed?,"Yes,No,N/A",,,,,
checkpoint,Backfilled within manufacturer's specified timeframe?,,,,,,
label,Attach Client Signature Below ,,,,,,
,,,,,,,
checklist-flat,PVC Installation (Sarnafil and Cosmofin),,,,,,
checkpoint,Scope Description (from Bravada SOW) and item numbers,,,,,,
text ,SOW description entered,,,,,,
checkpoint,Attach TDS for application (Download from Simpro),,,,,,
checkpoint,Substrate washed / cleaned & assessed for surface uniformity (photos attached below),,,,,,
checkpoint,Substrate temperature is not less than 10*C and no greater then 35*C ,,,,,,
checkpoint,Substrate free from pooling or ponding water (Moisture gauge photo attached below),,,,,,
button,Adequate fall in substrate?,"Yes,No",,,,,
label,If any of these checkpoints fail information and required action by builder provided in comments below,,,,,,
button,Adhesive installed to manufacturer's specification?,"Yes,No",,,,,
checkpoint,Record (Photo) batch number and date of manufacture of adhesive,,,,,,
label,If any of these checkpoints fail information and required action by builder provided in comments below,,,,,,
button,Installation of termination profiles via to perimeter upstands & wall / floor junctions as per manufacturer's specifications as required?,"Yes,No,N/A",,,,,
button,Installation of sheet membrane (min. 50mm overlaps)?,"Yes,No",,,,,
button,"Installation of sheet membrane to perimeters, incl. compatible sealant as required (profiles welded)?","Yes,No",,,,,
checkpoint,Area completed to manufacturer's specification? - photos attached below,,,,,,
,,,,,,,
checklist-flat,PVC Installation (Wolfin),,,,,,
checkpoint,Scope Description (from Bravada SOW) and item numbers,,,,,,
text ,SOW description entered,,,,,,
checkpoint,Attach TDS for application (Download from Simpro),,,,,,
checkpoint,Substrate washed / cleaned & assessed for surface uniformity (photos attached below),,,,,,
checkpoint,Substrate temperature is not less than 10*C and no greater then 35*C ,,,,,,
checkpoint,"Substrate free from pooling or ponding water, and adequate fall in substrate (Moisture gauge photo attached below)",,,,,,
label,If any of these checkpoints fail information and required action by builder provided in comments below,,,,,,
button,Bitunamel primer installed to manufacturer's specification?,"Yes,No",,,,,
button,Bitunamel primer given adequate time (4 hours) to cure – as per manufacturer's specification?,"Yes,No",,,,,
checkpoint,Record (Photo) batch numbers and dates of manufacture of bitunamel primer,,,,,,
checkpoint,Area primed and suitable for membrane application. Substrate free of contaminants - photos attached below,,,,,,
text ,"If inspection failed, please provide reasons and recommended course of action",,,,,,
button,Installation of termination profiles via to perimeter upstands & wall / floor junctions as per manufacturer's specifications as required?,"Yes,No,N/A",,,,,
button,Installation of sheet membrane (min. 50mm overlaps)?,"Yes,No",,,,,
button,"Installation of sheet membrane to perimeters, incl. compatible sealant as required (profiles welded)?","Yes,No",,,,,
checkpoint,Area completed to manufacturer's specification? - photos attached below,,,,,,
checkpoint,Manufacturer Inspection,,,,,,
label,Manufacturer's Warranty Certificate attached below ,,,,,,
,,,,,,,
checklist-flat,Butynol Installation (External),,,,,,
checkpoint,Scope Description (from Bravada SOW) and item numbers,,,,,,
text ,Enter SOW description,,,,,,
checkpoint,Attach TDS for application (Download from Simpro),,,,,,
checkpoint,"Substrate clear of dust, debris and contaminants (Attach photos below)",,,,,,
checkpoint,Substrate temperature is not less then 10*C and no greater then 35*C ,,,,,,
checkpoint,Substrate free from pooling or ponding water? (Attach moisture gauge photo),,,,,,
