type,name,values,prefix,postfix,usage count,user addable,template name,
checklist-flat,Stormwater Drainage,,,,,,Ponsonby - ITP - Stormwater Drainage,
checkpoint,1 - Permits,,,,,,,
note,"ACTION (Hold, Monitor, Witness) - W",,,,,,,
note,Detail - Obtain Permits ,,,,,,,
note,Frequency - As required,,,,,,,
note,"Inspection / Test Method (Submission, Visual Inspection, Testing, Measurement, Review) - Document Review",,,,,,,
note,Conformance Criteria - Control Checklist - Digging / Excavating (incl. marking out & potholing existing services). Notify Worksafe NZ if required.,,,,,,,
note,• Ensure all necessary Permit to Works & Controlled Checklists are in place,,,,,,,
note,Records - Permit attached or permit number noted,,,,,,,
checkpoint,2 - Traffic Management,,,,,,,
note,"ACTION (Hold, Monitor, Witness) - W",,,,,,,
note,Detail - Ensure TMP is approved and check that the requirements are correctly interpreted and understood by the STMS,,,,,,,
note,Frequency - Prior to commencement ,,,,,,,
note,"Inspection / Test Method (Submission, Visual Inspection, Testing, Measurement, Review) - Document Review ",,,,,,,
note,Conformance Criteria - TMP is approved by AT for the site and works are completed within the approved dates,,,,,,,
note,Records - TMP on MyWorksites/ On Site,,,,,,,
checkpoint,3 - Pre-construction sign offs,,,,,,,
note,"ACTION (Hold, Monitor, Witness) - W",,,,,,,
note,Detail - Ensure that Sub-Contract and Supplier Agreements are signed and that personnel have gone through the NWBI induction. ,,,,,,,
note,Frequency - Prior to commencement,,,,,,,
note,"Inspection / Test Method (Submission, Visual Inspection, Testing, Measurement, Review) - Document Review",,,,,,,
note,Conformance Criteria - Signed subcontract & Supplier agreements. Issued induction stickers and number,,,,,,,
note,"Records - Signed Agreements, Updated Induction Register",,,,,,,
checkpoint,4 - Design,,,,,,,
note,"ACTION (Hold, Monitor, Witness) - H",,,,,,,
note,Detail - Ensure that Design is approved and Drawings are of the latest revision ,,,,,,,
note,Frequency - Prior to commencement,,,,,,,
note,"Inspection / Test Method (Submission, Visual Inspection, Testing, Measurement, Review) - Document Review",,,,,,,
note,Conformance Criteria - IFC label on drawings,,,,,,,
note,Records - Check Drawing Register,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,5 - Survey Setout,,,,,,,
note,"ACTION (Hold, Monitor, Witness) - M",,,,,,,
note,Detail - Set out pegs installed every 10m of the footpath showing the FL.,,,,,,,
note,Frequency - Prior to commencement,,,,,,,
note,"Inspection / Test Method (Submission, Visual Inspection, Testing, Measurement, Review) - Survey",,,,,,,
note,Records - Visual Inspection,,,,,,,
checkpoint,6 - Material Compliance,,,,,,,
note,"ACTION (Hold, Monitor, Witness) - H",,,,,,,
note,"Detail - Bedding, Haunching and Backfill Material",,,,,,,
note,Frequency - Prior to commencement,,,,,,,
note,"Inspection / Test Method (Submission, Visual Inspection, Testing, Measurement, Review) - AS/NZS 3725, AS/NZS 3500.3",,,,,,,
note,Conformance Criteria - Crushing Resistance not less than 100kN. Maximum percentage of weight passing 0.075mm sieve shall not exceed 10%,,,,,,,
note,Records - Test report ,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,7 - Pipes and Precast Units,,,,,,,
note,"ACTION (Hold, Monitor, Witness) - M",,,,,,,
note,"Detail - Confirm pipes diameter, class & jointing type as shown on the drawings, and that the pipes are correct and in good condition.",,,,,,,
note,Frequency - Delivery to site,,,,,,,
note,"Inspection / Test Method (Submission, Visual Inspection, Testing, Measurement, Review) - Visual Inspection",,,,,,,
note,"Conformance Criteria - Pipe - Diameter & Class, Manholes, Catchpits as per SW CoP and AS/NZS 3725",,,,,,,
note,Records - Delivery Dockets,,,,,,,
checkpoint,8 - Trenching and Excavation,,,,,,,
note,"ACTION (Hold, Monitor, Witness) - M",,,,,,,
note,Detail - Inspect trench profile and ensure it is correct to lines and levels to design,,,,,,,
note,Frequency - Daily,,,,,,,
note,"Inspection / Test Method (Submission, Visual Inspection, Testing, Measurement, Review) - Visual/Inspection",,,,,,,
note,Conformance Criteria - Line and level is correct,,,,,,,
note,Records - Checksheet ,,,,,,,
checkpoint,8 - Trenching and Excavation (2),,,,,,,
note,"ACTION (Hold, Monitor, Witness) - M",,,,,,,
note,Detail - Ensure trench width is sufficient as per AS/NZS 3725 namely 3x Diameter of Pipe,,,,,,,
note,Frequency - Daily,,,,,,,
note,"Inspection / Test Method (Submission, Visual Inspection, Testing, Measurement, Review) - Visual Inspection",,,,,,,
note,Conformance Criteria - As per AS/NZS 3725,,,,,,,
note,Records - Checksheet ,,,,,,,
checkpoint,9 - Foundation Compliance,,,,,,,
note,"ACTION (Hold, Monitor, Witness) - H",,,,,,,
note,"Detail - As per specification, Shear Vane <50 KPa 2%<CBR<3% Undercut 150mm, CBR<2% Seek Design Engineer's advice",,,,,,,
note,Frequency - 1 Test every 20m ,,,,,,,
note,"Inspection / Test Method (Submission, Visual Inspection, Testing, Measurement, Review) - Testing",,,,,,,
note,"Conformance Criteria - Shear Vane >50 Kpa, CBR > 3%",,,,,,,
note,Records - QA Sheets,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,10 - Undercut Backfill Material Compliance Testing,,,,,,,
note,"ACTION (Hold, Monitor, Witness) - H",,,,,,,
note,Detail - Undercut If subgrade fails testing requirements and replace with copmpacted GAP40 for depth of undercut ,,,,,,,
note,Frequency - 1 Test every 20m ,,,,,,,
note,"Inspection / Test Method (Submission, Visual Inspection, Testing, Measurement, Review) - Testing",,,,,,,
note,Conformance Criteria - CIV> 15,,,,,,,
note,Records - QA Sheets,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,11 - Pipe and Structure Bedding ,,,,,,,
note,"ACTION (Hold, Monitor, Witness) - H",,,,,,,
note,Detail - Specified Bedding Construction Material ,,,,,,,
note,"• Pipe Diameter<300mm bedding, side and haunch zones to be 100mm",,,,,,,
note,"• Pipe Diameter >300mm bedding, side and Haunch zones to be 150mm",,,,,,,
note,• Stucture Bedding to comprise of a 75-100mm levelling course GAP20,,,,,,,
note,Frequency - 1 Test every 20m ,,,,,,,
note,"Inspection / Test Method (Submission, Visual Inspection, Testing, Measurement, Review) - Testing",,,,,,,
note,"Conformance Criteria - As per AS/NZS 3725 Minimum Bedding, Side and Haunch Zone CIV > 15",,,,,,,
note,Records - Checksheet ,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,12 - Structure and Pipe Backfill,,,,,,,
note,"ACTION (Hold, Monitor, Witness) - H",,,,,,,
note,Detail - Backfill zone compacted in GAP40 layers no greater than 200mm  .,,,,,,,
note,Frequency - Test Per Structure,,,,,,,
note,"Inspection / Test Method (Submission, Visual Inspection, Testing, Measurement, Review) - Document Review",,,,,,,
note,Conformance Criteria - Compliance with requirements from Specifications and SW CoP.,,,,,,,
note,○ Under Carraigeway ,,,,,,,
note,• CIV >=32,,,,,,,
note,○ Under Footpath and Berm,,,,,,,
note,• CIV >=25,,,,,,,
note,Records - Checksheet ,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,13 - Pipe Laying,,,,,,,
note,"ACTION (Hold, Monitor, Witness) - M",,,,,,,
note,Detail - Inspect pipes prior to backfilling to ensure they have been installed correctly and the joints are in place and sealed.,,,,,,,
note,• Ensure Pipes do not exceed ±25 mm from design levels for any five metres of pipe,,,,,,,
note,Frequency - Prior to backfilling,,,,,,,
note,"Inspection / Test Method (Submission, Visual Inspection, Testing, Measurement, Review) - Visual/Inspection",,,,,,,
note,Conformance Criteria - No defects/ gaps / pipes are aligned correctly. Compliance with the Stormwater Contract specification,,,,,,,
note,"Records - Photos, Checksheet",,,,,,,
checkpoint,13 - Pipe Laying (2),,,,,,,
note,"ACTION (Hold, Monitor, Witness) - M",,,,,,,
note,Detail - As-built survey of pipes installed,,,,,,,
note,Frequency - Once line is completed between 2 structures,,,,,,,
note,"Inspection / Test Method (Submission, Visual Inspection, Testing, Measurement, Review) - Survey",,,,,,,
note,Conformance Criteria - Survey Receipts,,,,,,,
note,Records - Checksheet ,,,,,,,
checkpoint,14 - Trench Overlay Zone,,,,,,,
note,"ACTION (Hold, Monitor, Witness) - M",,,,,,,
note,Detail - Ensure correct thickness of compacted overlay zone - 150mm overlay above top of pipe for Pipe Diameter between 300 and 1500mm,,,,,,,
note,Frequency - During Backflling,,,,,,,
note,"Inspection / Test Method (Submission, Visual Inspection, Testing, Measurement, Review) - Visual Inspection",,,,,,,
note,Conformance Criteria - Compliance with the drawings . 150mm overlay above top of pipe.  Refer to AS/NZS 3725,,,,,,,
note,Records - Checksheet ,,,,,,,
checkpoint,15 - Pipe Backfill Compliance,,,,,,,
note,"ACTION (Hold, Monitor, Witness) - M",,,,,,,
note,Detail - Backfill zone compacted in GAP40  layers no greater than 200mm  . Requirements based on pipe location. Minimum cover 1200mm from top of pipe in carraigeway and 800mm in berm. If Cover cannot be achieveded seek advice from design engineer,,,,,,,
note,Frequency - 1 Test every 20m,,,,,,,
note,"Inspection / Test Method (Submission, Visual Inspection, Testing, Measurement, Review) - Document Review & Testing",,,,,,,
note,Conformance Criteria - Compliance with requirements from Specifications and SW CoP.,,,,,,,
note,○ Under Carraigeway ,,,,,,,
note,• >=95% Compaction and CIV >=32,,,,,,,
note,○ Under Footpath and Berm,,,,,,,
note,• >=85% Compaction and CIV >=25,,,,,,,
note,"Records - Checksheet, Lab Report, QA Sheets ",,,,,,,
checkpoint,"16 - Structure installation (Manhole, Catchpit)",,,,,,,
note,"ACTION (Hold, Monitor, Witness) - W",,,,,,,
note,Detail - Galvanised Step irons required in chambers over 1500mm deep ,,,,,,,
note,Frequency - As required,,,,,,,
note,"Inspection / Test Method (Submission, Visual Inspection, Testing, Measurement, Review) - Visual/Inspection",,,,,,,
note,Conformance Criteria - Maximum 600mm from manhole frame to first rung. Maximum 300mm between rungs. As Per ATCoP,,,,,,,
note,Records - Photos,,,,,,,
checkpoint,"16 - Structure installation (Manhole, Catchpit) (2)",,,,,,,
note,"ACTION (Hold, Monitor, Witness) - W",,,,,,,
note,Detail - Structures to be installed to the design survey location and level,,,,,,,
note,Frequency - During structure construction,,,,,,,
note,"Inspection / Test Method (Submission, Visual Inspection, Testing, Measurement, Review) - Visual/Inspection",,,,,,,
note,Conformance Criteria - Survey markouts for centre of structure and insatllment to be from centre of structure,,,,,,,
note,Records - Checksheet ,,,,,,,
checkpoint,"16 - Structure installation (Manhole, Catchpit) (3)",,,,,,,
note,"ACTION (Hold, Monitor, Witness) - W",,,,,,,
note,Detail - All joints are to be sealed including rungs and lids,,,,,,,
note,Frequency - During structure construction,,,,,,,
note,"Inspection / Test Method (Submission, Visual Inspection, Testing, Measurement, Review) - Visual/Inspection",,,,,,,
note,Conformance Criteria - 25 MPa concrete to be used for throat haunching and cradle around inlets an outlets,,,,,,,
note,Records - Photos,,,,,,,
checkpoint,"16 - Structure installation (Manhole, Catchpit) (4)",,,,,,,
note,"ACTION (Hold, Monitor, Witness) - W",,,,,,,
note,Detail - Adjustment rings to ensure correct level and fall to cover,,,,,,,
note,Frequency - During structure construction,,,,,,,
note,"Inspection / Test Method (Submission, Visual Inspection, Testing, Measurement, Review) - Visual/Inspection",,,,,,,
note,Conformance Criteria - Maximum throat depth on manholes to be 450mm. Miminimum riser usage is required and minimum riser height to be 300mm. All Joints between risers must be epoxied,,,,,,,
note,Records - Photos,,,,,,,
checkpoint,"16 - Structure installation (Manhole, Catchpit) (5)",,,,,,,
note,"ACTION (Hold, Monitor, Witness) - W",,,,,,,
note,Detail - Concrete benching,,,,,,,
note,Frequency - During structure construction,,,,,,,
note,"Inspection / Test Method (Submission, Visual Inspection, Testing, Measurement, Review) - Visual/Inspection",,,,,,,
note,Conformance Criteria - Benching at base of Manhole shall be formed with 25 Mpa concrete.  ,,,,,,,
note,Records - Delivery Dockets,,,,,,,
checkpoint,"16 - Structure installation (Manhole, Catchpit) (6)",,,,,,,
note,"ACTION (Hold, Monitor, Witness) - W",,,,,,,
note,Detail - Manhole covers & frames set to correct level ,,,,,,,
note,Frequency - During structure construction,,,,,,,
note,"Inspection / Test Method (Submission, Visual Inspection, Testing, Measurement, Review) - Visual/Inspection/ Check",,,,,,,
note,Conformance Criteria - Heavy Duty Class E manhole covers required in trafficable areas as per AS 3996 400 KN rating,,,,,,,
note,"Records - Checksheet, Delivery Dockets, SW CoP ",,,,,,,
checkpoint,"16 - Structure installation (Manhole, Catchpit) (7)",,,,,,,
note,"ACTION (Hold, Monitor, Witness) - W",,,,,,,
note,Detail - Catchpit sump depth,,,,,,,
note,Frequency - During structure construction,,,,,,,
