"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"2a0f52a2-fd31-47da-8c2c-90bff6121276","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"4152aa3b-436b-4151-bfb0-c18164fd9515","","checklist-flat","pass","Site Establishment Checklist","checklist-flat","FALSE","FALSE","Site QA","Site Establishment Checklist"
"63dda9bc-c5ad-549e-bd9a-0ae547278627","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Site Establishment Checklist","Any relevant dilapidation requirements captured"
"09bb0330-521b-599f-b3cc-75c4671da680","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Site Establishment Checklist","Attach relevant site establishment photos/ documents"
"1779fda3-7881-50dc-b625-7cb444ddcb47","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Site Establishment Checklist","Appropriate isolation of site (hoardings / fencing)"
"9d569bf9-3105-578f-9b75-fe80fb6914e6","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Site Establishment Checklist","Sufficient & Appropriate site/H&S signage erected"
"8d554fb7-a3ca-5755-ad70-af2cb3e36ced","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Site Establishment Checklist","Site establishment completed"
"e9f94a8d-6c7e-400d-b2cf-d4c3db139a8f","","checklist-flat","work-in-progress","Setout / Surveying Checklist","checklist-flat","FALSE","FALSE","Site QA","Setout / Surveying Checklist"
"58bf4412-c0aa-5bbc-83a2-a5e6bcc58379","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Setout / Surveying Checklist","Any RL's setout are correct, labelled and photographed"
"677ffe01-ba26-54f6-8ade-88b8973dd57e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Setout / Surveying Checklist","Any grid setout are correct, labelled and photographed"
"0a89be8e-697b-555f-b26c-9cf46079d641","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Setout / Surveying Checklist","Any other relevant setout/ survey documentation attached"
"7624c174-5ba4-5200-9f14-64704f503c60","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Setout / Surveying Checklist","Survey work completed, checked and accurate"
"541003e6-0905-4b33-9e66-af29eb5ed611","","checklist-flat","not-started","Bulk Excavation Checklist","checklist-flat","FALSE","FALSE","Site QA","Bulk Excavation Checklist"
"019c5757-0378-524c-980c-887236b38c08","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Bulk Excavation Checklist","Excavation depth determined using appropriate RL's"
"d75a916d-36b2-5bf3-ba99-2ba398ea16fb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Bulk Excavation Checklist","Confirm location and isolation of relevant services"
"cf268d9a-f812-5fd8-b197-d865bf8e509f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Bulk Excavation Checklist","General excavation documentation and photos attached"
"05e3ea6a-5035-58c0-8181-640149347dda","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Bulk Excavation Checklist","Any batters formed correctly"
"f2bf61b1-e52f-5a7f-9fc1-475f16590732","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Bulk Excavation Checklist","Any trenches/ pits / hazardous areas appropriately isolated"
"da814d33-e758-53f0-8df1-01c33d251662","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Bulk Excavation Checklist","Any soft spots identified and appropriate remedial completed"
"73164a93-c02b-5042-b612-e98e20987198","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Bulk Excavation Checklist","Any hardfill/ blinding installed correctly to required specification"
"10beca4d-edac-520c-b613-15d4fa5184ed","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Bulk Excavation Checklist","Relevant inspections completed and attached and any observations recorded and closed out"
"43bc5582-f3f3-51ec-8491-a5eaddff70d2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Bulk Excavation Checklist","Trades QA received, attached, reviewed and approved"
"28fd2677-4a0f-5814-89bf-3b5dee499190","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Bulk Excavation Checklist","Excavation completed - Correct locations and RL's achieved"
"6b71d0d6-4105-44ab-bd2f-e7ec047b350e","","checklist-flat","not-started","Backfill Checklist","checklist-flat","FALSE","FALSE","Site QA","Backfill Checklist"
"4b1588ee-a753-5521-b660-deecc73286fb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Backfill Checklist","Backfill methodology and material confirmed"
"b671587f-061a-5b44-8a3d-89d50b2ec19e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Backfill Checklist","Any formwork/ debris removed from area"
"7b26f0d7-a237-5731-b769-6868bc6bed41","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Backfill Checklist","Any waterproofing/ drainage / service requirements completed and inspected"
