type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,14.13 - Supply and Installation of Road Furniture,itp,,,,,14.13 - Supply and Installation of Road Furniture,
section,Details,,,,,,,
checkpoint,"Not less than seven days prior to commencement of dismantling and removal of existing road furniture, the Contractor shall submit a schedule of items of existing road furniture to be dismantled or re-erection in accordance with the provisions of the design documentation.",,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Submission of Schedule,,,,,,,
label,Check Item - Milestone,,,,,,,
label,Reference - MRTS14 Cl 9.2,,,,,,,
checkpoint,Dismantling and removal shall not commence until the experation of the seven day period.,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Expiry of 7 days since submission of Schedule,,,,,,,
label,Check Item - Hold Point 2,,,,,,,
label,Reference - MRTS14 Cl 9.2,,,,,,,
holdpoint,HOLD POINT,,,,,,,
checkpoint,"All legend elements, including letters, numerals, symbols, colours and borders in all sign faces conform to the MUTCD and project drawings.",,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,
label,Check Item - Check Item,,,,,,,
label,Reference - MRTS14 CL 13.2,,,,,,,
checkpoint,Dimensional Tolerances conform to the requirements detailed in AS1743 and legends and lettering conforms to AS1744.,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,
label,Check Item - Check Item,,,,,,,
label,Reference - MRTS14 CL 13.2,,,,,,,
checkpoint,Sign Material conforms with the requirements as set out in Cl 13.3.,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,
label,Check Item - Check Item,,,,,,,
label,Reference - MRTS14 Cl 13.3,,,,,,,
checkpoint,The sign substrate shall be manufactured from aluminium. Other materials may be considered but evidence of the full approval of the department will be provided to the administrator prior to their use.,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,
label,Check Item - Hold Point 3,,,,,,,
label,Reference - MRTS14 CL 13.3.1.1,,,,,,,
holdpoint,HOLD POINT,,,,,,,
checkpoint,"Sign faces are fabricated in accordance with the requirements of Traffic and Road Use Management Manual (TRUM) Volume 3, Part 5.",,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,
label,Check Item - Check Item,,,,,,,
label,Reference - MRTS14 Cl 13.4,,,,,,,
checkpoint,Sign posts shall be circular or rectangular hollow sections unless specifically shown otherwise in the design documentation.,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,
label,Check Item - Check Item,,,,,,,
label,Reference - MRTS14 Cl 14.2.3,,,,,,,
checkpoint,Post sizes and spacings shall conform to the design documentation with slip bases and fuse plates as required.,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,
label,Check Item - Check Item,,,,,,,
label,Reference - MRTS14 Cl 14.2.3,,,,,,,
checkpoint,Concrete footings shall conform to MRTS70 and to the dimenesions shown in the design documentation.,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,
label,Check Item - Check Item,,,,,,,
label,Reference - MRTS14 Cl 14.3,,,,,,,
checkpoint,Erection of Road Signs.,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,
label,Check Item - Witness Point 1,,,,,,,
label,Reference - MRTS14 Cl 14.4,,,,,,,
checkpoint,Signs erected at the locations shown in the design documentation and the orientation shall be in accrodance with the MUTCD.,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,
label,Check Item - Check Item,,,,,,,
label,Reference - MRTS14 Cl 14.4.2,,,,,,,
checkpoint,Sign faces installed on the posts and/or frame once all other erection is complete.,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,
label,Check Item - Check Item,,,,,,,
label,Reference - MRTS14 Cl14.4.5,,,,,,,
checkpoint,Welded Mesh Fence shall comply with the details shown in the design documentation & Std Dwg. 1604,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Check,,,,,,,
label,Check Item - Check Item,,,,,,,
label,"Reference - MRTS14 Cl 11, MRTS14.1 Cl 6.1, Std Dwg. 1604",,,,,,,
checkpoint,Install Fencing as per Manufacturer's Guidelines Fencing shall be constructed in the locations and to the details shown in the design documentation.,,,,,,,
label,Acceptance Criteria and Frequency (Project Specific) - Visual,,,,,,,
label,Check Item - Check Item,,,,,,,
label,"Reference - MRTS14 Cl 11, MRTS14 Cl 11.4",,,,,,,
checkpoint,Final Verification,,,,,,,
note,Supervisor/QA Verify that the Above has been Constructed according to Specification,,,,,,,
textbox,Print Name:,,,,,,,
date,Date:,,,,,,,
note,Project Manager Verify that the Above has been Constructed according to Specification,,,,,,,
textbox,Print Name:,,,,,,,
date,Date:,,,,,,,
signoff,Signature,,,,,,,
section,Final Sign Offs (to be completed at closure of Lot),,,,,,,
checkpoint,Agreed Quantities,,,,,,,
signoff,Agreed Quantities Sign Off,,,,,,,
checkpoint,Closure of Lot,,,,,,,
signoff,Closure of Lot Sign Off,,,,,,,
