Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Wall and Ceiling Pressure Services,,,,,,
,Scope,,,Wall and Ceiling Pressure Services,,
,Rows,,,,,
,,School,dynamic,School,Wall and Ceiling Pressure Services,Site QA
,,Parish Hall,dynamic,Parish Hall,Wall and Ceiling Pressure Services,Site QA
,Columns,,,,,
,,Correct drawings used & issued for construction,,The correct drawings have been used and issued for construction,,
,,All workers inducted & read appropriate SWMS for tasks,,All workers been inducted and read appropriate SWMS for tasks and prestart signed,,
,,Appropriate materials used for application & sizing as per drawings,,Appropriate materials have been used for application and sizing is as per drawings,,
,,Meter marks issued by RCC & works completed off them,,Meter marks have been issued by RCC and works have been completed off them,,
,,Q/A done to ensure all pipework/fittings in place & in position,,Q/A been done to ensure all pipework/fittings is in place and in correct position,,
,,All pipework installed & secured as per AS/NZS 3500,,All pipework is installed and secured as per AS/NZS 3500,,
,,Pipework pressure tested for 24 hours,,Pipework has been pressure tested for 24 hours - attach photo of pressure gauge,,
,,Stud grommets installed & pipes through studs siliconed,,Stud grommets are installed and pipes through studs are siliconed,,
,,Check for cross connections,,Check for cross connections,,
