type,name,values,prefix,postfix,usage count,user addable,template name
checklist,Quality - Light Fitting Installation,,,,,,
section,Quality - Light Fitting Installation,,,,,,
checkpoint,Installed to the correct location as per drawings,,,,,,
checkpoint,Installed correct size and light fitting type,,,,,,
checkpoint,Correct Operation,,,,,,
checkpoint,Installed to the correct Circuit & DB Destination,,,,,,
checkpoint,Correct labelling of light fitting (if required),,,,,,
signoff,Signoff Required from Heyday,,,,,,
,,,,,,,
checklist,Quality - Electrical Equipment/Accessory Installation,,,,,,
section,Quality - Electrical Equipment/Accessory Installation,,,,,,
checkpoint,Installed Correct Type/Colour of Equipment or Accessory,,,,,,
checkpoint,Installed to the correct location as per drawings,,,,,,
checkpoint,Installed with correct fixings and made safe,,,,,,
checkpoint,Installed to the correct Circuit & DB Destination,,,,,,
checkpoint,Installed correct labelling,,,,,,
checkpoint,Final Check and No Damage to item,,,,,,
signoff,Signoff Required from Heyday,,,,,,
