type,name,values,prefix,postfix,usage count,user addable,template name
checklist,BOTTOM SHEET - B1.001 - B1.143,,,,,,
section,Material Inspection,,,,,,
checkpoint,Panel: Metecnospan 80mm roof panel,,,,,,
checkpoint,Internal liner colour: Surf Mist,,,,,,
checkpoint,External liner colour : Surf Mist,,,,,,
checkpoint,Trifixx fixings 14 x 150mm - bonded washer ,,,,,,
section,Installation,,,,,,
checkpoint,Internal flashings installed straight and close fitting - joins hidden,,,,,,
checkpoint,Joins and fixings hidden,,,,,,
checkpoint,Butyl sealing tape installed to Metecno Spec to SHS steel member,,,,,,
checkpoint,Panels located correctly,,,,,,
checkpoint,Fixings as per Metecno Spec,,,,,,
checkpoint,Gun grade Butyl sealant to underside lap of panel 6mm,,,,,,
section,Signoffs,,,,,,
checkpoint,Inspected and accepted by S&H authorised representative as complying with relevant Australian Standard and legislation,,,,,,
text,Checked and Signed by: ,,,,,,
checkpoint,Inspected and accepted by Authorized Representative,,,,,,
text,Checked and Signed by: ,,,,,,
checkpoint,Reinspection requested by Subcontractor,,,,,,
text,Date:,,,,,,
checkpoint,Non-Conforming Items to be Rectified,,,,,,
checkpoint,Follow up work satisfactorily,,,,,,
text,Site Supervisor: ,,,,,,
checkpoint,All items have been completed and demonstrated satisfactorily,,,,,,
text,Client Representative:,,,,,,
,,,,,,,
checklist,2ND SHEET - B2.001 - B2.143,,,,,,
section,Material Inspection,,,,,,
checkpoint,Panel: Metecnospan 80mm roof panel,,,,,,
checkpoint,Internal liner colour: Surf Mist,,,,,,
checkpoint,External liner colour : Surf Mist,,,,,,
checkpoint,Trifixx fixings 14 x 150mm - bonded washer ,,,,,,
section,Installation,,,,,,
checkpoint,Internal flashings installed straight and close fitting - joins hidden,,,,,,
checkpoint,Joins and fixings hidden,,,,,,
checkpoint,Butyl sealing tape installed to Metecno Spec to SHS steel member,,,,,,
checkpoint,Panels located correctly,,,,,,
checkpoint,Fixings as per Metecno Spec,,,,,,
checkpoint,Gun grade Butyl sealant to underside lap of panel 6mm,,,,,,
checkpoint,Secure lap packers installed correctly to purlins,,,,,,
checkpoint,Secure lap sealing strip installed with 14-20 tek screws to lower roof sheet,,,,,,
checkpoint,11*25 hex head screwed from top sheet to bottom sheet,,,,,,
checkpoint,Roof sheet screwed as per Metecnospan spec,,,,,,
checkpoint,Roof clean of swarf & rubbish,,,,,,
section,Signoffs,,,,,,
checkpoint,Inspected and accepted by S&H authorised representative as complying with relevant Australian Standard and legislation,,,,,,
text,Checked and Signed by: ,,,,,,
checkpoint,Inspected and accepted by Authorized Representative,,,,,,
text,Checked and Signed by: ,,,,,,
checkpoint,Reinspection requested by Subcontractor,,,,,,
text,Date:,,,,,,
checkpoint,Non-Conforming Items to be Rectified,,,,,,
checkpoint,Follow up work satisfactorily,,,,,,
text,Site Supervisor: ,,,,,,
checkpoint,All items have been completed and demonstrated satisfactorily,,,,,,
text,Client Representative:,,,,,,
checklist,3RD SHEET - B3.001 - B3.143,,,,,,
section,Material Inspection,,,,,,
checkpoint,Panel: Metecnospan 80mm roof panel,,,,,,
checkpoint,Internal liner colour: Surf Mist,,,,,,
checkpoint,External liner colour : Surf Mist,,,,,,
checkpoint,Trifixx fixings 14 x 150mm - bonded washer ,,,,,,
section,Installation,,,,,,
checkpoint,Internal flashings installed straight and close fitting - joins hidden,,,,,,
checkpoint,Joins and fixings hidden,,,,,,
checkpoint,Butyl sealing tape installed to Metecno Spec to SHS steel member,,,,,,
checkpoint,Panels located correctly,,,,,,
checkpoint,Fixings as per Metecno Spec,,,,,,
checkpoint,Gun grade Butyl sealant to underside lap of panel 6mm,,,,,,
