"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"fae09f9a-5ba5-4a30-959e-711fa961ad88","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"843fc556-c2f6-4b5b-8436-431fc39a3b0b","","work-in-progress","","folder","TRUE","FALSE","Site QA","Electrical"
"bf239ca0-f3ad-4b18-b29f-4d7c102d0daa","","not-started","","folder","TRUE","FALSE","Site QA","Electrical","Undergrounds"
"96ad2c60-2a0e-4403-8607-2b73b1fe557f","","not-started","","folder","TRUE","FALSE","Site QA","Electrical","Undergrounds","Pits"
"dfc16004-9a5f-4d86-8bdb-5cd91bef45fb","","not-started","QA_TEM_081_Cable Pit Installation","checklist","FALSE","FALSE","Site QA","Electrical","Undergrounds","Pits","eHealth Comms Pit 2","Cable Pit Installation"
"cc9219dc-75ec-4c5a-9bca-3e09fb4d1843","","not-started","","folder","TRUE","FALSE","Site QA","Electrical","Undergrounds","Pits","Telstra Pit 1"
"44bdb3fd-0762-4d2f-9025-88854795c880","","not-started","QA_TEM_005_Underground Conduit Installation","checklist","FALSE","FALSE","Site QA","Electrical","Undergrounds","Pits","Telstra Pit 1","Underground Conduit Installation"
"1778dee2-bdb6-4e7f-af6d-d7e1d297e4c8","","not-started","QA_TEM_081_Cable Pit Installation","checklist","FALSE","FALSE","Site QA","Electrical","Undergrounds","Pits","Telstra Pit 1","Cable Pit Installation"
"42de6590-e254-4e88-ac31-ed39c5a814c3","","not-started","","folder","TRUE","FALSE","Site QA","Electrical","Undergrounds","Pits","Telstra Pit 2"
"2b3e421d-1c5a-44e1-9f74-b9e84121382b","","not-started","QA_TEM_005_Underground Conduit Installation","checklist","FALSE","FALSE","Site QA","Electrical","Undergrounds","Pits","Telstra Pit 2","Underground Conduit Installation"
"5aef6fca-c2c5-412b-a461-f8dd99383049","","not-started","QA_TEM_081_Cable Pit Installation","checklist","FALSE","FALSE","Site QA","Electrical","Undergrounds","Pits","Telstra Pit 2","Cable Pit Installation"
"07a1ea19-912d-49a3-b36d-e2569629e07c","","not-started","","folder","TRUE","FALSE","Site QA","Electrical","Reticulation"
"d2b0af79-0349-4181-8eb5-5b56b91480d0","","not-started","","folder","TRUE","FALSE","Site QA","Electrical","Reticulation","Cable Tray"
"11ff382f-eaaf-4586-bf3f-c47dddd58628","","not-started","QA_TEM_008_Cable Support Prior to Cabling","checklist","FALSE","FALSE","Site QA","Electrical","Reticulation","Cable Tray","Cable Support Prior to Cabling"
"cdc8c5eb-2a1a-47cf-8a0c-5057ef284a38","","not-started","QA_TEM_009_Cable Support Post Cabling","checklist","FALSE","FALSE","Site QA","Electrical","Reticulation","Cable Tray","Cable Support Post Cabling"
"6e87447f-4218-43bd-b699-6be41c040ffc","","not-started","","folder","TRUE","FALSE","Site QA","Electrical","Reticulation","MV Cable Install"
"d9409790-3d72-43fd-aadf-3e8d2cf9ec9b","","not-started","QA_TEM_011_Mains & Submains Installation","checklist","FALSE","FALSE","Site QA","Electrical","Reticulation","MV Cable Install","Mains & Submains Installation"
"2b4872ae-5f4b-46e9-b4dd-b74abbca051b","","not-started","QA_TEM_014_Cable Terminations","checklist","FALSE","FALSE","Site QA","Electrical","Reticulation","MV Cable Install","Cable Terminations"
"b75c557c-74da-422a-8f96-fd479b1c3872","","not-started","QA_TEM_010_Final Sub Circuit Installation","checklist","FALSE","FALSE","Site QA","Electrical","Reticulation","MV Cable Install","Final Sub Circuit Installation"
"ba8d28ab-37ea-44cd-a591-d510a404ee0d","","not-started","QA_TEM_036_Power Cable Point to Point Testing","checklist","FALSE","FALSE","Site QA","Electrical","Reticulation","MV Cable Install","Power Cable Point to Point Testing"
"f41a3a5a-2866-4564-bbd5-dc480f1317b8","","not-started","QA_TEM_041_Power Cable Commissioning","checklist","FALSE","FALSE","Site QA","Electrical","Reticulation","MV Cable Install","Power Cable Commissioning"
"2447eb9f-9da1-4288-9ee2-ff5a4e7bcf87","","not-started","Final Installation Checklist","checklist","FALSE","FALSE","Site QA","Electrical","Reticulation","MV Cable Install","Final Installation Checklist"
"ebe820a7-3260-4183-97e9-253c8b9dfe3c","","not-started","","folder","TRUE","FALSE","Site QA","Electrical","External"
"18776692-6abc-4c47-96c7-d4dce9c6f57d","","not-started","","folder","TRUE","FALSE","Site QA","Electrical","External","Lighting"
"0f9f0803-bc0f-45b9-b5ed-1b889e9f3528","","not-started","QA_TEM_020_Lighting Poles","checklist","FALSE","FALSE","Site QA","Electrical","External","Lighting","Light 1"
"cca3e058-ff33-463b-98ad-224f7709df1d","","not-started","QA_TEM_020_Lighting Poles","checklist","FALSE","FALSE","Site QA","Electrical","External","Lighting","Light 2"
"31e150c3-fba2-420a-9f0b-ab4907ebd86e","","not-started","QA_TEM_020_Lighting Poles","checklist","FALSE","FALSE","Site QA","Electrical","External","Lighting","Light 3"
"f69b7db3-5fdc-4dba-9046-7c180c596670","","not-started","QA_TEM_020_Lighting Poles","checklist","FALSE","FALSE","Site QA","Electrical","External","Lighting","Light 4"
"422f7b2c-8f71-4ab5-95b5-a8a7fcd8ac0d","","not-started","QA_TEM_020_Lighting Poles","checklist","FALSE","FALSE","Site QA","Electrical","External","Lighting","Light 5"
"c50a1b53-5b3a-484a-b925-dc7f6900b305","","not-started","QA_TEM_020_Lighting Poles","checklist","FALSE","FALSE","Site QA","Electrical","External","Lighting","Light 6"
"f5615376-940d-43f5-8535-db2434976348","","not-started","QA_TEM_020_Lighting Poles","checklist","FALSE","FALSE","Site QA","Electrical","External","Lighting","Light 7"
"4ce31eba-b616-43f7-8a3e-6695fb2817e2","","not-started","QA_TEM_020_Lighting Poles","checklist","FALSE","FALSE","Site QA","Electrical","External","Lighting","Light 8"
"5cf9a562-e510-48a4-a104-7678e0c26202","","pass","","folder","TRUE","FALSE","Site QA","Electrical","Temporary Services"
"65c3ec8a-3945-46c5-83fe-29a188c964ae","","pass","","folder","TRUE","FALSE","Site QA","Electrical","Temporary Services","MSB CP 14"
"87ebc6db-bcf5-4749-8cf6-209f14da6414","","pass","QA_TEM_061_Construction Lighting","checklist","FALSE","FALSE","Site QA","Electrical","Temporary Services","MSB CP 14","QA_TEM_061_Construction Lighting"
"85af8343-1248-42b6-8c2c-cfd92ebae580","","pass","QA_TEM_064_Construction Wiring & Accessories","checklist","FALSE","FALSE","Site QA","Electrical","Temporary Services","MSB CP 14","QA_TEM_064_Construction Wiring & Accessories"
"9303ee32-dd16-4e7b-aafe-07a2a2feda2c","","pass","QA_TEM_058_Construction Wiring Checklist","checklist","FALSE","FALSE","Site QA","Electrical","Temporary Services","MSB CP 14","QA_TEM_058_Construction Wiring Checklist"
"a03333da-a92c-472f-8913-309d115c6376","","not-started","","folder","TRUE","FALSE","Site QA","Communications"
"8d2333ee-26d0-4928-af6e-b3f9975a186b","","not-started","QA_TEM_025_Data & Communications Cabling","checklist","FALSE","FALSE","Site QA","Communications","Data & Communications Cabling"
"2cfecdbc-a3a2-49fa-9e41-9cef1a94ffde","","not-started","QA_TEM_028_Optical Fibre Cabling","checklist","FALSE","FALSE","Site QA","Communications","Optical Fibre Cabling"
"593b6bf0-cf8d-45a5-83f6-5830fdca4cd5","","not-started","QA_TEM_042_Rough In Checklist","checklist","FALSE","FALSE","Site QA","Communications","Rough In Checklist"
"0fbe213c-0323-485b-a894-9df984d0804d","","not-started","QA_TEM_043_Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Communications","Fit Off Checklist"
"92ef6f05-7da9-4fbe-8ff4-9b743ec11fd5","","not-started","","folder","TRUE","FALSE","Site QA","Security"
"b34f8393-0f3c-46b9-beed-f7fae7e59008","","not-started","QA_TEM_030_Security Inspection","checklist","FALSE","FALSE","Site QA","Security","Security Inspection"
"86f030f4-7df5-4314-8c2b-dc24916385c8","","not-started","QA_TEM_031_CCTV","checklist","FALSE","FALSE","Site QA","Security","CCTV"
"e54778ce-4fe3-4128-8d11-46b76e74563c","","not-started","QA_TEM_042_Rough In Checklist","checklist","FALSE","FALSE","Site QA","Security","Rough In Checklist"
"adcb8a2e-9667-4575-8b47-368314ed5bef","","not-started","QA_TEM_043_Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Security","Fit Off Checklist"
