type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,DTM-ITP-016- TasNetworks Street Lighting,itp,,,,,DTM-ITP-016- TasNetworks Street Lighting Rev0,
section,1 - Preliminary Works,,,,,,,
checkpoint,1.1 - Check for correct documentation,,,,,,,
label,FREQUENCY: Prior to commencing any activity,,,,,,,
label,ACCEPTANCE CRITERIA: Ensure that all employees and subcontractors are:,,,,,,,
label,— using the correct and complete set of drawings ,,,,,,,
label,— all drawings are the latest revision,,,,,,,
label,REFERENCE DOCUMENTS: Drawings and drawing registers,,,,,,,
label,INSPECTION/TEST METHOD: Visual inspection,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed off,,,,,,,
label,WP,,,,,,,
label,RESPONSIBILITY: Fulton Hogan Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,1.2 - Implementation of all measures and controls,,,,,,,
label,FREQUENCY: Prior to commencing any activity,,,,,,,
label,"ACCEPTANCE CRITERIA: All necessary measures and controls are being implemented, that is: PSP, EMP, TMP, JSEA, SWMS & WP",,,,,,,
label,"REFERENCE DOCUMENTS: PSP, EMP, TMP, OHSMP, SWMS, WP. Spec 610.18 (a)",,,,,,,
label,INSPECTION/TEST METHOD: Visual Inspection,,,,,,,
label,RECORD OF CONFORMITY: This ITP signed,,,,,,,
label,HP,,,,,,,
label,RESPONSIBILITY: FH Engineer / Site Foreman,,,,,,,
date,Date Completed:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,1.3 - Street Light Conduits Installed from POS to Street Light Pit,,,,,,,
label,FREQUENCY: Prior to commencing any activity,,,,,,,
label,"ACCEPTANCE CRITERIA: Street Light Conduits installed as outlined in ""DTM-ITP-005 - Service Relocations - TasNetworks""",,,,,,,
label,REFERENCE DOCUMENTS: DTM-ITP-005 - Service Relocations - TasNetworks,,,,,,,
label,INSPECTION/TEST METHOD: Visual Inspection,,,,,,,
label,RECORD OF CONFORMITY: DTM-ITP-005 - Service Relocations - TasNetworks complete,,,,,,,
label,WP,,,,,,,
label,RESPONSIBILITY: Fulton Hogan Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,1.4 - Street Light Pits (PL-629) Installed,,,,,,,
label,FREQUENCY: Prior to commencing any activity,,,,,,,
label,"ACCEPTANCE CRITERIA: Confirmation of Street Light Pit Installation by TasNetworks Subcontractor as per TasNetworks Standard Drawing ""Public Lighting Civil Pit Installation - PL-626 - Rev A"" and ""AS-32433""",,,,,,,
label,REFERENCE DOCUMENTS: Public Lighting Civil Pit Installation - PL-626 - Rev A and AS-32433,,,,,,,
label,INSPECTION/TEST METHOD: Visual Inspection,,,,,,,
label,RECORD OF CONFORMITY: DTM-ITP-005 - Service Relocations - TasNetworks complete,,,,,,,
label,WP,,,,,,,
label,RESPONSIBILITY: Fulton Hogan Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,1.5 - Street Light Column Foundation Location,,,,,,,
label,FREQUENCY: Prior to commencing any activity,,,,,,,
label,ACCEPTANCE CRITERIA: Final Streetlight Pole/Column locations are to be confirmed on-site and to be accurately surveyed prior to commencing works.,,,,,,,
label,"REFERENCE DOCUMENTS: AS-32433, 12556430-C0465.dwg (Sheet 0460-0462)",,,,,,,
label,INSPECTION/TEST METHOD: Visual Inspection,,,,,,,
label,"RECORD OF CONFORMITY: This ITP signed, TasNetworks Project Officer visual inspection (if required)",,,,,,,
label,IP,,,,,,,
label,RESPONSIBILITY: Fulton Hogan Engineer,,,,,,,
date,Date Completed:,,,,,,,
section,2 - Prequalification,,,,,,,
checkpoint,2.1 - Submission of Mix Design,,,,,,,
label,FREQUENCY: Prior to commencing,,,,,,,
