type,name,values,prefix,postfix,usage count,user addable,template name,,,
checklist,EGM_Ver1.1_17.04.23_ Saw Cut Production,,,,,,EGM_Ver1.1_17.04.23_ Saw Cut Production,04f6332f-9647-4651-ad79-d004c0780ffb,,
section,Saw Cut Production Inspection,,,,,,,,,
checkpoint,"Check and review as per approved Saw Cutting List Plan, and provide picture of the respective plan which clarify shows page number",,,,,,,,,
checkpoint,"Station - Correct Cutting File, as per approved manufacture plan",,,,,,,,,
checkpoint,"Station - Cutting lot completed, checked, and as per approved manufacture plan",,,,,,,,,
textbox,Operator Name:,,,,,,,,,
signoff,Hold point: Signed off by Team leader before going to next step,,,,,,,,,
,,,,,,,,,,
checklist,EGM_Ver1.0_22.03.23_Packaging & Shipping,,,,,,EGM_Ver1.0_22.03.23_Packaging & Shipping,09212c60-2e75-43a0-9ba1-20523d54c1c2,,
section,Internal Fixtures and Fittings Packaging,,,,,,,,,
checkpoint,Toilet: Cistern fixed by using PET fridge tape,,,,,,,,,
checkpoint,Shower: Shower head protected by wrapping it with EPE foam sheet membrane,,,,,,,,,
checkpoint,"Cabinets and Doors: All cabinet doors, mirror cabinet doors and drawers fixed using PET fridge tape.",,,,,,,,,
checkpoint,Bathroom: Bathroom door and Shower door will be fixed with PET fridge tape.,,,,,,,,,
checkpoint,Place Desiccant and Hygrometer inside the module.,,,,,,,,,
textbox,Operator Name:,,,,,,,,,
signoff,Hold point: photo required an signed off by Team leader before going to plumbing,,,,,,,,,
section,External Protective Cover,,,,,,,,,
checkpoint,Use protective film to cover a module completely,,,,,,,,,
checkpoint,Use heat Gun to seal the protective film.,,,,,,,,,
textbox,Operator Name:,,,,,,,,,
checkpoint,Make sure there are no gaps in the film,,,,,,,,,
signoff,Hold point: Photo required and signed off by Team leader before moving a Module to a Storage area.,,,,,,,,,
section,Lifting and loading,,,,,,,,,
checkpoint,18-24T Forkhoist will be used to load a module onto a Specialised Transport Vehicle,,,,,,,,,
checkpoint,"Tie the module to the Transport Vehicle, using strops or with the equipment attached to the Vehicle",,,,,,,,,
textbox,Operator Name:,,,,,,,,,
checkpoint,Make sure the module is correctly sitting on the Transport vehicles,,,,,,,,,
checkpoint,Make sure the Module has been secured with the correct ties,,,,,,,,,
signoff,Hold point: Photo required and signed off by Team leader before going to next step.,,,,,,,,,
section,Shipment,,,,,,,,,
checkpoint,A Specialised Transportation Vehicle will be used to transport the module to Site,,,,,,,,,
textbox,Operator Name:,,,,,,,,,
checkpoint,Check if the Transport Company meet the approved transport criteria,,,,,,,,,
