"Id","Type","Name","Values","Prompting Name","Postfix","Usage Count","Resource Id"
"b81d9232-b58c-4e08-97b5-da37bf94c45c/1","checklist","Carpentry Cladding","","Carpentry Cladding",,0,"823bb6fc-5a42-42ba-96f3-f1f2162581fa"
"93fb34e2-2eaa-4a48-a414-ad23b64d24ce","section","PRE-START",,,,,
"fe985c87-68a0-4cdb-985b-5dca19474f59","checkpoint","GL and datum reference provided",,,,,
"ecdb120e-3a14-41c9-adf7-bc1d644f44a1","checkpoint","Clean work area",,,,,
"7512fda1-5b08-4d06-9a8d-7c17aa3d4e4a","checkpoint","Weatherline & Taping completed",,,,,
"6130efae-e2ab-44b5-85ab-267651c48e7e","checkpoint","Window Surround Flashings & Rainscreen Angles Completed",,,,,
"f69d029b-4abe-415b-91eb-e0fcbe76e709","section","ACCESS/SAFETY/PROTECTION",,,,,
"278d2fa4-af0d-43b4-a355-a7b98cf0e607","checkpoint","Scaffold/alternative access & Edge Protection adequate",,,,,
"4d2095a9-2f35-4c51-aefc-d2053e88e550","section","INSTALLATION",,,,,
"5f5ccefc-67b0-48cd-8229-c3dc828e2898","checkpoint-no-value","HOLD POINT: Council Cavity Inspection Passed",,,,,
"cbb8bbd0-baa9-413d-99fe-a24832fbfdfa","checkpoint","HOLD POINT: Council Cavity Inspection Passed",,,,,
"a657fe67-5544-4d46-9cb3-38a4b1b248c9","checkpoint-no-value","Timber Weatherboards",,,,,
"759c01be-2d4e-416e-a10b-a370ae30f422","checkpoint","Fixings used are as specified on drawings",,,,,
"2f022f3b-ea8a-4a8c-b651-2b355f0913e3","checkpoint","Castellated cavity battens installed at 480mm centres",,,,,
"f2b8cc6e-47f0-420c-bcb9-ca6f8add9e7c","checkpoint","Horizontal cavity closer installed at bottom of cladding",,,,,
"2bf86594-9c51-4eb6-9cbd-a45b1b66f83b","checkpoint","Any Joins located over batten, Z Flashing installed & cavity end sealed with Sikaflex 11FC",,,,,
"771969e8-baed-4796-b15d-5d5034acf920","checkpoint","Mouldings and Flashings installed",,,,,
"763fbb20-0d8d-45cb-a7da-efa96d89d57e","checkpoint","Two coats of Stain applied & Top of Cavity Sealed",,,,,
"397ea299-d603-48fa-949c-3a40bc98e196","checkpoint-no-value","Eterpan Fibre Cement",,,,,
"c7f56313-9ead-4416-8e68-e10a3a049d06","checkpoint","Wall Cladding and Soffit Framing Handed Over",,,,,
"61fc8ed0-e5e0-4f93-adbc-90da946b06e8","checkpoint","Services installed and located as per RCP",,,,,
"ea2cc2cb-f8e4-43bd-a53b-561370cf7016","checkpoint","HOLD POINT – Council Soffit Framing Inspection Passed",,,,,
"439e3d68-498a-4083-98b4-441600daaf42","checkpoint","Aluminium Perimeter angle installed as per drawings",,,,,
"2f6b5fd2-b0c5-4b9d-8134-d3a88bcfd702","checkpoint","Fixings used are as specified on drawings",,,,,
"9b5fbafa-6b36-476e-9c22-a66c4c6e95c5","checkpoint","Fixing layout correct - Nails at 200 centres, edge of soffit 12mm, corners 50mm",,,,,
"8db21c1d-8f9b-490c-adc7-4c051021834c","checkpoint","Perimeter seal installed as per drawings",,,,,
"a8714e4d-1d68-4e83-9203-410e0f36a32a","checkpoint","Joint Stopping & Sanding complete",,,,,
"03892d69-cd14-4500-83e0-f5e3af9e529c","checkpoint-no-value","Exotec Cladding",,,,,
"9c1955a1-6929-4838-baba-16229d454da3","checkpoint","Aluminium Perimeter angle installed as per drawings",,,,,
"e65420f1-74ac-4924-a81d-e6640c32df44","checkpoint","Fixings used are as specified on drawings",,,,,
"60f09c64-1f2a-4146-8f0b-0f84ff6fb981","checkpoint","Fixing layout correct - Nails at 200 centres, edge of soffit 12mm, corners 50mm",,,,,
"173e3b94-cf82-4e99-92e3-197e93f7c76d","checkpoint","Perimeter seal installed as per drawings",,,,,
"d26a1507-d38b-4a8a-af3d-bda75a9616ce","checkpoint","Joint Stopping & Sanding complete",,,,,
"c3f7b055-b408-47eb-a805-4dc0b0783048","section","POST INSTALLATION",,,,,
"8e40ea2f-44cb-4064-af5c-50630e0bb416","checkpoint","All associated CANs/Inspection Reports are actioned and closed out",,,,,
"00eae120-458b-477e-9512-02be0ae3bfb8","checkpoint","Subcontractor QA received",,,,,

"476febf2-1493-5be7-a25f-f4be0daece1e/1","checklist","Civil - Buildings Subgrade","","Civil - Buildings Subgrade",,12,"69b241c8-4760-43d6-88ed-0066dc3891f4"
"606f4989-cde0-5ab9-9048-2df0f74fa4b6","section","Subgrade base",,,,,
"fdb5d37f-13aa-5917-af01-f0bd350f4657","checkpoint","Geotech Eng inspection report received- and close-out",,,,,
"9f374058-523a-51d7-af5e-29dea4014e04","checkpoint","Geotech Eng Inspection of subgrade and proof rolling prior to filling",,,,,
"f9fc5ad9-c3cc-5625-be1d-9d951f4c6a2e","section","Building Subgrade build-up",,,,,
"584fe501-a006-5092-ac63-d1af5e79e6f3","checkpoint","GL and datum provided",,,,,
"b3babae7-c304-5715-87b7-a50d6011888c","checkpoint","Placement of hardfill layer compacted as per design",,,,,
"544336ba-4c54-5b65-a180-ab3ce6162ee6","checkpoint","Drainage piping installed under foundation level",,,,,
"fda57dd3-011e-59ea-aa90-8fb243302d78","checkpoint","Platforms spot checks heights and location",,,,,
"01c3fba2-d641-5507-84da-ade9056c73db","section","Subgrade Sign-off",,,,,
"4549aefd-2866-57ea-8e2d-284fe71e2202","checkpoint","Subgrade QA and test results received",,,,,
"4ac43318-94bc-5b10-bc98-5090ab4183ff","checkpoint","Geotech Eng Inspection of subgrade and proof rolling report received and close-out",,,,,

"84e3b7f6-1336-5832-ba14-44a37efddb47/1","checklist","Civil - Drainage Checklist","","Civil - Drainage Checklist",,9,"54a17846-e486-429d-9442-4fb8c23d833a"
"1eaebdae-e82b-5b86-a8f4-934478434df4","section","Pre-start",,,,,
"6fc31946-8ec6-548f-9a42-e7a3c4dc9b6c","checkpoint","Locates done on site – confirm no clash with pre-existing underground services",,,,,
"70925b34-3c7a-5e8a-89fe-c5029e6296dc","checkpoint","Appropriate permits in place",,,,,
"584fe501-a006-5092-ac63-d1af5e79e6f3","checkpoint","GL and datum provided",,,,,
"e6ed9704-ca11-5a56-8d2b-cc84b2b09107","checkpoint","Upload drawings / check services depths, confirm location, filling/digging",,,,,
"3cf4fad5-07c6-5cc8-b8bd-69cb6f9d5340","checkpoint","Clear work area",,,,,
"931fbffa-ba09-5e61-b63d-bad3b1f9895a","section","Trenching",,,,,
"3d9ea26c-deeb-541a-b01f-873c951a827a","checkpoint","Delineation of area",,,,,
"e0c824c0-d00e-5043-8996-d208e919092b","checkpoint","Benching appropriate for ground conditions",,,,,
"0555bfc1-0860-513b-b84b-b967a5a418a6","checkpoint","Safety of trenching conditions and edge protection",,,,,
"615fa8e3-d8e7-5573-808c-a9b565e0114e","checkpoint","Civil Eng inspection report received and close-out if unsuitable subgrade conditions exist",,,,,
"e8adbc84-b448-5119-bc35-7edd8200d05f","section","Installation",,,,,
