"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Area Ready Progress"
,"Scope",,
,"Rows"
,,"Level 2","dynamic","area ready","level 2"
,,"Level 3","dynamic","area ready","level 3"
,,"Level 4","dynamic","level 4","area ready"
,,"Level 5","dynamic","area ready","level 5"
,"Columns"
,,"Substrate",,"substrate"
,,"Substrate Acceptable",,"substrate acceptable"
,,"Wet Area Screed Installed",,"wet area screed installed"
,,"Walls / Ceiling",,"walls / ceiling"
,,"Ceiling Installed",,"ceiling installed"
,,"Gyprock",,"gyprock"
,,"Plastered",,"plastered"
,,"Plaster Sanded",,"plaster sanded"
,,"Painted",,"painted"

"Floor Finishes Progress"
,"Scope",,
,"Rows"
,,"Level 2","dynamic","floor finishes","level 2"
,,"Level 3","dynamic","floor finishes","level 3"
,,"Level 4","dynamic","level 4","floor finishes"
,,"Level 5","dynamic","floor finishes","level 5"
,"Columns"
,,"Subfloor, Floor Preparation, Adhesive",,"subfloor, floor preparation, adhesive"
,,"Confirm area of work is accessible & acceptable to commence (If not comment below)",,"confirm area of work is accessible & acceptable to commence (if not comment below)"
,,"Subfloor mechanically diamond ground",,"subfloor mechanically diamond ground"
,,"Moisture readings compliant to AS 1884-2012 APPENDIX A",,"moisture readings compliant to as 1884-2012 appendix a"
,,"Floor preparation product installed in accordance with manufacturer's instructions",,"floor preparation product installed in accordance with manufacturer's instructions"
,,"Product:","Floor preparation product installed in accordance with manufacturer's instructions","product:"
,,"Average thickness:","Floor preparation product installed in accordance with manufacturer's instructions","average thickness:"
,,"Correct adhesive used",,"correct adhesive used"
,,"Adhesive:","Correct adhesive used","adhesive:"
,,"Carpet / Vinyl",,"carpet / vinyl"
,,"Confirm area of work is accessible & acceptable to commence (If not comment below)",,"confirm area of work is accessible & acceptable to commence (if not comment below)"
,,"Drawing & revision number(s)","Confirm area of work is accessible & acceptable to commence (If not comment below)","drawing & revision number(s)"
,,"Vinyl installed as per plan",,"vinyl installed as per plan"
,,"Material:","Vinyl installed as per plan","material:"
,,"Carpet installed as per plan",,"carpet installed as per plan"
,,"Material:","Carpet installed as per plan","material:"
,,"Other colour:","Carpet installed as per plan","other colour:"
,,"Joints sealed with heat welded seams and mitres as per AS 1884-2012",,"joints sealed with heat welded seams and mitres as per as 1884-2012"
,,"Vinyl skirt and coving used as per finishes markup - 100mm height",,"vinyl skirt and coving used as per finishes markup - 100mm height"
,,"Custom height:","Vinyl skirt and coving used as per finishes markup - 100mm height","custom height:"
,,"Installer Sign Off: Carpet / Vinyl installed as per manufacturer's instructions",,"installer sign off: carpet / vinyl installed as per manufacturer's instructions"
,,"Add-Floors Sign Off",,"add-floors sign off"
,,"Foreman installation sign off",,"foreman installation sign off"
,,"Wall Finish",,"wall finish"
,,"Wall Finish installed as per plan",,"wall finish installed as per plan"
,,"Material:","Wall Finish installed as per plan","material:"
,,"Protection and Handover",,"protection and handover"
,,"Installation complete, checked and reviewed - as per specification",,"installation complete, checked and reviewed - as per specification"
,,"General comments / observations","Installation complete, checked and reviewed - as per specification","general comments / observations"
,,"Floor protected with bubbleweave floor protection or polyweave",,"floor protected with bubbleweave floor protection or polyweave"
,,"Installer Sign Off: Protection installed as per manufacturer's instructions",,"installer sign off: protection installed as per manufacturer's instructions"

