Id,Type,Name,Values,Prompting Name,Postfix,Resource Id,,
,checklist,ITP - Pavement Rehab - SH 36 - Awahou to Central,itp,ITP - Pavement Rehab - SH 36 - Awahou to Central,,358f4e0c-3822-458d-9b4f-806602aaee1f,,
,section,1. Procurement,,,,,,
,checkpoint,Design - Geometric Design,,,,,,
eb5d570d-4c5c-53bb-9937-649ed6aa10f6,note,"Controlling Documents - Austroads Guide to Road Design Part 3: Geometric Design, TNZ State Highway Geometric Design Manual",,,,,,
9b3171ca-2016-58a3-afff-d9cc4a0afa1c,note,Acceptance Criteria - Principal Approval,,,,,,
45e5ba71-e0d6-5d96-b99f-ca0998c5082c,note,Method - Contractor and Principal peer review,,,,,,
38a8fe85-bd6b-5bfb-8066-5487366c9b15,note,Frequency - per design revision,,,,,,
3eaaf82e-e059-5d9e-83f9-cdad59420846,note,Conduct - C or S,,,,,,
e0a99a16-7c4b-5f1c-bcef-00f9fc666ae9,note,Produce Record - C,,,,,,
e4ccf28c-554d-5b28-a4d6-a2af62557c9a,note,Approval - E,,,,,,
5dc6ba6f-7bfc-5f0d-a732-da10141c6b8b,note,Hold Point Y/N - Y,,,,,,
,signoff,HOLD POINT,,,,,,
,checkpoint,Design - Pavement Treatment Design,,,,,,
dcb79c3c-ff05-5858-a4b4-daeb0f2fc417,note,"Controlling Documents - Austroads Guide to Pavement Technology, New Zealand Guide to Pavement Evaluation and Treatment Design:2018 (Version 1.2)",,,,,,
823884c1-7db2-5931-985b-fe01e4857437,note,Acceptance Criteria - Principal Approval,,,,,,
1946f8f4-086d-5f75-a3b8-4eaa636bfe3e,note,Method - Contractor and Principal peer review,,,,,,
5d660a39-3636-58cf-bfbf-969990be644c,note,Frequency - per design,,,,,,
c4e89535-1d09-548e-8840-a3482694dde9,note,Verifying Document - Pavement Rehabilitation Design Report,,,,,,
2212bdd1-73c9-5d4e-9278-a0484bbc9af0,note,Conduct - C or S,,,,,,
29a83fa7-c738-56d9-877c-51d6c62c25a4,note,Produce Record - C,,,,,,
e89aa07d-fca5-5ee6-80d3-607773afcfea,note,Approval - E,,,,,,
63058135-f3a3-523b-b2b9-4e7cf2f93ce9,note,Hold Point Y/N - Y,,,,,,
,signoff,HOLD POINT,,,,,,
,checkpoint,Materials: GAP 65 Subbase Material - Aggregate Sampling,,,,,,
e8f1245d-c23f-57ce-9982-bcb3ec8fc896,note,Verifying Document - Sampling Worksheet,,,,,,
d18277b1-7647-573b-8f38-28cc30a3e4ba,note,Conduct - C or S,,,,,,
2d83a991-ed05-533a-b28e-9b035b6c1cd5,note,Approval - S,,,,,,
,checkpoint,Materials: GAP 65 Pre-treatment Material - Source Property Test,,,,,,
3312dddb-f0b0-5b47-af2f-f7b50894b028,note,Controlling Documents - CBR - BOPE NOC Contract Documents Maintenance Specification Section 2.5.3,,,,,,
bd147bff-f54a-5731-a129-aa8bb9340c17,note,Acceptance Criteria - Soaked CBR ≥ 40,,,,,,
b582e548-57f5-5ba5-819c-3c33c043454b,note,Method - Soaked CBR test (NZS:4407:2015:3.15),,,,,,
750d514d-2998-500a-a525-aa996008c9a9,note,Responsible Person - Supervisor,,,,,,
fdb9522b-78db-5ecc-9ee1-d74e5224eace,note,Verifying Document - Test Report,,,,,,
4ea65e7a-f2a5-5c4d-a2e8-a164e213ed53,note,Conduct - Sp or C or S,,,,,,
481e22f0-b5aa-5b13-ba45-a4a46b5db012,note,Produce Record - Sp or S,,,,,,
2692b0f5-0bd7-5ce0-be44-ba7ff42f763f,note,Approval - E,,,,,,
