"Warnings","Id","Type","Name","Values","Prompting Name","Usage Count","Resource Id"
"",,"checklist-flat","Add Delay / Damage","","Notice of Delay/Damage",0,"cc9b07d0-57b6-4cf2-b1b4-2af67cfdc18d"
"",,"checkpoint-no-value","Notice of Delay/Damage",,,,
"","04d652de-4dce-46c0-a1ef-3432b444bcae","textbox","Reference Point",,,,
"","e72120d4-51ec-451b-856c-a513bf3b3c98","textbox","Description",,,,
"",,"signoff","Request Review / Send for Acknowledgement",,,,
"",,"checkpoint-no-value","Delay/Damage Acknowledged",,,,
"","967ee202-a218-46c4-98c8-b6d773c666b2","button",""," No,Yes",,,

"",,"checklist-flat","Add Roof Report","","Roof Report",0,"4c7a83b4-3dbc-44ff-b93e-668983c73433"
"",,"checkpoint-no-value","Details",,,,
"","f6e85027-50b7-557d-88d2-d90a5a78b987","textbox","Reviewed By",,,,
"","b03cf79b-10d7-5a03-8527-0fe9f99985a8","textbox","Address",,,,
"",,"checkpoint","Building Age/Specs/documents",,,,
"","210e1e71-73e3-50f6-9f1f-81cbbabfe029","textbox","Type of roof",,,,
"","c5a2655d-0387-5f11-91a9-2b9a6b4c4ead","textbox","m2",,,,
"","3bc1c557-6a66-52b3-9698-ced9ed2c7edd","textbox","Purlin/Material/Spacing",,,,
"",,"checkpoint","Flashings and Gutters",,,,
"",,"checkpoint","Services",,,,
"",,"checkpoint","Observations",,,,
"","b457b5d0-a6e5-53b5-bd5c-98e06a34d984","textbox","Expectancy",,,,
"","9b05a942-901d-5acd-b280-f0c867ac9466","textbox","Recommendations",,,,
"","97e6de16-03a7-5a5d-a33f-1f261c0fe779","textbox","Estimate",,,,

"",,"checklist-flat","Add Variation","","Variation Details -  ",0,"740b2e42-f0eb-4d80-bf0b-728c7110867e"
"",,"checkpoint","Variation Details Approved",,,,
"","28d26279-c304-4689-8317-1deb797dc8fe","textbox","Reference/Drawing/Instruction Number",,,,
"","2247155b-6de8-434c-a1e1-058d724a6a62","textbox","Variation Area",,,,
"","ae7fc046-dca9-4fab-98f8-374caeb044ec","textbox","Materials & labour breakdown",,,,
"Invalid dependant",,"signoff","Request Variation Acknowledgement",,,,
"",,"checkpoint","Variation Completed",,,,
"Invalid dependant",,"signoff","Request Variation Signoff",,,,

"",,"checklist-flat","Construction Progress","","Construction Progress",0,"08eb13c8-911c-4bf9-bb4f-c550797c7a27"
"",,"checkpoint","Framing and Structure",,,,
"",,"checkpoint","Substrate for Timber Framing",,,,
"",,"checkpoint","Steel Structure",,,,
"",,"checkpoint","Substrate for Steel Structure",,,,

"","def5d389-518d-46b7-8cba-318115fc0e0c","checklist-flat","Daily Pre-Start Safety Briefing","","Daily Pre-Start Safety Briefing",0,"9ab87051-7630-4d29-83b0-b0917260e32e"
"","76dbaa65-eefa-4d14-9d72-03b723e1044e","checkpoint","Daily Pre-Start Safety Briefing",,,,
"","50d7f882-d375-5474-be64-f391b8aa61b6","date","Date",,,,
"","88ad505b-1a3f-48ca-aca8-16ecc8f67cb5","checkpoint","What work is notifiable and has it been notified?",,,,
"","282c1f5c-f581-5753-8d8d-04cacadee935","button","Any notifiable work?","yes, no",,,
"","ac65481d-18d2-59ec-9604-c3434ddd0dbe","textbox","Details if Yes",,,,
"","5484da70-2e5e-4e2a-a329-1b75700c7ef2","checkpoint","Weather conditions",,,,
"","7397fd2e-613a-596d-86d7-06edd468a61c","dropdown","Conditions","Sunny, Overcast, Cloudy, Rainy",,,
"","00b3af91-76d2-5b58-996c-7842defa5888","textbox","Additional comments:",,,,
"","bd2fe09f-77c3-4be7-9bc3-0729bea43943","checkpoint","Hazards",,,,
"","d7242154-f7a8-545d-b2cf-1416afdac1cd","tickbox","Electrical leads - Inspected and tagged",,,,
"","ce053bb4-e010-5802-ba22-69baccc58868","tickbox","EWP - Operators licenced",,,,
"","5d9dfc74-daa6-53b1-9168-da622d5a6cd3","tickbox","Falling objects - Isolate the drop zone and wear head protection",,,,
"","b923fb89-b84a-50ed-8d20-16b26f29af14","tickbox","Flying objects - Wear head protection",,,,
"","b7eaafbc-77b8-5528-893e-695873a0cc3c","tickbox","Ladders - Safe and secure. 3 points of contact",,,,
