Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
FD Installation Photos,,,,,,,
,Scope,,,FD Photos,,,
,Rows,,,,,,
,,Ground Floor - Zone 1,dynamic,Zone 1,Ground Floor,FD Photos,Site QA
,,Ground Floor - Zone 2,dynamic,Zone 2,Ground Floor,FD Photos,Site QA
,,Level 1 - Zone 1,dynamic,Zone 1,Level 1,FD Photos,Site QA
,,Level 4 - Zone 1,dynamic,Zone 1,Level 4,FD Photos,Site QA
,,Level 4 - Zone 2,dynamic,Zone 2,Level 4,FD Photos,Site QA
,,Level 5 - Zone 1,dynamic,Zone 1,Level 5,FD Photos,Site QA
,,Level 5 - Zone 2,dynamic,Zone 2,Level 5,FD Photos,Site QA
,,Level 6 - Zone 1,dynamic,Zone 1,Level 6,FD Photos,Site QA
,,Level 6 - Zone 2,dynamic,Zone 2,Level 6,FD Photos,Site QA
,,Level 7 - Zone 1,dynamic,Zone 1,Level 7,FD Photos,Site QA
,,Level 7 - Zone 2,dynamic,Zone 2,Level 7,FD Photos,Site QA
,,Level 8 - Zone 1,dynamic,Zone 1,Level 8,FD Photos,Site QA
,,Level 8 - Zone 2,dynamic,Zone 2,Level 8,FD Photos,Site QA
,,Level 9 - Level 1,dynamic,Level 1,Level 9,FD Photos,Site QA
,,Level 9 - Level 2,dynamic,Level 2,Level 9,FD Photos,Site QA
,,Level 10 - Zone 1,dynamic,Zone 1,Level 10,FD Photos,Site QA
,,Level 10 - Zone 2,dynamic,Zone 2,Level 10,FD Photos,Site QA
,Columns,,,,,,
,,Penetration Width,,Penetration Width,,,
,,Penetration Height,,Penetration Height,,,
,,Left and/or Rigth Gap,,Left and/or Rigth Gap,,,
,,Top and/or Bottom Gap,,Top and/or Bottom Gap,,,
,,FD c/w Retention Angles,,FD c/w Retention Angles,,,
,,FD Open,,FD Open,,,
,,FD Close,,FD Close,,,
,,FD Break Away Joint,,FD Break Away Joint,,,
,,FD with AP,,FD with AP,,,
,,Gaps Around FD Sealed,,Gaps Around FD Sealed,,,
,,Sticker,,Sticker,,,
,,,,,,,
FD Installation Checklist,,,,,,,
,Scope,,,FD Installation,,,
,Rows,,,,,,
,,Ground Floor - Zone 1,dynamic,Zone 1,Ground Floor,FD Installation,Site QA
,,Ground Floor - Zone 2,dynamic,Zone 2,Ground Floor,FD Installation,Site QA
,,Level 1 - Zone 1,dynamic,Zone 1,Level 1,FD Installation,Site QA
,,Level 4 - Zone 1,dynamic,Zone 1,Level 4,FD Installation,Site QA
,,Level 4 - Zone 2,dynamic,Zone 2,Level 4,FD Installation,Site QA
,,Level 5 - Zone 1,dynamic,Zone 1,Level 5,FD Installation,Site QA
,,Level 5 - Zone 2,dynamic,Zone 2,Level 5,FD Installation,Site QA
,,Level 6 - Zone 1,dynamic,Zone 1,Level 6,FD Installation,Site QA
,,Level 6 - Zone 2,dynamic,Zone 2,Level 6,FD Installation,Site QA
,,Level 7 - Zone 1,dynamic,Zone 1,Level 7,FD Installation,Site QA
,,Level 7 - Zone 2,dynamic,Zone 2,Level 7,FD Installation,Site QA
,,Level 8 - Zone 1,dynamic,Zone 1,Level 8,FD Installation,Site QA
,,Level 8 - Zone 2,dynamic,Zone 2,Level 8,FD Installation,Site QA
,,Level 9 - Level 1,dynamic,Level 1,Level 9,FD Installation,Site QA
,,Level 9 - Level 2,dynamic,Level 2,Level 9,FD Installation,Site QA
,,Level 10 - Zone 1,dynamic,Zone 1,Level 10,FD Installation,Site QA
,,Level 10 - Zone 2,dynamic,Zone 2,Level 10,FD Installation,Site QA
,Columns,,,,,,
,,FD Dimensions,,FD Dimensions,,,
,,FD Size (W X H),FD Size (W X H):,FD Dimensions,,,
,,Flange Size (F),Flange Size (F):,FD Dimensions,,,
,,Minimum Peno Size (W X H),Minimum Peno Size (W X H):,FD Dimensions,,,
,,Maximum Peno Size (W X H),Maximum Peno Size (W X H):,FD Dimensions,,,
,,Current Peno Size (W x H),Current Peno Size (W x H),FD Dimensions,,,
,,FD fully open,,FD fully open; blades free to close and latch,,,
,,FD orientation & air flow dir.,,FD orientation and air flow direction is correct,,,
,,FD wholly within wall/Slab,,FD wholly within wall/ Slab; case is square,,,
,,FD/Duct attached correctly,,FD and Duct attached correctly/ Breakaway,,,
,,Packing/expansion metal installed,,Packing/expansion metal installed around casing,,,
,,Opening in fire rated structure,,Opening in fire rated structure is correct,,,
,,FD Flanges attached,,FD Flanges attached correctly,,,
,,FD # corresponds to drawing,,FD # corresponds to the one detailed on drawing,,,
,,FD location corresponds drawing,,FD location corresponds to the one detailed on drawing,,,
,,FD accessible for maintenance/service,,FD accessible for maintenance and service purposes,,,
,,FD Installer Label,,FD Installer Label complete,,,
,,Fusible Link,,Fusible Link Fitted,,,
,,Floor Mounted-2000 mm of Duct insulated,,Floor Mounted-2000 mm of Duct insulated above FD,,,
,,FD Blades/curtain inspected,,FD Blades/curtain inspected,,,
,,FD orientation & air flow inspected,,FD orientation and air flow inspected,,,
,,FD installed/positioned in wall,,FD installed/positioned in wall,,,
,,Opening in fire rated structure inspected,,Opening in fire rated structure inspected,,,
,,Final connections to the FD carried out,,Final connections to the FD carried out,,,
,,Access Panel Verified,,Access Panel Verified,,,
,,Installation is approved/SM or LH,,Installation is approved / SM or LH,,,
,,Installation is approved,,Installation is approved,,,
,,Corrective actions undertaken,,Corrective actions have been undertaken,,,
