Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
High Voltage (Transformers),,,,,,,
,Scope,,,High Voltage,Transformers,,
,Rows,,,,,,
,,Transformers,dynamic,High Voltage,Transformers,,
,Columns,,,,,,
,,All staff briefed on safety requirements & installation procedure,,All staff briefed on safety requirements and installation procedure,,,
,,Confirm floor loading specs. satisfactory for installation,,Confirm floor loading specifications satisfactory for installation,,,
,,Verify that drawings are latest revision & manufacturer's manuals available on site,,Verify that drawings are latest revision and manufacturer's manuals available on site,,,
,,"No damage to Transformer, foundation matches transformer fixing arrangements, no damage to bushings, & paint work to spec.",,"No damage to Transformer, foundation matches transformer fixing arrangements, no damage to bushings, and paint work to specification.",,,
,,Impact recorder removed & returned,,Impact recorder removed and returned.,,,
,,"Check location, orientation, level & alignment & vibration pads installed",,"Check location, orientation, level and alignment and vibration pads installed.",,,
,,Record stud embedment depth,,Record stud embedment depth,,,
,,Transformer Hold Down completed as per: CAL002Transformer Hold Down Design V1.mcdx,,Transformer Hold Down completed as per: CAL002Transformer Hold Down Design V1.mcdx,,,
,,Connection to earth grid complete/Two separate paths to earth,,Connection to earth grid complete. Two separate paths to earth.,,,
,,Installation of HV & LV bushings as per manufacturer's spec.,,Installation of HV & LV bushings as per manufacturer's specification.,,,
,,Primary connections made as per manufacturer's spec.,,"Primary connections made as per manufacturer's specification, correct grease used, secondary connection made correctly, tight and protected.",,,
,,"Bus flexibles have specified phase-phase & phase-earth clearances, temporary earth points installed",,"Bus flexibles have specified phase-phase and phase-earth clearances, temporary earth points installed.",,,
,,"Clean insulator surface, no porcelain damage",,"Clean insulator surface, no porcelain damage",,,
,,"Clean the transformer windings from inside & outside, by air blower",,"Clean the transformer windings from inside and outside, by air blower",,,
,,"Serial numbers are in correct order & recorded, system numbers & phases correctly identified",,"Serial numbers are in correct order and recorded, system numbers and phases correctly identified",,,
,,All bolts tightened as specified check transformer manufacturer's checklist,,All bolts tightened as specified check transformer manufacturer's checklist.,,,
,,Cable installation & termination checklist completed,,"Cable installation and termination checklist completed,",,,
,,All auxiliary wiring tight in terminals & in accordance with drawings,,All auxiliary wiring tight in terminals and in accordance with drawings. Terminal crimp lugs and bootlace ferrules used. Trunking and termination covers in place.,,,
,,Calibrate temperature sensors,,"Calibrate temperature sensors. Test alarm, fan start (where applicable) and trip temperature operation.",,,
,,Drawings are 'as built',,Drawings are 'as built',,,
,,Ladder rack approved for use in relay/control room,,Ladder rack approved for use in relay or control room,,,
,,Cable ladder supported by fixing to structural members of building,,Cable ladder supported by fixing to structural members of building,,,
,,No cable ladder supported by relay or control panels,,No cable ladder supported by relay or control panels,,,
,,Cable ladder earthed directly to main station earth grid at an interval of not more than 5m,,Cable ladder earthed directly to the main station earth grid at an interval of not more than 5m,,,
,,No cable ladder earthed via panel earthing,,No cable ladder earthed via panel earthing,,,
,,Joints bonded to earthed,,Joints bonded to earthed,,,
,,Cut ends of ladder & tray correctly treated,,Cut ends of ladder and tray correctly treated,,,
,,Fit labels on ladder/tray if required by spec.,,Fit labels on ladder/tray if required by Specification,,,
,,Fit ladder covers if required by spec.,,Fit ladder covers if required by specification,,,
,,Rodent proofing - All entry Points to raceway rodent/fire proof,,Rodent proofing - All entry Points to raceway rodent/fire proof,,,
,,"Mark up ""As built"" drawings",,"Mark up ""As built"" drawings.",,,
,,Verify that drawings are latest revision & manufacturer's manuals,,Verify that drawings are latest revision and manufacturer's manuals,,,
,,Correct cable space,,"Correct cable space (cores /pairs, csa, element or overall screen)",,,
,,"Inspect cable routing, segregation & fixing details",,"Inspect cable routing, segregation & fixing details",,,
,,Inspect cable protective measures adequate,,"Inspect cable protective measures adequate (eg kick guards, protection from sharp edges)",,,
,,Inspect cable identification fixed at both ends is correct,,Inspect cable identification fixed at both ends is correct,,,
,,Remove JB/control box cover. Inspect gland assembly inner/outer seals,,Remove JB/control box cover. Inspect gland assembly inner/outer seals,,,
,,Check cores tidy in termination chamber,,Check cores tidy in termination chamber,,,
,,"Inspect cable earth bonding, SWA clamping",,"Inspect cable earth bonding, SWA clamping",,,
,,Insulation resistance check: Record on cable card,,Insulation resistance check: Record on cable card,,,
,,Treatment of screens correct,,"Treatment of screens correct (NB: screens insulated from earth and electrically continuous throughout loop, except at Marshalling Cabinet where connected to instrument earth)",,,
,,Check core secure in terminal & pin crimp secure on core.,,Check core secure in terminal & pin crimp secure on core.,,,
,,Yellow line check continuity of each core against interconnect diagram point to point,,Yellow line check continuity of each core against interconnect diagram point to point,,,
,,Fit JB/control box cover,,Fit JB/control box cover (including correct grease for Ex’d’ box),,,
,,Install cable gland tape protection system as appropriate,,Install cable gland tape protection system as appropriate,,,
,,Verify that drawings are latest revision & manufacturer's manuals available on site,,Verify that drawings are latest revision and manufacturer's manuals available on site.,,,
,,Correct type & rating of Earthing Conductor,,Correct type and rating of Earthing Conductor,,,
,,Earth bus bars installed standoffs correct size,,Earth bus bars installed standoffs correct size,,,
,,Mark out Earthing layout per drawing,,Mark out Earthing layout per drawing,,,
,,Tray etc installed & bonded,,Tray etc installed and bonded,,,
,,Install earthing conductor attached to tray as applicable,,Install earthing conductor attached to tray as applicable,,,
,,All equipment connected to earth grid/bus bar,,All equipment connected to earth grid/bus bar,,,
,,Check each piece of equipment is earthed by connection to the nearest earth bar,,Check each piece of equipment is earthed by connection to the nearest earth bar,,,
,,Check continuity of all earthing cables.,,Check continuity of all earthing cables.,,,
,,Resistivity of earth,,Resistivity of earth (using fall of potential),,,
,,Continuity of new earths,,Continuity of new earths,,,
,,Resistance to Earth grid,,Resistance to Earth grid ( point to point tests ),,,
,,Test Report for Power Transformers,,Test Report for Power Transformers,,,
,,Bushing Data,,Bushing Data,,,
,,Winding DC Resistance,,Winding DC Resistance,,,
,,Ratio/Polarity,,Ratio / Polarity,,,
,,Impedance,,Impedance,,,
,,Transport Test (Excitation),,Transport Test ( Excitation ),,,
,,Phasing/Vector checks,,Phasing / Vector checks,,,
,,Insulation Resistance/Polarisation Tests,,Insulation Resistance/Polarisation Tests,,,
,,Core & end frame Insulation Resistance,,Core and end frame Insulation Resistance,,,
,,Winding Power Factor Tests,,Winding Power Factor Tests,,,
,,Bushing Power Factor Tests,,Bushing Power Factor Tests,,,
,,AVR Acceptance Tests,,AVR Acceptance Tests,,,
,,Ancillary Equipment Functionally checked,,Ancillary Equipment Functionally checked,,,
,,Ancillary Equipment Insulation Resistance,,Ancillary Equipment Insulation Resistance,,,
,,Cooling fan control & alarm checked,,Cooling fan control and alarm checked,,,
,,Differential Stability tests completed,,Differential Stability tests completed,,,
,,REF Stability tests completed,,REF Stability tests completed,,,
,,NER Resistance Tests,,NER Resistance Tests,,,
,,Test results compare favourably with manufacturer's results & pre-installation acceptance tests,,Test results compare favourably with manufacturer's results and pre-installation acceptance tests,,,
,,Livening & Soak checks off load,,Livening and Soak checks off load,,,
,,Phasing checks,,Phasing checks,,,
,,Onload Temperature checks,,Onload Temperature checks,,,
,,Onload Stability checks,,Onload Stability checks,,,
,,,,,,,
High Voltage (HV Cables),,,,,,,
,Scope,,,High Voltage,HV Cables,,
,Rows,,,,,,
,,HV Cables,dynamic,High Voltage,HV Cables,,
,Columns,,,,,,
,,Verify correct drawings & latest revision,,Verify correct drawings and latest revision,,,
,,"Check for any transit damage, no damage to cable prior to laying",,"Check for any transit damage, no damage to cable prior to laying",,,
,,"Correct size, type as shown on cable schedule",,"Correct size, type as shown on cable schedule",,,
,,Protect existing & new cables from physical damage during laying,,Protect existing and new cables from physical damage during laying,,,
,,"Segregation of cables as specified, neat & tidy installation, bending radius adhered to",,"Segregation of cables as specified, neat & tidy installation, bending radius adhered to.",,,
,,Direct buried Cables: cable bedded on specified crusher dust,,Direct buried Cables: cable bedded on specified crusher dust,,,
,,"Cables in Ducts: All debris removed from ducts prior to installation, neat & tidy installation",,"Cables in Ducts: All debris removed from ducts prior to installation, neat & tidy installation.",,,
,,Test HV cable prior to terminating as per spec,,Test HV cable prior to terminating as per specification,,,
,,"Cables correctly glanded, screens earthed.",,"Cables correctly glanded, screens earthed.",,,
,,"Cables numbered/identified correctly, tail lengths sufficient,",,"Cables numbered / identified correctly, tail lengths sufficient,",,,
,,"Cable terminated per manufacturer spec, results input to test report",,"Cable terminated per manufacturer specification, results input to test report",,,
,,Backfill as per spec,,Backfill as per spec,,,
,,"Mark up ""As built"" drawings.",,"Mark up ""As built"" drawings.",,,
,,"Confirm all terminations are complete, including sheath earthing",,"Confirm all terminations are complete, including sheath earthing",,,
,,Confirm all cable supports are complete,,Confirm all cable supports are complete,,,
,,Ensure all cleating is complete,,Ensure all cleating is complete,,,
,,Confirm all cables are numbered at transformer end,,Confirm all cables are numbered at transformer end,,,
,,Confirm all cables are numbered at circuit breaker end,,Confirm all cables are numbered at circuit breaker end,,,
,,Resistance tests Y,,Resistance tests Y,,,
,,Resistance tests Y,,Resistance tests Y,,,
,,Resistance tests B,,Resistance tests B,,,
,,Sheath IR test R,,Sheath IR test R,,,
,,Sheath IR test Y,,Sheath IR test Y,,,
,,Sheath IR test B,,Sheath IR test B,,,
,,VLF Test R,,VLF Test R,,,
,,VLF Test Y,,VLF Test Y,,,
,,VLF Test B,,VLF Test B,,,
,,Power factor test R,,Power factor test R,,,
,,Power factor test Y,,Power factor test Y,,,
,,Power factor test B,,Power factor test B,,,
,,PI & IR tests R,,PI and IR tests R,,,
,,PI & IR tests Y,,PI and IR tests Y,,,
,,PI & IR tests B,,PI and IR tests B,,,
