type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,ITP040 - AGL Pit Installation,itp,,,,,FH-ZU2-QU-ITP040 - AGL Pit Installation - Rev 0,
section,1.0 - Preliminary Works,,,,,,,
checkpoint,1.1 - Check for correct documentation,,,,,,,
label,Frequency - Prior to start,,,,,,,
label,Acceptance Criteria - Ensure that all employees and subcontractors are:,,,,,,,
label,– using the correct and complete set of drawings.,,,,,,,
label,– all drawings are the latest revision.,,,,,,,
label,Reference Documents - Drawings / Aconex Register,,,,,,,
label,Inspection/Test Method - Verify,,,,,,,
label,Record of conformity - Drawings and drawing registers,,,,,,,
label,HP*,,,,,,,
label,Responsibility - Project Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,1.2 - Implementation of all measures and controls,,,,,,,
label,Frequency - Prior to start,,,,,,,
label,"Acceptance Criteria - All necessary measures and controls being implemented, that is PSP, EMP, TMP, SWMS & WP",,,,,,,
label,"Reference Documents - PSP, EMP, TMP, JSEA, SWMS, WP",,,,,,,
label,Inspection/Test Method - Visual Inspection,,,,,,,
label,Record of conformity - This ITP signed,,,,,,,
label,HP*,,,,,,,
label,Responsibility - Project Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,1.3 - Definition of the work area & survey check,,,,,,,
label,Frequency - Prior to start,,,,,,,
label,Acceptance Criteria - Work area has been cleared and surveyed (marked on site). Work area to be clearly defined as per For Construction drawings prior to trenching and install.,,,,,,,
label,○ Ensure excavation permit obtained and (if required) services in work(s) area isolated.,,,,,,,
label,"Reference Documents - IFC Drawings, Excavation Permit",,,,,,,
label,Inspection/Test Method - Verify,,,,,,,
label,Record of conformity - This ITP signed,,,,,,,
label,SCP,,,,,,,
label,Responsibility - Project Engineer / Surveyor,,,,,,,
date,Date Completed:,,,,,,,
section,2.0 - Installation of SIT Pits,,,,,,,
checkpoint,2.1 - Pit excavation and placement,,,,,,,
label,Frequency - Each Lot,,,,,,,
label,Acceptance Criteria - Dig zone marked out and excavation undergone in accordance to relevant permit. Pit placed and levelled as per survey set out.,,,,,,,
label,Reference Documents - Drawings,,,,,,,
label,Inspection/Test Method - Verify,,,,,,,
label,"Record of conformity - This ITP signed, Avionics SIT Pit Installation checklist",,,,,,,
label,HP*,,,,,,,
label,Responsibility - Project Engineer / Surveyor,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,2.2 - Conduit positioning,,,,,,,
label,Frequency - Each Lot,,,,,,,
label,"Acceptance Criteria - Primary, secondary and earth conduits (and subsoil outlet) positioned in pit according to IFC drawings.",,,,,,,
label,Reference Documents - Drawings,,,,,,,
label,Inspection/Test Method - Verify,,,,,,,
label,"Record of conformity - This ITP signed, Avionics SIT Pit Installation checklist",,,,,,,
label,IP,,,,,,,
label,Responsibility - Project Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,2.3 - Bedding and backfill of pit surrounds,,,,,,,
label,Frequency - Each Lot,,,,,,,
label,Acceptance Criteria - Each pit shall be bedded and backfilled with stabilised sand.,,,,,,,
label,Reference Documents - ZULU- BECA-001-SPC-00004,,,,,,,
label,Inspection/Test Method - Verify,,,,,,,
label,"Record of conformity - This ITP signed, Avionics SIT Pit Installation checklist",,,,,,,
label,HP*,,,,,,,
label,Responsibility - Project Engineer / Site Supervisor,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,2.4 - Pit close out,,,,,,,
label,Frequency - Each Lot,,,,,,,
label,Acceptance Criteria - Pits shall be labelled and directional markers placed. Lids to be secured and area cleaned/demolished.,,,,,,,
label,Reference Documents - ZULU- BECA-001-SPC-00004,,,,,,,
label,Inspection/Test Method - Verify,,,,,,,
label,"Record of conformity - This ITP signed, Avionics SIT Pit Installation checklist",,,,,,,
label,IP,,,,,,,
label,Responsibility - Project Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,Final Inspection,,,,,,,
note,The signature below verifies that this ITP has been completed in accordance with the Fulton Hogan’s Quality system Procedures and verifies lot compliance with specifications.,,,,,,,
textbox,Print Name:,,,,,,,
textbox,Position:,,,,,,,
date,Work Completed On:,,,,,,,
date,Date:,,,,,,,
