"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b7fb5dcb-864d-4df6-97e3-0c36e86f272d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"bba66228-5cbf-4ed0-a025-fd7efd218ffd","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Level 1"
"891fcc24-1c60-4bdc-8e4a-1d7735c0c195","","checklist-sectioned","work-in-progress","External Elements Installation Checklist","checklist","FALSE","FALSE","Site QA","Level 1","External"
"44fe3c77-7bbf-5177-9727-c154ba557a49","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Site QA","Level 1","External","Westside"
"9a940db3-6e84-5daa-a5bc-133df6768ad6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W28","(Attach photo)"
"5c82b6c1-3a7a-52f9-ae5b-d6044220b176","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W28","Installation of sub-head and caulked"
"25377b63-a8a1-5905-8f8b-d00ee4977835","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W28","Install frames including trims to doors"
"fa6b4df9-ca7c-5489-bf64-4602b99176d6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W28","Install windows and trimming"
"4aeb7034-f34e-5292-b643-79ce77145550","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W28","Install door panels"
"1c2a8fb6-1821-5bf0-9e2d-2062824ffcc0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W28","Installation of all hardware"
"f703f15a-04e8-509e-bf7f-d16e8cd84358","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W28","Ensure all external and internal angles are sealed"
"e5e98403-6383-5475-9be8-0b677e895551","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W28","Handover"
"a94115c3-21fb-4181-b317-d373fce124e6","","checklist-flat","work-in-progress","Windows/Doors Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 8","806","W21-A"
"b3cb6118-45b2-57cc-82cd-2e0b38d787ae","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Level 8","806","W21-A","Waterproofing angle completed"
"0f0e8f6f-52e5-5e47-86be-4dd6ad7c1aa6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W21-A","(Attach photo)"
"60d868cb-23f1-5257-811c-49f213eb097b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W21-A","Installation of sub-sill and caulked"
"dc0f4d7b-315a-5e11-94e6-8c1eeb692195","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W21-A","(Attach photo)"
"614bc62d-4c9a-5f09-ad05-21b9e1d2b535","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W21-A","Water test sub-sill"
"9fe6aa98-3a97-5c10-a9f0-337160738b4f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W21-A","(Attach photo)"
"89c5386a-ca4c-5ec0-bab7-29abc0df9da1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W21-A","Installation of sub-head and caulked"
"d0d8053c-8be2-5f58-a0fe-f816c4ddf443","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W21-A","Install frames including trims to doors"
"45d69bbc-d27c-501c-b4a1-ed8e4bdd8dcb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W21-A","Install windows and trimming"
"49c376f9-b797-5462-bf71-bb422726301f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W21-A","Install door panels"
"adf553e0-6b30-5f2b-aae6-932537d48fbe","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W21-A","Installation of all hardware"
"c11f868b-a211-5090-83e2-c82b7e5b8599","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W21-A","Ensure all external and internal angles are sealed"
"eb919f31-b6f2-5222-a018-2b01f5bd4794","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W21-A","Handover"
"fde8da82-e6a2-414f-a140-59888f616dbb","","checklist-flat","work-in-progress","Windows/Doors Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 8","806","W14"
"95b14958-19b6-5c93-8eb4-2b559eba72d4","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Level 8","806","W14","Waterproofing angle completed"
"d3643c38-366b-5ec3-81dd-37ce460f05ba","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W14","(Attach photo)"
"bec004f7-3794-5fde-ad98-3499829060f4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W14","Installation of sub-sill and caulked"
"11345938-b725-5823-92f0-e16748a25e61","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W14","(Attach photo)"
"c78b7a1b-5e0a-53f4-bd3e-951740e3802e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W14","Water test sub-sill"
"1b89be63-5a0e-51c5-bb0a-4703268bddd8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W14","(Attach photo)"
"ac4f0eab-e959-58a2-af64-54ce39e8fa04","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W14","Installation of sub-head and caulked"
"4bea6093-b350-5605-a291-a5fb8dd6726c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W14","Install frames including trims to doors"
"d835807c-881a-5e2e-b788-7a0a91c49db9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W14","Install windows and trimming"
"2def3c25-97e8-5536-b554-cf2d18a0b803","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W14","Install door panels"
"00c215a8-7225-550c-8170-5fcb6e75be11","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W14","Installation of all hardware"
"eb624a06-c718-55e0-9c44-8ae8727092ee","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W14","Ensure all external and internal angles are sealed"
"2620110c-1928-55f3-a97d-a840caf4c3c9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W14","Handover"
"189b8bcc-158a-4876-b891-e80facf2593a","","checklist-flat","not-started","Windows/Doors Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 8","806","W04"
"f6126778-2a93-5e63-b857-dea50b62f961","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W04","Waterproofing angle completed"
"c3ea2097-8ef7-500a-be63-bcfa25a5b5b7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W04","(Attach photo)"
"547a3917-3e42-5711-9588-39bf385440b2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W04","Installation of sub-sill and caulked"
"a56bb50a-49c0-5999-89be-c6e7e5133fed","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W04","(Attach photo)"
"f2c34108-dde6-541e-82d8-5acacb09a32a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W04","Water test sub-sill"
"7b06b5ae-03ae-52b1-bca5-5d73d47c5bf0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W04","(Attach photo)"
"35192077-d576-56dc-8e23-dd81977e65c0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W04","Installation of sub-head and caulked"
"b65d745a-5e51-54f4-9647-51e828e2cafb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W04","Install frames including trims to doors"
"c948ecfc-1bd0-5520-8757-9e4128fcefc9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W04","Install windows and trimming"
"7a8aeca4-ad3b-5e88-b1b7-a40ef593d274","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W04","Install door panels"
"574a575f-a27b-5e51-8348-197a3af8089c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W04","Installation of all hardware"
"9bd82db0-bccc-5d2d-80a8-c929d669ac25","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W04","Ensure all external and internal angles are sealed"
"966ec59d-cf7a-5e86-9b39-7c9c8ffb956b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W04","Handover"
"6ad5f646-dcb1-4b61-8c19-9ff60188d1ae","","checklist-flat","work-in-progress","Windows/Doors Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 8","806","WP"
"7c4b53d9-3bd4-5962-a71c-1f8c0d193af9","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Level 8","806","WP","Waterproofing angle completed"
"cc0fe33d-8210-5066-9919-71f5c29624a8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","WP","(Attach photo)"
"da4fa227-0450-51be-8a97-3cc01f6fb5f0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","WP","Installation of sub-sill and caulked"
"917a3055-3523-5c34-a47e-461c003ed3d6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","WP","(Attach photo)"
"e9e3a6a7-484d-5ca0-a180-70d2ab2c63ba","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","WP","Water test sub-sill"
"bc0e037f-7d6b-568f-8d24-4f514875474f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","WP","(Attach photo)"
"645c2f52-3ab2-5352-ad82-c331f9efac60","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","WP","Installation of sub-head and caulked"
"3a4e0c45-be22-5cf2-88ba-e9a2b7d8fee5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","WP","Install frames including trims to doors"
"7acee959-e586-5e86-a3ff-632ddebe5566","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","WP","Install windows and trimming"
"81a31f9b-b184-56e0-8719-c6efd32b6bad","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","WP","Install door panels"
"033c1ca4-284f-5be4-b36d-6be1096a3032","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","WP","Installation of all hardware"
"082ac3d5-de74-52bf-8cdf-2d33733b8fa8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","WP","Ensure all external and internal angles are sealed"
"26f5b369-2811-59c3-a7f1-c550b3da1965","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","WP","Handover"
"af84fe2f-0ce9-4dcc-b777-b5316f627fe2","","checklist-flat","not-started","Windows/Doors Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 8","806","W01"
"79a638e4-4ec0-543d-8dee-e8cb76786198","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W01","Waterproofing angle completed"
"8da13ee0-b8e2-59b1-927f-642fc257622b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W01","(Attach photo)"
"23e5af9a-c5e8-5828-9d01-6f9a8dff1ee9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W01","Installation of sub-sill and caulked"
"eeb1386e-f2b3-5350-adb2-369a3a7f8979","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W01","(Attach photo)"
"2d4bf063-2b54-5193-971d-26bddec39ac4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W01","Water test sub-sill"
"d064fcb2-e9db-575b-b63c-5d248c33f7aa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W01","(Attach photo)"
"01cf5b80-92dc-5d38-999c-cea26fe9ede1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W01","Installation of sub-head and caulked"
"f7719316-4e34-55f9-90d7-2476c6eb44ba","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W01","Install frames including trims to doors"
"6830f065-88c3-5161-bc9b-bf2227124eee","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W01","Install windows and trimming"
"815568d3-68ea-5f77-b9b0-81d8020d2273","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W01","Install door panels"
"b767f51c-428b-57cb-b4dd-f73f4eaf0438","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W01","Installation of all hardware"
"01683346-366d-5d41-bcd6-e7744997c5c7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W01","Ensure all external and internal angles are sealed"
"be2be944-7e38-52a3-8db2-ce2806aa280f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W01","Handover"
"586a371b-8fee-4c9e-a9dd-86263a4b7bef","","checklist-flat","not-started","Windows/Doors Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 8","806","W02-A"
"58c4d9e9-19d7-558c-a4d9-2aa65b718260","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W02-A","Waterproofing angle completed"
"7713cb68-67df-58eb-8214-dfeaaa103eaa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W02-A","(Attach photo)"
"4bd78990-d5f2-5719-932a-8db469b298de","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W02-A","Installation of sub-sill and caulked"
"16824e89-21d4-53b8-b275-21bc8118975b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W02-A","(Attach photo)"
"ee65bbba-3b96-5a94-b3cf-051de300d7df","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W02-A","Water test sub-sill"
"ebb6da2d-055a-5b7a-b7bb-113d2448b1c4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W02-A","(Attach photo)"
"6ff5aae8-4987-56fa-9744-1af0b6dfbc9e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W02-A","Installation of sub-head and caulked"
"5a00a265-ca32-5e54-b7e9-59ad907af171","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W02-A","Install frames including trims to doors"
"80146087-1582-5eb4-a71d-a8259f6083dd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W02-A","Install windows and trimming"
"55daeeae-0d63-591b-8410-1cd0e2cca6ea","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W02-A","Install door panels"
"4925a7cb-686a-5da3-90ad-4385835f89a5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W02-A","Installation of all hardware"
"8d93a47d-1fcb-5958-9897-bb30bfcbff84","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W02-A","Ensure all external and internal angles are sealed"
"227f6c2e-938d-505f-a373-db1004ef904b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","806","W02-A","Handover"
"0e6d959a-ac6a-4019-a594-239816fbb365","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Level 8","807"
"7e12efd9-ffe8-41e4-867e-ab4dbc7e8545","","checklist-flat","work-in-progress","Windows/Doors Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 8","807","W10"
"e8f4d466-d7da-5fde-b713-006241617676","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Level 8","807","W10","Waterproofing angle completed"
"98610a40-4016-5933-b097-c59dae3d0fff","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W10","(Attach photo)"
"7d67159c-7dcc-5662-909a-cee94f797c79","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W10","Installation of sub-sill and caulked"
"8d5d75bd-5b36-5427-948c-9a007dcb12a0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W10","(Attach photo)"
"8c07b33c-58c1-59d8-8eda-2d72b6ee1261","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W10","Water test sub-sill"
"3eba7e29-237a-5e10-be17-7c2fc0d798dc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W10","(Attach photo)"
"e002f2d0-5863-59ab-8e26-be87bac9b1cb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W10","Installation of sub-head and caulked"
"8a3a8e91-5a8e-585e-a632-ba330a26eef6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W10","Install frames including trims to doors"
"ed62313d-3c16-573a-b06d-a28ee1d76d6e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W10","Install windows and trimming"
"8159f1fe-0b7b-592f-8686-66accb3a0fec","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W10","Install door panels"
"bd6ff7d2-218e-5e05-b501-e07cee28e1ac","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W10","Installation of all hardware"
"9b4b6370-af49-5309-83c9-9830cb8aa365","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W10","Ensure all external and internal angles are sealed"
"f1369821-b0fb-523a-82a0-6a71035260fe","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W10","Handover"
"cd0f1fce-016f-4286-9627-93dcdc79a8bc","","checklist-flat","work-in-progress","Windows/Doors Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 8","807","W11"
"891c382b-36c3-53ef-bda3-609abf947c79","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Level 8","807","W11","Waterproofing angle completed"
"c23416dc-f801-5bba-9da6-39f8c90d0462","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W11","(Attach photo)"
"61d7e5cc-d3d1-5eae-915b-cd1ac559c906","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W11","Installation of sub-sill and caulked"
"828010f7-6e6e-57c1-b3d4-8f2c90fee30c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W11","(Attach photo)"
"1b84ca48-2651-5b38-bbb9-5581b2192bf7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W11","Water test sub-sill"
"ffff8dd3-c7ba-5742-a9ec-8fd7f7a42141","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W11","(Attach photo)"
"74b66fc4-830a-5f0e-9fc3-2ba4b336e7fa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W11","Installation of sub-head and caulked"
"3de6993e-a3df-5b8b-be33-6696e8cd3dc0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W11","Install frames including trims to doors"
"c7dd6cde-1870-5e58-bdb6-f2557d883a52","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W11","Install windows and trimming"
"a71af81b-89ae-598f-bcb5-4656c518bbad","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W11","Install door panels"
"45abfe2d-f0cb-5361-9bd1-7f83760d5462","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W11","Installation of all hardware"
"338fc280-7c41-5c31-9188-14ebbab25394","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W11","Ensure all external and internal angles are sealed"
"d8bce341-7b5f-5a3f-bfc6-0a330211e99c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W11","Handover"
"2ce3cc46-854e-41fd-bd1d-6213fd6f9ffb","","checklist-flat","work-in-progress","Windows/Doors Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 8","807","W12-B"
"0608b6fe-66e4-558a-bc58-fc7464fb238e","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Level 8","807","W12-B","Waterproofing angle completed"
"247f842c-9c69-52c4-bee2-95d7296dc1d1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W12-B","(Attach photo)"
"2fdcb728-d70b-5495-b03a-d9c79a3479cb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W12-B","Installation of sub-sill and caulked"
"3cc9cd6e-e6ed-5ef3-b4ca-f7c6dde842ad","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W12-B","(Attach photo)"
"5712fd2a-8980-579b-bea7-9057e18d4836","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W12-B","Water test sub-sill"
"6fed3393-f7f6-5129-918f-047cafcd6378","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W12-B","(Attach photo)"
"7d093239-c200-5f99-a396-ee0002b8db28","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W12-B","Installation of sub-head and caulked"
"670437d3-577b-5d08-8a99-ceb08e9f4d7c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W12-B","Install frames including trims to doors"
"d7cb7397-d89b-5a8e-9cee-f56cb09b88f6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W12-B","Install windows and trimming"
"b36494f4-1cd7-5463-9d73-c06c2f67aa00","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W12-B","Install door panels"
"698eb228-10cd-5d0d-9de1-2ad41abfae31","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W12-B","Installation of all hardware"
"55072a86-9ec1-5a75-9e85-f49185bcd3b7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W12-B","Ensure all external and internal angles are sealed"
"80e2c86d-11cf-5299-bab5-d7adcfa8b1a7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W12-B","Handover"
"79cb176f-9550-482d-8d36-4cb59e72b126","","checklist-flat","work-in-progress","Windows/Doors Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 8","807","W14"
"e0930449-bbc9-5d2d-b0e1-b773a3379a8b","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Level 8","807","W14","Waterproofing angle completed"
"1a28b26c-d249-5b76-9c54-b0cd06ecec18","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W14","(Attach photo)"
"2a6f3144-05af-5bb0-8632-5c45065d2165","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W14","Installation of sub-sill and caulked"
"bd1f00f3-25bd-5035-ac1d-1bd87975e598","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W14","(Attach photo)"
"e413aee0-7aa2-5a65-bed4-bddc6d606f18","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W14","Water test sub-sill"
"1ab56bbc-97e1-50fb-9126-a23cd31f1d93","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W14","(Attach photo)"
"30f2e7c8-868b-5d9a-ab3f-0e9e38e42bf3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W14","Installation of sub-head and caulked"
"b3c21d68-05d2-52c4-8e67-a73b902b0c83","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W14","Install frames including trims to doors"
"2c377a76-af51-518f-bd96-f4ad31f4b9db","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W14","Install windows and trimming"
"0b968871-d683-5a60-aafc-ed5f2ab59414","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W14","Install door panels"
"6da072fa-6755-5743-b712-eba0b363801a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W14","Installation of all hardware"
"73b83058-9d7d-5bab-aa1c-ba584fc22288","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W14","Ensure all external and internal angles are sealed"
"6971d790-8ce5-55f9-b471-5c47a8a3f251","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W14","Handover"
"ab705c7b-52a1-4237-9fe1-91d10321e5dd","","checklist-flat","not-started","Windows/Doors Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 8","807","W02"
"46b35ade-405e-59c0-8b7a-9a026d081359","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W02","Waterproofing angle completed"
"295966ab-94fe-5c43-97d4-32296d5adbaf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W02","(Attach photo)"
"d44b6982-c34c-5fa0-86aa-e5b9be3344b1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W02","Installation of sub-sill and caulked"
"0fdbbe36-be05-5f08-b5a3-6ed26586a40f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W02","(Attach photo)"
"0bb52bef-7dcc-52c5-9ae4-5919e511fa8e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W02","Water test sub-sill"
"1f793660-0fef-5508-9ef1-efee651efef9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W02","(Attach photo)"
"f8b3fc8a-71be-525b-a05b-47110feaf577","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W02","Installation of sub-head and caulked"
"f62f15c3-a7f2-5649-82a2-2425d1216956","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W02","Install frames including trims to doors"
"ef02f175-6f05-5a5b-8c82-e9001b0d3eea","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W02","Install windows and trimming"
"6b914005-b957-5fed-a4e5-81ab55bca5f0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W02","Install door panels"
"7a2d3d8d-ff10-5fde-b46f-ffce07d593aa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W02","Installation of all hardware"
"b8c19412-ec12-5814-909a-9e6b0e4a173c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W02","Ensure all external and internal angles are sealed"
"4d83e2f0-02a2-5781-ab3b-11eb1c2d887f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W02","Handover"
"fbe525f9-eb2e-4708-8a13-2d5d6b695c24","","checklist-flat","work-in-progress","Windows/Doors Installation Checklist","checklist-flat","FALSE","FALSE","Site QA","Level 8","807","W14"
"3f2043cf-d339-572b-8c9c-a6b3bd0880e2","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Site QA","Level 8","807","W14","Waterproofing angle completed"
"25f7538c-2757-5496-a648-7763c600a4de","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W14","(Attach photo)"
"84d4675c-63c8-5887-aa88-c7150d144d69","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W14","Installation of sub-sill and caulked"
"3917bdc7-96a9-5d95-ba0b-026f0742ce2c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W14","(Attach photo)"
"fb1bbc81-1d7d-58b7-bcd0-ce65e2db9d42","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W14","Water test sub-sill"
"3ba0d137-0634-5b51-a01d-9c55697108c7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Level 8","807","W14","(Attach photo)"
