type,name,values,prefix,postfix,usage count,user addable,template name,
checklist,ITP - Contract Quality Management Plan,itp,,,,,ITP - Contract Quality Management Plan,
section,Details,,,,,,,
checkpoint,Stabilising Repairs Downer Activity #39,,,,,,,
label,VERIFICATION ACTIVITY: Visual - Levelling pavements,,,,,,,
label,METHODS OR REFERENCE: As per work procedure: HDC WMS STABILISED REPAIR,,,,,,,
label,FREQ.: As Programmed,,,,,,,
label,ACCEPTANCE CRITERIA: C2 MINOR SURFACE LEVELLING,,,,,,,
label,INSPECTORATE* V/W/H - DNZ: V,,,,,,,
label,INSPECTORATE* V/W/H - CLIENT: W,,,,,,,
label,RECORDS / REMARKS incl NCR ref: Record on: HDC Pavement Repairs QA Spreadsheet/ConQA and hand in to supervisor,,,,,,,
checkpoint,Rip & Remake Downer Activity #40,,,,,,,
label,VERIFICATION ACTIVITY: Visual - Levelling pavements,,,,,,,
label,METHODS OR REFERENCE: As per work procedure: HDC WMS Rip and Remake REPAIR,,,,,,,
label,FREQ.: As Programmed,,,,,,,
label,ACCEPTANCE CRITERIA: C2 MINOR SURFACE LEVELLING,,,,,,,
label,INSPECTORATE* V/W/H - DNZ: V,,,,,,,
label,INSPECTORATE* V/W/H - CLIENT: W,,,,,,,
label,RECORDS / REMARKS incl NCR ref: Record on: HDC Pavement Repairs QA Spreadsheet/ConQA and hand in to supervisor,,,,,,,
checkpoint,Dig outs Downer Activity #036,,,,,,,
label,VERIFICATION ACTIVITY: Identify and method,,,,,,,
label,METHODS OR REFERENCE: As per work procedure: HDC WMS DIGOUT REPAIR,,,,,,,
label,FREQ.: As Programmed,,,,,,,
label,ACCEPTANCE CRITERIA: C5 DIG-OUT REPAIRS IN SEALED PAVEMENTS,,,,,,,
label,INSPECTORATE* V/W/H - DNZ: V,,,,,,,
label,INSPECTORATE* V/W/H - CLIENT: W,,,,,,,
label,RECORDS / REMARKS incl NCR ref: Record on: HDC Pavement Repairs QA Spreadsheet/ConQA and hand in to supervisor,,,,,,,
checkpoint,"Concrete footpaths, Vehicle crossings Downer Activity #249",,,,,,,
label,VERIFICATION ACTIVITY: Replacement,,,,,,,
label,METHODS OR REFERENCE: As per work procedure: HDC WMS CONCRETE FOOTPATH REPAIR,,,,,,,
label,FREQ.: As programmed or reactive,,,,,,,
label,ACCEPTANCE CRITERIA: F1 FOOTPATH REPAIR AND KERB & CHANNEL MAINTENANCE,,,,,,,
label,INSPECTORATE* V/W/H - S/C: V,,,,,,,
label,INSPECTORATE* V/W/H - DNZ: V,,,,,,,
label,INSPECTORATE* V/W/H - CLIENT: W,,,,,,,
label,RECORDS / REMARKS incl NCR ref: Record on: HDC Concrete footpath Repairs QA Spreadsheet/ConQA and hand in to supervisor,,,,,,,
checkpoint,Kerb and Channel / Stormwater outlets Downer Activity #143,,,,,,,
label,VERIFICATION ACTIVITY: Replacement,,,,,,,
label,METHODS OR REFERENCE: As per work procedure: DN-GD-GP092 Repair Broken Kerb and Channel In Situ,,,,,,,
label,FREQ.: As programmed,,,,,,,
label,ACCEPTANCE CRITERIA: F1 FOOTPATH REPAIR AND KERB & CHANNEL MAINTENANCE,,,,,,,
label,INSPECTORATE* V/W/H - DNZ: V,,,,,,,
label,INSPECTORATE* V/W/H - CLIENT: W,,,,,,,
label,RECORDS / REMARKS incl NCR ref: Record on: HDC Concrete kerb/ Channel Repairs QA Spreadsheet/ConQA and hand in to supervisor,,,,,,,
