Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
Common Area Fit-Off,,,,,,,,
,Scope,,,Site QA,,,,
,Rows,,,,,,,
,,Basement 3,grouping,Basement 3,,,,
,,Basement 3 - Stair Pressurization Duct,,Site QA,Fit-Off,Basement 3,Stair Pressurization Duct,Common Area Fit-Off Checklist [D]
,,Basement 2,grouping,Basement 2,,,,
,,Basement 2 - SF-B2.04,,Site QA,Fit-Off,Basement 2,SF-B2.04,Common Area Fit-Off Checklist [D]
,,Basement 2 - CPSF-B2.05,,Site QA,Fit-Off,Basement 2,CPSF-B2.05,Common Area Fit-Off Checklist [D]
,,Basement 2 - CPSF-B3.02,,Site QA,Fit-Off,Basement 2,CPSF-B3.02,Common Area Fit-Off Checklist [D]
,,Basement 2 - LSF-B2.01,,Site QA,Fit-Off,Basement 2,LSF-B2.01,Common Area Fit-Off Checklist [D]
,,Basement 2 - GEF-C-R.01,,Site QA,Fit-Off,Basement 2,GEF-C-R.01,Common Area Fit-Off Checklist [D]
,,Basement 2 - GEF-C-R.02,,Site QA,Fit-Off,Basement 2,GEF-C-R.02,Common Area Fit-Off Checklist [D]
,,Basement 2 - SF-B2.01,,Site QA,Fit-Off,Basement 2,SF-B2.01,Common Area Fit-Off Checklist [D]
,,Basement 2 - CPSF-B3.01,,Site QA,Fit-Off,Basement 2,CPSF-B3.01,Common Area Fit-Off Checklist [D]
,,Basement 2 - CPSF-B2.04,,Site QA,Fit-Off,Basement 2,CPSF-B2.04,Common Area Fit-Off Checklist [D]
,,Basement 2 - GEF-B2.01,,Site QA,Fit-Off,Basement 2,GEF-B2.01,Common Area Fit-Off Checklist [D]
,,Basement 2 - CPSF-B2.03,,Site QA,Fit-Off,Basement 2,CPSF-B2.03,Common Area Fit-Off Checklist [D]
,,Basement 2 - SF-B2.02,,Site QA,Fit-Off,Basement 2,SF-B2.02,Common Area Fit-Off Checklist [D]
,,Basement 2 - SF-B2.03,,Site QA,Fit-Off,Basement 2,SF-B2.03,Common Area Fit-Off Checklist [D]
,,Basement 2 - Stair Pressurization Ductwork,,Site QA,Fit-Off,Basement 2,Stair Pressurization Ductwork,Common Area Fit-Off Checklist [D]
,,Basement 1,grouping,Basement 1,,,,
,,Basement 1 - GEF-A.B1.01,,Site QA,Fit-Off,Basement 1,GEF-A.B1.01,Common Area Fit-Off Checklist [D]
,,Basement 1 - GEF-A.B1.02,,Site QA,Fit-Off,Basement 1,GEF-A.B1.02,Common Area Fit-Off Checklist [D]
,,Basement 1 - LEF-B1.01,,Site QA,Fit-Off,Basement 1,LEF-B1.01,Common Area Fit-Off Checklist [D]
