Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
Overall Progress,,,,,,,,
,Scope,,,,,,,
,Rows,,,,,,,
,,Carpentry,grouping,Carpentry,Site QA,,,
,,Apartment G.01,,Apartment G.01,Carpentry,Site QA,,
,,Apartment G.02,,Apartment G.02,Carpentry,Site QA,,
,,Apartment G.03,,Apartment G.03,Carpentry,Site QA,,
,,Apartment G.04,,Apartment G.04,Carpentry,Site QA,,
,,Apartment G.05,,Apartment G.05,Carpentry,Site QA,,
,,Apartment 1.01,,Apartment 1.01,Carpentry,Site QA,,
,,Apartment 1.02,,Apartment 1.02,Carpentry,Site QA,,
,,Apartment 1.03,,Apartment 1.03,Carpentry,Site QA,,
,,Apartment 1.04,,Apartment 1.04,Carpentry,Site QA,,
,,Apartment 1.05,,Apartment 1.05,Carpentry,Site QA,,
,,Apartment 1.06,,Apartment 1.06,Carpentry,Site QA,,
,,Apartment 2.01,,Apartment 2.01,Carpentry,Site QA,,
,,Apartment 2.02,,Apartment 2.02,Carpentry,Site QA,,
,,Apartment 2.03,,Apartment 2.03,Carpentry,Site QA,,
,,Apartment 2.04,,Apartment 2.04,Carpentry,Site QA,,
,,Apartment 3.01,,Apartment 3.01,Carpentry,Site QA,,
,Columns,,,,,,,
,,Door,,Door,,,,
,,Skirting,,Skirting,,,,
,,Sanitary,,Sanitary,,,,
,,,,,,,,
Common Door Progress,,,,,,,,
,Scope,,,,,,,
,Rows,,,,,,,
,,Basement 02,grouping,Basement 02,,,,
,,STAIR - B2.02,,STAIR - B2.02,Common door,Basement 02,Carpentry,Site QA
,,Basement 01,grouping,Basement 01,,,,
,,STAIR - B1.02,,STAIR - B1.02,Common door,Basement 01,Carpentry,Site QA
,,BIN ROOM - B1.04,,BIN ROOM - B1.04,Common door,Basement 01,Carpentry,Site QA
,,GF,grouping,GF,,,,
,,STAIR - DG.02,,STAIR - DG.02,Common door,GF,Carpentry,Site QA
,,L1,grouping,L1,,,,
,,STAIR - D1.01,,STAIR - D1.01,Common door,L1,Carpentry,Site QA
,,L2,grouping,L2,,,,
,,STAIR - D2.01,,STAIR - D2.01,Common door,L2,Carpentry,Site QA
,,L3,grouping,L3,,,,
,,STAIR - D3.01,,STAIR - D3.01,Common door,L3,Carpentry,Site QA
,,LOBBY - D03.02,,LOBBY - D03.02,Common door,L3,Carpentry,Site QA
,Columns,,,,,,,
,,Area ready & accessible,,Area ready & accessible,,,,
,,Door and drop seal installation ,,Door and drop seal installation ,,,,
,,Door Margins Good ,,Door Margins Good ,,,,
,,Door Closer,,Door Closer,,,,
,,Lock and Handles ,,Lock and Handles ,,,,
,,Batwing Seal ,,Batwing Seal ,,,,
,,Foreman Sign Off ,,Foreman Sign Off ,,,,
,,,,,,,,
Common Skirting Progress,,,,,,,,
,Scope,,,,,,,
,Rows,,,,,,,
,,GF,grouping,GF,,,,
,,Common Skirting,,Common Skirting,GF,Carpentry,Site QA,
,,Apartment G.01,grouping,Apartment G.01,,,,
,,LIVING ROOM,,LIVING ROOM,Skirting,Apartment G.01,Carpentry,Site QA
,,BEDROOM 1,,BEDROOM 1,Skirting,Apartment G.01,Carpentry,Site QA
,,BEDROOM 2,,BEDROOM 2,Skirting,Apartment G.01,Carpentry,Site QA
,,BEDROOM 3,,BEDROOM 3,Skirting,Apartment G.01,Carpentry,Site QA
,,Apartment G.02,grouping,Apartment G.02,,,,
,,LIVING ROOM,,LIVING ROOM,Skirting,Apartment G.02,Carpentry,Site QA
,,BEDROOM 1,,BEDROOM 1,Skirting,Apartment G.02,Carpentry,Site QA
,,BEDROOM 2,,BEDROOM 2,Skirting,Apartment G.02,Carpentry,Site QA
,,Apartment G.03,grouping,Apartment G.03,,,,
,,LIVING ROOM,,LIVING ROOM,Skirting,Apartment G.03,Carpentry,Site QA
,,BEDROOM 1,,BEDROOM 1,Skirting,Apartment G.03,Carpentry,Site QA
,,BEDROOM 2,,BEDROOM 2,Skirting,Apartment G.03,Carpentry,Site QA
