type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,,,,,,,,,
checklist,ITP-240-CIV-Ferris-Under track crossing - Ausnet Gas and Telstra,itp,,,,,ITP-240-CIV-Ferris-Under track crossing - Ausnet Gas and Telstra Rev 0,,,,,,,,,,,,,,,,
section,1. Referenced Documentation,,,,,,,,,,,,,,,,,,,,,,
checkpoint-no-value,Referenced Documentation,,,,,,,,,,,,,,,,,,,,,,
label,Document Title: ITP-240-CIV-Ferris-Under track crossing - Ausnet Gas and Telstra,,,,,,,,,,,,,,,,,,,,,,
label,ITP Description: Under track crossing - Ausnet Gas and Telstra,,,,,,,,,,,,,,,,,,,,,,
label,Discipline (e.g. CIV/STR/RAIL): 240-CIV,,,,,,,,,,,,,,,,,,,,,,
label,Revision Number: 0,,,,,,,,,,,,,,,,,,,,,,
label,Revision Date: 4/02/2025,,,,,,,,,,,,,,,,,,,,,,
label,ITP created by: Joanthan Kogan,,,,,,,,,,,,,,,,,,,,,,
label,ITP approved for use by: Pradeep Talasila,,,,,,,,,,,,,,,,,,,,,,
label,1.01 - Non Dependent,,,,,,,,,,,,,,,,,,,,,,
label,Reference - AS 4799-2000 Installation of underground utility services ad pipelines within railway boundaries,,,,,,,,,,,,,,,,,,,,,,
label,1.02 - Non Dependent,,,,,,,,,,,,,,,,,,,,,,
label,"Reference - D/17/62901 Design Requirements & Guidelines - Civil Works on, under or over VicTrack Land",,,,,,,,,,,,,,,,,,,,,,
label,1.03 - Non Dependent,,,,,,,,,,,,,,,,,,,,,,
label,"Reference - NIST 012.2 - Specification for Signalling Supply, Construction and Installation (V/Line)",,,,,,,,,,,,,,,,,,,,,,
label,1.04 - Non Dependent,,,,,,,,,,,,,,,,,,,,,,
label,"Reference - AS 4142 Fibre Ropes, installed and anchored in the pit",,,,,,,,,,,,,,,,,,,,,,
label,1.05 - Non Dependent,,,,,,,,,,,,,,,,,,,,,,
label,Reference - NIST 012.2.1 - Standard for Construction of Cable Route and Signalling Civil Works (V/Line),,,,,,,,,,,,,,,,,,,,,,
label,1.06 - Non Dependent,,,,,,,,,,,,,,,,,,,,,,
label,Reference - NIST-2706 - Inspection and Assessment Track Geometry (V/Line),,,,,,,,,,,,,,,,,,,,,,
label,1.07 - Non Dependent,,,,,,,,,,,,,,,,,,,,,,
label,Reference - VRIOGS 012.2.1. Settlement Monitoring during construction ,,,,,,,,,,,,,,,,,,,,,,
label,1.08 - Non Dependent,,,,,,,,,,,,,,,,,,,,,,
label,Reference - VICTRACK STANDARD TS-SP-013 installation of the encasing pipe ,,,,,,,,,,,,,,,,,,,,,,
section,2. Preliminaries,,,,,,,,,,,,,,,,,,,,,,
checkpoint,2.01 - Materials - Gas Jacking Pipe,,,,,,,,,,,,,,,,,,,,,,
label,Reference - IFC Drawings: MRP-103-C-AUR-DRG-65-RBK-CUT-0202,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Confirm that the GRP pipes delivered to site meet the Pipe Specifications:,,,,,,,,,,,,,,,,,,,,,,
label, — Internal Dia: 389mm,,,,,,,,,,,,,,,,,,,,,,
label, — Outside Dia: 427mm,,,,,,,,,,,,,,,,,,,,,,
label, — Material: GRP Pipe,,,,,,,,,,,,,,,,,,,,,,
label,"○ Specification & Grade: DM427 SN100,000 N/m²­­ ",,,,,,,,,,,,,,,,,,,,,,
label, — Wall Thickness: 19mm,,,,,,,,,,,,,,,,,,,,,,
