type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,
checklist,ITP-164-CIV-PSDS-Embankment Fill,itp,,,,,ITP-164-CIV-PSDS-Embankment Fill Rev 0,,,,,,,,
section,Referenced Documentation,,,,,,,,,,,,,,
checkpoint,Referenced Documentation,,,,,,,,,,,,,,
label,Document Title: ITP-164-CIV-PSDS-Embankment Back Fill,,,,,,,,,,,,,,
label,ITP Description: Embankment Fill,,,,,,,,,,,,,,
label,Document Number (in Teambinder): MRP-0000-MRPA-ALT-ITP-00XX,,,,,,,,,,,,,,
label,Discipline (e.g. CIV/STR/RAIL): CIV,,,,,,,,,,,,,,
label,Revision Number: 0,,,,,,,,,,,,,,
label,Revision Date: 13/05/2024,,,,,,,,,,,,,,
label,ITP created by: Anthony Pearson,,,,,,,,,,,,,,
label,ITP approved for use by: Victor Mira,,,,,,,,,,,,,,
label,1.1 Non Dependent,,,,,,,,,,,,,,
label,Reference: IFC Drawings,,,,,,,,,,,,,,
label,1.2 Non Dependent,,,,,,,,,,,,,,
label,Reference: VicRoads Section 173 (Oct 2008),,,,,,,,,,,,,,
label,1.3 Non Dependent,,,,,,,,,,,,,,
label,Reference: VicRoads Section 204 (Dec 2015),,,,,,,,,,,,,,
label,1.4 Non Dependent,,,,,,,,,,,,,,
label,"Reference: Code of Practice RC500.20, RC500.5",,,,,,,,,,,,,,
section,Preliminaries-Materials,,,,,,,,,,,,,,
checkpoint,2.1 Material Conformance,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings (MRP-089-C-ACD-DRG-30-BFD-CBR-2848) Section 204.04 b) Table 204.041,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: CBR ≥ 8% and Swell ≤ 1.5%,,,,,,,,,,,,,,
label,○ Max Permeability = 5E-9 m/s,,,,,,,,,,,,,,
label,○ Grading: ,,,,,,,,,,,,,,
label, 75.0mm 100%,,,,,,,,,,,,,,
label, 4.75mm 40-80%,,,,,,,,,,,,,,
label, 0.075mm 10-40%,,,,,,,,,,,,,,
label,"○ Max. PI x%Passing 0.425mm = 1000 , PI = 6 to 25",,,,,,,,,,,,,,
label,Reference: TeamBinder Material Approval Ref No.,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
label,"FREQUENCY: Once, for each material type",,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,
label,RESPONSIBILITY: Nominated Authority,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Conqa HP Release,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
section,Preliminaries-Documentations,,,,,,,,,,,,,,
checkpoint,3.1 Pre-Commencement of Fill Works,,,,,,,,,,,,,,
