type,name,values,prefix,postfix,usage count,user addable,template name,,,,
checklist,Structure - Floor Cassette,,,,,,,,,,
section,Structural framing and Fixing,,,,,,,,,,
checkpoint,Check and review correct fabrication plan and provide picture of the respective fabrication plan which clarify shows page number,,,,,,,,,,
checkpoint,Check and ensure moisture content below 18%,,,,,,,,,,
checkpoint,"Joist: Sizes, spacings, treatment, grade as per fabrication plan",,,,,,,,,,
checkpoint,Install all floor framing elements as per fabrication plan. ,,,,,,,,,,
checkpoint,Install all floor structural fixings as per fabrication plan. ,,,,,,,,,,
text,Operator Name:,,,,,,,,,,
checkpoint,Hold point: photo required and signed off by Team leader before going to plumbing,,,,,,,,,,
section,Plumbing (Plumber to install plumbing as required),,,,,,,,,,
checkpoint,Hold point: photo required and signed off by plumbing Team leader,,,,,,,,,,
checkpoint,Hold point: Signed off by Team leader before going to next step,,,,,,,,,,
section,Floor sheeting,,,,,,,,,,
checkpoint,Check and review correct fabrication plan and provide picture of the respective fabrication plan which clarify shows page number,,,,,,,,,,
checkpoint,Install temporary lifting straps,,,,,,,,,,
checkpoint,Apply floor sheeting as per fabrication plan,,,,,,,,,,
checkpoint,Floor fixed off as per fabrication plan,,,,,,,,,,
holdpoint,Hold point: photo required and signed off by Team leader before going to next step,,,,,,,,,,
,,,,,,,,,,,
checklist,Structure - External Wall,,,,,,,,,,
section,Structural Framing and Fixings,,,,,,,,,,
checkpoint,Check and review correct fabrication plan and provide picture of the respective fabrication plan which clarify shows page number,,,,,,,,,,
checkpoint,Check and ensure moisture content below 18%,,,,,,,,,,
checkpoint,Install all wall framing elements as per fabrication plan. ,,,,,,,,,,
checkpoint,Install Portal frame and brace chord as per fabrication plan as required. ,,,,,,,,,,
checkpoint,Install all structural fixings as per fabrication plan. ,,,,,,,,,,
checkpoint,Transfer wall elements to upriser table. ,,,,,,,,,,
text,Operator Name:,,,,,,,,,,
checkpoint,Check dimension: plus or minus 2mm,,,,,,,,,,
checkpoint,Check square and confirm 90 degree on four external corners,,,,,,,,,,
checkpoint,Check all structural fixings correct as per fabrication plan,,,,,,,,,,
checkpoint,Hold point: photo required and signed off by Team leader before going to next step,,,,,,,,,,
section,Structural Sheet Bracing,,,,,,,,,,
checkpoint,Check and review correct fabrication plan and provide picture of the respective fabrication plan which clarify shows page number,,,,,,,,,,
checkpoint,Correct Wall bracing Install sheet bracing as per fabrication plan,,,,,,,,,,
checkpoint,Fixings as per engineer design,,,,,,,,,,
checkpoint,Hold point: photo required and signed off by Team leader before going to next step,,,,,,,,,,
section,Fire Lining 1st Layer,,,,,,,,,,
checkpoint,Check and review correct fabrication plan and provide picture of the respective fabrication plan which clarify shows page number,,,,,,,,,,
checkpoint,Apply Layer 1 as per fabrication plan. ,,,,,,,,,,
text,Operator Name:,,,,,,,,,,
checkpoint,Fixings as per fabrication plan,,,,,,,,,,
checkpoint,Hold point: photo required and signed off by Team leader before going to next step,,,,,,,,,,
section,Fire Lining 2nd Layer,,,,,,,,,,
checkpoint,Check and review correct fabrication plan and provide picture of the respective fabrication plan which clarify shows page number,,,,,,,,,,
checkpoint,Apply Layer 2 as per fabrication plan. ,,,,,,,,,,
text,Operator Name:,,,,,,,,,,
checkpoint,Fixings as per fabrication plan,,,,,,,,,,
checkpoint,Hold point: photo required and signed off by Team leader before going to next step,,,,,,,,,,
section,Penetration,,,,,,,,,,
checkpoint,Locate and cut out all penetrations as per fabrication plan. ,,,,,,,,,,
checkpoint,Hold point: photo required and signed off by Team leader before going to next step,,,,,,,,,,
checkpoint,Transfer wall elements from upriser table to receiver table. ,,,,,,,,,,
text,Operator Name:,,,,,,,,,,
section,Services,,,,,,,,,,
checkpoint,Services installed as required,,,,,,,,,,
checkpoint,Hold point: photo required and signed off by plumbing/electrical/mechanical Team leader,,,,,,,,,,
checkpoint,Hold point: signed off by Team leader before going to next step,,,,,,,,,,
checkpoint,Check and review correct fabrication plan and provide picture of the respective fabrication plan which clarify shows page number,,,,,,,,,,
checkpoint,Install as per fabrication plan. ,,,,,,,,,,
checkpoint,Attach Insulation Certificate. ,,,,,,,,,,
text,Operator Name:,,,,,,,,,,
