type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,DN1210-003 ITP Earthworks Rev IFC1,itp,,,,,DN1210-003 ITP Earthworks Rev IFC1,87e4688e-99ab-4155-9a39-0c7255ae4bd5
section,SECTION 1 – PRE-CONSTRUCTION HOLD POINTS,,,,,,,
checkpoint,1.1.1 - Earthworks Methodology,,,,,,,
label,"Detail - The Contractor shall submit the construction and QA methodology, for each element of Earthworks, incl construction, Site Access, dewatering, wet weather, testing, inspection and hold points for review and approval prior to works.",,,,,,,
label,Acceptance / Conformance Criteria - Engineers Approval,,,,,,,
label,Standard / Specification - Appendix V,,,,,,,
label,Verifying Document - Approved Methodology,,,,,,,
label,Testing Quantity Required (based from schedule qtys) - Prior to Earthworks,,,,,,,
label,Verification Activity: Activity - HP,,,,,,,
label,Verification Activity: By - ENG,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,1.1.2 - Ecology Sign Off,,,,,,,
label,Detail - Confirmation from Ecology that earthworks can proceed,,,,,,,
label,Acceptance / Conformance Criteria - Email,,,,,,,
label,Standard / Specification - Internal Hold Point,,,,,,,
label,Verifying Document - Email from Ecology NZ,,,,,,,
label,Testing Quantity Required (based from schedule qtys) - Prior to Earthworks,,,,,,,
label,Verification Activity: Activity - H,,,,,,,
label,Verification Activity: By - QM,,,,,,,
checkpoint,1.1.3 - Erosion & Sedimentation Controls,,,,,,,
label,Detail - Confirm that Erosion and Sedimentation Controls are in place prior to earthworks proceeding,,,,,,,
label,Acceptance / Conformance Criteria - As-built Completed,,,,,,,
label,Standard / Specification - Internal Hold Point,,,,,,,
label,Verifying Document - ESC As-built,,,,,,,
label,Testing Quantity Required (based from schedule qtys) - Prior to Earthworks,,,,,,,
label,Verification Activity: Activity - H,,,,,,,
label,Verification Activity: By - QM,,,,,,,
checkpoint,1.2.1 - Weathering Resistance,,,,,,,
label,"Detail - NZS4407:2015, Test 3.11 - The Weathering Quality Index of Coarse Aggregate",,,,,,,
label,"Acceptance / Conformance Criteria - AA, AB, AC, BA, BB, or CA",,,,,,,
label,"Standard / Specification - Appendix XVIII, PS 16.5.5 Appendix V",,,,,,,
label,Verifying Document - IANZ Accredited Report,,,,,,,
label,"Testing Quantity Required (based from schedule qtys) - 2 Tests Per Material, Per Source, Results to Engineer 2 wks before importing",,,,,,,
label,Verification Activity: Activity - HP,,,,,,,
label,Verification Activity: By - ENG,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,1.2.2 - Los Angeles Abrasion Test,,,,,,,
label,"Detail - NZS4407:2015, Test 3.12 - The Abrasion Resistance of Aggregate by use of the Los Angeles Machine",,,,,,,
label,Acceptance / Conformance Criteria - 0.5,,,,,,,
label,Standard / Specification - PS 16.5.5 Appendix V,,,,,,,
label,Verifying Document - IANZ Accredited Report,,,,,,,
label,"Testing Quantity Required (based from schedule qtys) - 1 Test Required, Results to Engineer 2 wks before importing",,,,,,,
label,Verification Activity: Activity - HP,,,,,,,
label,Verification Activity: By - ENG,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,1.2.3 - Particle Size Distribution,,,,,,,
label,"Detail - NZS4407:2015, Test 3.8.1 - Particle Size Distribution",,,,,,,
label,Acceptance / Conformance Criteria - No Particles >200mm,,,,,,,
label,○ Maximum fines 10% passing 75micron sieve,,,,,,,
label,"Standard / Specification - Appendix XVIII, PS 16.5.5 Appendix V",,,,,,,
label,Verifying Document - IANZ Accredited Report,,,,,,,
label,Testing Quantity Required (based from schedule qtys) - Stockpile Size (m3):,,,,,,,
label, ○ 0-400 - 2 tests,,,,,,,
label," ○ 400-1,500 - 3 tests",,,,,,,
label," ○ 1,500-4,000 - 4 tests",,,,,,,
label," ○ >4,000 - 1 test for each additional 1,000m3",,,,,,,
label,– Results to Engineer 2 wks before importing,,,,,,,
label,Verification Activity: Activity - HP,,,,,,,
label,Verification Activity: By - ENG,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,1.2.4 - Maximum Dry Density and Optimum Water Content,,,,,,,
label,"Detail - NZS4402:1986, Test 4.1.2 - Heavy Compaction Test",,,,,,,
label,Acceptance / Conformance Criteria - Report Value Only,,,,,,,
label,"Standard / Specification - Appendix XVIII, Appendix V",,,,,,,
label,Verifying Document - IANZ Accredited Report,,,,,,,
label,"Testing Quantity Required (based from schedule qtys) - 1 Test Per Material, Per Source, Results to Engineer 2 wks before importing",,,,,,,
label,Verification Activity: Activity - HP,,,,,,,
label,Verification Activity: By - ENG,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,1.2.5 - Soaked CBR,,,,,,,
label,"Detail - NZS4407:2015, Test 3.15 The California Bearing Ratio (CBR)",,,,,,,
label,Acceptance / Conformance Criteria - >25%,,,,,,,
label,"Standard / Specification - PS 16.5.5, Appendix V",,,,,,,
label,Verifying Document - IANZ Accredited Report,,,,,,,
label,"Testing Quantity Required (based from schedule qtys) - 2 Tests Per Material, Per Source, Results to Engineer 2 wks before importing",,,,,,,
label,Verification Activity: Activity - HP,,,,,,,
label,Verification Activity: By - ENG,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,1.2.6 - Solid Density,,,,,,,
label,"Detail - NZS4407:2015, Test 3.7.1 - The Solid Density of Aggregate Particles",,,,,,,
label,Acceptance / Conformance Criteria - Report Value Only,,,,,,,
label,"Standard / Specification - Appendix XVIII, Appendix V",,,,,,,
label,Verifying Document - IANZ Accredited Report,,,,,,,
label,"Testing Quantity Required (based from schedule qtys) - 2 Tests Per Material, Per Source, Results to Engineer 2 wks before importing",,,,,,,
label,Verification Activity: Activity - HP,,,,,,,
label,Verification Activity: By - ENG,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,1.2.7 - Crushing Resistance,,,,,,,
label,"Detail - NZS4407:2015, Test 3.10 - The Crushing Resistance of Coarse Aggregate Under a Specified Load",,,,,,,
label,Acceptance / Conformance Criteria - >100KN,,,,,,,
label,"Standard / Specification - Appendix XVIII, Appendix V",,,,,,,
label,Verifying Document - IANZ Accredited Report,,,,,,,
label,"Testing Quantity Required (based from schedule qtys) - 2 Tests Per Material, Per Source, Results to Engineer 2 wks before importing",,,,,,,
label,Verification Activity: Activity - HP,,,,,,,
label,Verification Activity: By - ENG,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,1.3.1 - Particle Size Distribution,,,,,,,
label,"Detail - NZS4407:2015, Test 3.8.1 - Particle Size Distribution",,,,,,,
label,Acceptance / Conformance Criteria - Report Value Only,,,,,,,
label,Standard / Specification - PS 16.5.12,,,,,,,
label,Verifying Document - IANZ Accredited Report,,,,,,,
label,Testing Quantity Required (based from schedule qtys) - Number of Tests Required?,,,,,,,
label,Stockpile size:,,,,,,,
label, ○ 0 to 400m3 – 2 tests,,,,,,,
label, ○ 400 to 1500m3 – 3 tests,,,,,,,
label, ○ 1500 to 4000m3 – 4 tests,,,,,,,
label," ○ >4000m3 – 1 test for each additional 1,000m3",,,,,,,
label,– Results to Engineer 2wks before importing,,,,,,,
label,Verification Activity: Activity - HP,,,,,,,
label,Verification Activity: By - ENG,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,1.3.2 - Maximum Dry Density and Optimum Water Content,,,,,,,
label,"Detail - NZS4402:1986, Test 4.1.2 - Heavy Compaction Test",,,,,,,
label,Acceptance / Conformance Criteria - Report Value Only,,,,,,,
label,Standard / Specification - PS 16.5.12,,,,,,,
label,Verifying Document - IANZ Accredited Report,,,,,,,
label,"Testing Quantity Required (based from schedule qtys) - 1 Test Per Material, Per Source, Results to Engineer 2 wks before importing",,,,,,,
label,Verification Activity: Activity - HP,,,,,,,
label,Verification Activity: By - ENG,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,1.4.1 - Crushing Resistance,,,,,,,
label,"Detail - NZS4407:2015, Test 3.10 - The Crushing Resistance of Coarse Aggregate Under a Specified Load",,,,,,,
label,Acceptance / Conformance Criteria - >100KN,,,,,,,
