type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,,,,,,,,,
checklist,ITP-114-CIV-CPD -Jemena Conduit Bore Rev 1,itp,,,,,ITP-114-CIV-CPD -Jemena Conduit Bore Rev 1,,,,,,,,,,,,,,,,
section,1. Referenced Documentation,,,,,,,,,,,,,,,,,,,,,,
checkpoint-no-status,1. Referenced Documentation,,,,,,,,,,,,,,,,,,,,,,
label,Document Title: ITP-114-CIV-CPD-Inspection & Test Plan - Horizontal Directional Drilling,,,,,,,,,,,,,,,,,,,,,,
label,ITP Description: Jemena Conduit Bore,,,,,,,,,,,,,,,,,,,,,,
label,Document Number (in Teambinder): MRP-0000-MRPA-ALT-ITP-00XX,,,,,,,,,,,,,,,,,,,,,,
label,Discipline (e.g. CIV/STR/RAIL): CIV,,,,,,,,,,,,,,,,,,,,,,
label,Revision Number: 1,,,,,,,,,,,,,,,,,,,,,,
label,Revision Date: 12/12/2023,,,,,,,,,,,,,,,,,,,,,,
label,ITP created by: Lachlan Morris/Pat Sabaruddin,,,,,,,,,,,,,,,,,,,,,,
label,ITP approved for use by: Pradeep Talasila,,,,,,,,,,,,,,,,,,,,,,
checkpoint,1.1 - IFC Drawings,,,,,,,,,,,,,,,,,,,,,,
label,"Reference - JEMEE-DW-UG-10061100/01, JEMEE-DW-UG-10061100/02, JEMEE-DW-UG-10061100/03",,,,,,,,,,,,,,,,,,,,,,
checkpoint,1.2 - VESI D&C Standard,,,,,,,,,,,,,,,,,,,,,,
label,Reference - VESI_URD_003,,,,,,,,,,,,,,,,,,,,,,
checkpoint,1.3 - Plastic Industry Pipe Association - Industry Guidelines,,,,,,,,,,,,,,,,,,,,,,
label,Reference - PIPA POP 003,,,,,,,,,,,,,,,,,,,,,,
checkpoint,1.4 - Australian Standards,,,,,,,,,,,,,,,,,,,,,,
label,"Reference - AS 2033, AS4142",,,,,,,,,,,,,,,,,,,,,,
section,2. Preliminary Works/ Materials,,,,,,,,,,,,,,,,,,,,,,
checkpoint,2.1 - Electrical Conduits,,,,,,,,,,,,,,,,,,,,,,
label,"Reference - JEMEE-DW-UG-10061100/01, JEMEE-DW-UG-10061100/02, JEMEE-DW-UG-10061100/03, VESI_URD_003",,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Conduit Grade PE100, SDR 13.6 ",,,,,,,,,,,,,,,,,,,,,,
label,Reference:TeamBinder Material Approval Number:,,,,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Prior to commencement,,,,,,,,,,,,,,,,,,,,,,
label,Category - HP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - PE/SE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - Teambinder approval number,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,
checkpoint,2.2 - Grout,,,,,,,,,,,,,,,,,,,,,,
