type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,ITC - Concrete Pour Record,,,,,,ITC - Concrete Pour Record,
section,Preliminaries,,,,,,,
checkpoint,Survey - Sufficient survey set out information is available.,,,,,,,
checkpoint,Survey - Correct line and level for placement of concrete,,,,,,,
checkpoint,Material Delivery - Items conform with the applicable Australian Standard/s ,,,,,,,
label,"Comments / Records - Delivery Docket, Supplier’s Certificate of Compliance",,,,,,,
checkpoint,Material Delivery - Items delivered with no visible signs of damage,,,,,,,
label,"Comments / Records - Delivery Docket, Supplier’s Certificate of Compliance",,,,,,,
section,Pre-Pour Check (to be completed by Engineer or Supervisor),,,,,,,
checkpoint,Confirm Dimensions - Visual Check and Measure dimensions are correct for trench width or Thrust Block dimensions,,,,,,,
label,Comments / Records - Measure onsite,,,,,,,
checkpoint,Initial pour against ground - Surface free of water and soft spots,,,,,,,
checkpoint,Initial pour against ground - Hardstand/ ground suitable for concrete pump location ,,,,,,,
checkpoint,Initial pour against ground - 50mm blinding UNO,,,,,,,
checkpoint,Initial pour against ground - If for Thrust Block no loose Material,,,,,,,
checkpoint,"Construction joints & surfaces - Clean and free of laitance, scabble where required.",,,,,,,
checkpoint,"Reinforcement - Installed as per IFC drawings. Type, size, position, chairs, cover all as specified & within tolerance; laps and splices as specified. Extra tie wire on splice bars around construction joints and wedges fixed to support splice bars in stop end formwork.",,,,,,,
label,Cover (mm):,,,,,,,
bool,50mm above obvert,,,,,,,
bool,75mm ground clearance,,,,,,,
bool,Reo Count:,,,,,,,
checkpoint,"Cast-in items, block outs and hold down bolts - Type, quantity and location as per design.",,,,,,,
checkpoint,Final inspection - Pour arrangements agreed and equipment adequate,,,,,,,
checkpoint,"Final inspection - Surface free of water, dust, debris and stains.",,,,,,,
section,Concrete Pour (to be completed by Engineer or Supervisor),,,,,,,
checkpoint,Correct Batch / Grade of Concrete - Visual Acceptance of the docket prior to pouring,,,,,,,
checkpoint,Concrete quality - Visual assessment of quality - note details of any loads rejected,,,,,,,
checkpoint,Concrete Testing (Vertical Crest Thrust Block) - 3 sample Cylinder taken (7day and 2 X 28 day tests) ,,,,,,,
checkpoint,Concrete Testing (All Other Concrete Pours) - 3 sample Cylinder taken (7day and 2 X 28 day tests) ,,,,,,,
checkpoint,Compaction Method,,,,,,,
bool,Pencil vibrators,,,,,,,
textbox,2 No,,,,,,,
checkpoint,Signed: Engineer / Supervisor,,,,,,,
holdpoint,Signed:,,,,,,,
section,Post Pour Check (to be completed by Engineer or Supervisor),,,,,,,
checkpoint,Curing of exposed surfaces - Exposed surfaces cured ,,,,,,,
bool,"Polyethylene sheeting (edges / laps sealed, 300mm min laps) ",,,,,,,
bool,Curing compound ,,,,,,,
bool,"Water curing (continuous spraying, ponding, wet Hessian)",,,,,,,
checkpoint-no-status,"Location of embedment, hold down bolts and penetrations - All embedded items, hold down bolts and penetration located in accordance with drawings",,,,,,,
label,Refer defects list below,,,,,,,
label,Details of defects – cracking in slab pours and Inspection of repairs.,,,,,,,
label,Finish concrete surfaces inspected by Supervisor. Within specification tolerances (≤ 0.2mm),,,,,,,
label,All defects repaired,,,,,,,
bool,Cracks requiring repairs observed,,,,,,,
bool,Refer to attached location plan ,,,,,,,
textbox,RFI,,,,,,,
bool,Repairs in accordance with approved specification.,,,,,,,
textbox,Comments / Records - Type of surface finish:,,,,,,,
checkpoint,Witness Point,,,,,,,
holdpoint,Engineer / Supervisor,,,,,,,
checkpoint-no-status,Details of other defects,,,,,,,
button,Defects listed and NCR raised,"Yes,No",,,,,,
textbox,NCR #,,,,,,,
checkpoint,"Final inspection: All work completed accordance with applicable procedures, drawings, specifications and approved changes",,,,,,,
signoff,Close out - Engineer,,,,,,,
section,Concrete Pour Record,,,,,,,
checkpoint-no-status,Details,,,,,,,
textbox,CH Location,,,,,,,
textbox,Mix (MPA),,,,,,,
date,Date,,,,,,,
button,Concrete Pour Type,"Thrust Block,Encasement",,,,,,
textbox,Truck Rego/ No.,,,,,,,
textbox,Docket No.,,,,,,,
textbox,Quantity (m3) - Truck,,,,,,,
textbox,Quantity (m3) - Cum.,,,,,,,
textbox,Batch Time,,,,,,,
textbox,Finish Time,,,,,,,
textbox,Discharge Time within 90mins,,,,,,,
textbox,Measured Slump (mm) - 1,,,,,,,
textbox,Measured Slump (mm) - 2,,,,,,,
textbox,Cylinder Test No,,,,,,,
textbox,Remarks,,,,,,,
checkpoint,Signed: Engineer / Supervisor,,,,,,,
signoff,Signed:,,,,,,,
