Rich Type,Id,Warnings,type,name,values,prefix,postfix,Usage Count,User Addable,Template Name,Template Id
checklist-sectioned,,,checklist,ITP - Pavement Rehab - SH 30 - Regional Boundary - 01,itp,,,,Yes,ITP - Pavement Rehab - SH 30 - Regional Boundary - 01,04d1a778-50e3-45be-8056-356f10f2b7b0
checkpoint-group,,,section,1. Procurement,,,,,,,
checkpoint-status,,,checkpoint,Geometric Design,,,,,,,
label,6797b391-571c-5ff6-a862-56075381857f,,note,"Controlling Documents - Austroads Guide to Road Design Part 3: Geometric Design, TNZ State Highway Geometric Design Manual",,,,,,,
label,c9bf72e7-045f-5ede-9aa0-54d903a6a37a,,note,Acceptance Criteria - Principal Approval,,,,,,,
label,e5eade26-bf4e-5b89-a5c4-39f85b84045c,,note,Method - Contractor and Principal peer review,,,,,,,
label,ab1fa6d9-0e10-5df4-97d9-109ac239fa7e,,note,Frequency - per design revision,,,,,,,
label,ad3d7647-aa4d-5b1e-ae1c-4e82801f20c8,,note,Conduct - C or S,,,,,,,
label,2295f10f-89a4-59ca-a545-7d822fa250e8,,note,Produce Record - C,,,,,,,
label,1acd1d9d-754e-554f-935e-dc5ca31c52b7,,note,Approval - E,,,,,,,
holdpoint,,,signoff,HOLD POINT,,,,,,,
checkpoint-status,,,checkpoint,Pavement Treatment Design,,,,,,,
label,3432bdfe-8563-5245-b89f-7bef33ce84c0,,note,"Controlling Documents - Austroads Guide to Pavement Technology, New Zealand Guide to Pavement Evaluation and Treatment Design:2018 (Version 1.2)",,,,,,,
label,b06f8d09-dd87-5e27-8d2e-f7981b992ba1,,note,Acceptance Criteria - Principal Approval,,,,,,,
label,4640d712-e827-56f5-82a2-a916cc740bd1,,note,Method - Contractor and Principal peer review,,,,,,,
label,876ec3db-5534-5417-a2c4-2b39240972f3,,note,Frequency - per design,,,,,,,
label,f11cdbd1-8df2-54ac-b49c-076ce2c12a6b,,note,Responsible Person -,,,,,,,
label,2f08d389-cf19-5569-9d3d-c3ac65728ed6,,note,Verifying Document - Approvals Register - SH30 Frosts - Pavement Rehabilitation Design Report,,,,,,,
label,855e94ca-8f8a-51c0-b408-6085488117ef,,note,Conduct - C or S,,,,,,,
label,62899407-ea43-5ee5-899a-4826075455df,,note,Produce Record - C,,,,,,,
label,56c084f3-4f10-5160-a415-9ea23ff0d0dd,,note,Approval - E,,,,,,,
holdpoint,,,signoff,HOLD POINT,,,,,,,
checkpoint-status,,,checkpoint,Materials: GAP 65 Pre-treatment Material - Aggregate Sampling,,,,,,,
label,5f45335c-1f7d-5faf-b6a4-213322e91587,,note,"Controlling Documents - NZS 4407:2015, WSP Rotorua Sampling Guide",,,,,,,
label,260b9ec9-1b09-5004-b092-de868746a8e6,,note,Verifying Document - Sampling Worksheet,,,,,,,
label,e1083618-f7d8-5101-bd03-cf8c9eb93725,,note,Conduct - C or S,,,,,,,
label,8f10b29c-ff65-5c8b-8aba-871bea11402f,,note,Approval - S,,,,,,,
checkpoint-status,,,checkpoint,Materials: GAP 65 Pre-treatment Material - Source Property Test,,,,,,,
label,05b8342e-cc45-5965-9e1f-41b928ae5678,,note,Controlling Documents - CBR - BOPE NOC Contract Documents Maintenance Specification Section 2.5.3,,,,,,,
label,bbc25732-0826-5ac0-b55a-ec0eed6d69fa,,note,Acceptance Criteria - Soaked CBR ≥ 40,,,,,,,
label,a59410cc-7c49-5b04-bf26-26a2642e518e,,note,Method - Soaked CBR test (NZS:4407:2015:3.15),,,,,,,
label,845b891c-60b2-5ace-aa9d-6675485148a3,,note,Responsible Person - Supervisor,,,,,,,
label,98be216b-4557-5365-9451-5f008fd8816c,,note,Verifying Document - Test Report,,,,,,,
label,d91c171e-3f3b-5b20-91be-234c6d87941d,,note,Conduct - Sp or C or S,,,,,,,
label,44cdf47a-e810-55ea-b69f-70e572524c72,,note,Produce Record - Sp or S,,,,,,,
label,5ca300d0-9908-5f95-bad1-8d05cff4b9ad,,note,Approval - E,,,,,,,
holdpoint,,,signoff,HOLD POINT,,,,,,,
checkpoint-status,,,checkpoint,Materials: GAP 65 Pre-treatment Material - Production Property Test,,,,,,,
label,1393f070-2721-58fb-af1e-45499d374c90,,note,Controlling Documents - Sand Equivalent - BOPE NOC Contract Documents Maintenance Specification Section 2.5.3,,,,,,,
label,36035ea7-39a0-5a4e-ae78-30f42980d4aa,,note,"Acceptance Criteria - Sand Equivalent >35, OR <35 but well graded with no more than 10% by mass passing through a 0.425mm sieve",,,,,,,
label,18550b84-b9d0-5ccc-b94a-f27a930ba849,,note,"Method - Sand Equivalent Test (NZS:4407:2015, 3.6)",,,,,,,
label,2bdce23b-4df9-5e2d-9eb8-185215007390,,note,Responsible Person - Supervisor,,,,,,,
label,0d0c35f9-9ee7-5ad7-8b40-7b6a12702164,,note,Verifying Document - Test Report,,,,,,,
label,f3fd00b7-4fb9-5bc9-b0bc-2b8424c20408,,note,Conduct - Sp or C or S,,,,,,,
