type,name,values,prefix,postfix,usage count,user addable,template name,,,
checklist,ITP - Native Grass Protection Airside Early Works,itp,,,,,ITP - Native Grass Protection Airside Early Works,,,
section,1.0 Preliminary Activities,,,,,,,,,
checkpoint,1.1 - Check for correct documentation,,,,,,,,,
note,Frequency: Prior to site establishment,,,,,,,,,
note,Acceptance Criteria: Review whether a preliminary report has been completed for the project which will outline where the Significant native grasses are and what protection has been specified.,,,,,,,,,
note,Reference Documents: Consultant reports,,,,,,,,,
note,Inspection/ Test Method: Visual inspection,,,,,,,,,
note,Record of conformity: This Signed ITP,,,,,,,,,
note,HP*,,,,,,,,,
note,Responsibility: FH Project Engineer,,,,,,,,,
textbox,Print Name:,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,1.2 - Check the Google Earth Mapping,,,,,,,,,
note,Frequency: During site establishment,,,,,,,,,
note,Acceptance Criteria: Review the Google Earth mapping which outlines the boundary of the native grasses at the time they were mapped.,,,,,,,,,
note,Reference Documents: Google Earth Mapping,,,,,,,,,
note,Inspection/ Test Method: Visual inspection,,,,,,,,,
note,Record of conformity: This Signed ITP,,,,,,,,,
note,HP*,,,,,,,,,
note,Responsibility: FH Project Engineer,,,,,,,,,
textbox,Print Name:,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
section,3.0 Implementation of Controls to Protect the Native Grasses,,,,,,,,,
checkpoint,3.1 - Mark out the exact Significant Native Grass Boundary area,,,,,,,,,
note,Frequency: Prior to commencing any activity,,,,,,,,,
note,Acceptance Criteria:,,,,,,,,,
note,• Work with the surveyor to mark out the Significant Native grass boundary.,,,,,,,,,
note,• Signage will be placed onto the bollards stating ‘Native Grass Boundary Area.’ NTGVVP Nationally Significant Grasses to protect within this area.,,,,,,,,,
note,Reference Documents: EMP,,,,,,,,,
note,Inspection/ Test Method: Inspect,,,,,,,,,
note,Record of conformity: This Signed ITP,,,,,,,,,
note,HP*,,,,,,,,,
note,Responsibility: Surveyor,,,,,,,,,
textbox,Print Name:,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,3.2 - Use temporary fencing and signage to block access to the Significant native grasses where we are working in close proximity. ,,,,,,,,,
note,Frequency: Prior to commencing any activity,,,,,,,,,
note,Acceptance Criteria:,,,,,,,,,
note,"• The Botanist report may define what type of protection is required for the Native grasses. For works in close proximity to the native grasses, use temporary fencing to block access with signage stating “Vegetation Protection – No Go Zone.”",,,,,,,,,
note,• This fencing will be installed at a distance away from the actual native grass boundary to act as a ‘buffer zone’ but still allows works to progress.,,,,,,,,,
note,"Reference Documents: Biosis report, ECP",,,,,,,,,
note,Inspection/ Test Method: Inspect,,,,,,,,,
note,Record of conformity: This Signed ITP,,,,,,,,,
note,HP*,,,,,,,,,
note,Responsibility: FH Project Engineer,,,,,,,,,
textbox,Print Name:,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
checkpoint,3.3 - Implementation of control measures required to protect the significant native grasses around our project area,,,,,,,,,
note,Frequency: Prior to commencing any activity,,,,,,,,,
note,Acceptance Criteria: ,,,,,,,,,
note,• An exclusion zone will be set up with bollards and signage stating “Vegetation Protection – No Go Zone” between our works area and the native grass boundary area to act as a ‘buffer zone.’,,,,,,,,,
note,• Allow a minimum 2.5m buffer zone.,,,,,,,,,
note,"Reference Documents: Biosis Zulu report, EMP",,,,,,,,,
note,Inspection/ Test Method: Inspect,,,,,,,,,
note,Record of conformity: This signed ITP,,,,,,,,,
note,HP,,,,,,,,,
note,Responsibility: FH Project Engineer ,,,,,,,,,
textbox,Print Name:,,,,,,,,,
textbox,Date Completed:,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,
section,4.0 APAM Hold Point Release -  Second Inspection,,,,,,,,,
checkpoint,4.1 - Release of Hold Point for Native grass Protection,,,,,,,,,
note,Frequency: Prior to commencing construction,,,,,,,,,
note,Acceptance Criteria:,,,,,,,,,
note,• Arrange an APAM inspection to confirm that the native grasses are protected with the required temporary fencing or bollards and correct signage where required.,,,,,,,,,
note,• All parties are to sign off on this Hold Point Release document,,,,,,,,,
note,"Reference Documents: CEMP, ECP, Botanist report",,,,,,,,,
note,Inspection/ Test Method: Visual,,,,,,,,,
note,Record of conformity: This Signed ITP,,,,,,,,,
note,HP,,,,,,,,,
note,"Responsibility: APAM, Fulton Hogan Environmental Manager or Project Manager",,,,,,,,,
textbox,Print Name:,,,FH / Surveyor,,,,,,
textbox,Date Completed:,,,FH / Surveyor,,,,,,
textbox,Print Name:,,,APAM,,,,,,
textbox,Date Completed:,,,APAM,,,,,,
checkpoint,Final Inspection,,,,,,,,,
note,On behalf of Fulton Hogan it is hereby certified that the Works represented by the items of work listed above have been reviewed and implemented in accordance with the Construction Environmental Management Plan and conform in all respects with the requirements of the Contract. ,,,,,,,,,
label,FH Environmental Team,,,,,,,,,
textbox,Print Name:,,,FH Environmental Team,,,,,,
textbox,Position:,,,FH Environmental Team,,,,,,
textbox,Date:,,,FH Environmental Team,,,,,,
label,FH Project Manager,,,,,,,,,
textbox,Print Name:,,,FH Project Manager,,,,,,
textbox,Position:,,,FH Project Manager,,,,,,
textbox,Date:,,,FH Project Manager,,,,,,
