Id,Type,Name,Values,Prompting Name,Postfix,Resource Id
53b42571-4ad7-4ef9-9303-2a304d708f37,checklist,ITP - Module Installation,itp,ITP - Module Installation,,
5b7ae7d5-11ab-4874-bdff-013ff11e63f7,section,Location Details,,,,
cb657d1b-d737-4621-ad61-528a95651e69,checkpoint-no-value,Site Reference,,,,
fba294e1-b473-51a1-95c6-d7cb0c4722ec,dropdown,Site Reference - Block,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19",,,
0f17062d-ec77-42bf-ad7f-cad660bd256a,section,Preconstruction,,,,
a92a15a9-d562-4d97-8648-b43447929d49,checkpoint,Design Review,,,,
a49a7296-f31c-55a7-8432-f90ca4cf3f28,note,Verification of Module layout and mounting details,,,,
1710415f-6f1d-5a2d-adf2-fb38e98e8c46,note,Compliance with approved drawings and structural analysis,,,,
c395b5d7-0358-5c12-9b7f-b4d82a9f3226,note,Design Approval Documentation,,,,
0b552bc8-39a4-5c55-bc2c-4c0ee7beaaf0,note,Schletter FS Duo - Fixed Tilt Installation Procedure,,,,
c3c11045-ddb7-59fb-9283-6b13e3b18536,note,01_Maungaturoto_FS2V-23°-12_DUO_EX,,,,
239d2bc1-a553-543f-820b-58fd12e3de8e,note,02_Maungaturoto_FS2V-23°-12_DUO_EX,,,,
d32d3c85-0a5e-4f92-9df6-3c0456a29f25,signoff,CHINT Hold Point,,,,
e64e356f-677e-4c24-987a-008dbd51b9c5,checkpoint,Material Approval,,,,
647ed8c9-85a9-5946-8fbc-c7ab026b0402,note,Approval of Solar Module components and hardware,,,,
53d3eeb7-0b35-51f7-8f9a-131d2d18dbba,note,Compliance with material specifications (e.g. certifications & warranties),,,,
ff96a0ab-6d7c-5fbc-8842-0c5fbd125b42,note,Material Test Certificates,,,,
2db7d6b1-b16d-410a-a795-3e2bfe3c2c0f,signoff,CHINT Hold Point,,,,
88c01fc0-ad57-497c-a58e-97b5b86be8a0,checkpoint,Racking Inspection,,,,
af5b0e3a-350a-53fe-99d1-df00e8240696,note,Verify racking system readiness for module installation,,,,
34ee68f9-1181-5f82-99d9-7bd0d15d858d,note,Properly installed and inspected as per Racking Installation ITP,,,,
cc3859df-e009-5873-90c3-d4972742ca4e,note,Inspection of all tables,,,,
0532fbe5-4153-4d46-af37-c341d0b44a7c,signoff,CHINT / United Civil Hold Point,,,,
a4b168b6-1063-4b7b-837c-7becf1682e91,checkpoint,Equipment Verification,,,,
af4fd6cd-a930-59bf-b729-1c040a57e8bc,note,Inspect equipment and tools for installation,,,,
2bcb9175-ed55-5929-9ef3-373ea3e6e064,note,Equipment is functional and calibrated,,,,
b5399334-73dc-5feb-9e76-75cbdb36fdd7,note,Equipment Records where applicable,,,,
ea272fb9-dfae-42f6-a416-d626b9bdf8e9,section,Construction,,,,
ace267a1-4448-4a82-8802-1c3e28900b3c,checkpoint,Module Handling,,,,
5324f0f5-699d-5431-a475-24d705962826,note,Visual inspection of modules for damage during unloading,,,,
880fc288-85bb-517c-98f8-7168406e2cf8,note,"No visible cracks, chips, or scratches",,,,
7c3ba0a5-5fe6-4aa9-aca3-b488ecfdd2c5,checkpoint,Mounting Hardware,,,,
b0565234-9b75-51b2-9b87-dd8effbc36e2,note,Verify assembly ITCs as per Schletter FS Duo - Fixed Tilt Installation Procedure and secure mounting of hardware,,,,
