type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,POST - S - Carpet Installation,,,,,,
checkpoint,Flooring prep/ levelling compound completed if required,,,,,,
checkpoint,Substrate/ Underlay installed to meet required specification,,,,,,
checkpoint,Carpet Installation work completed - specified level of finish achieved ,,,,,,
checkpoint,Carpet protection layer installed ,,,,,,
checkpoint,Inspections completed and issued to Foreman,,,,,,
holdpoint,CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS,,,,,,
,,,,,,,
checklist-flat,CST - S - Completion Documents,,,,,,
checkpoint,All relevant Compliance Documentation completed and attached above,,,,,,
bool,Any Additional Compliance Documentation (Required under Section C and by Consultants) - Completed and Attached,,,,,,
label,"Do not select ""Pass"" HERE until all requirements have been marked as ""Yes"" & attached or you have selected ""N/A""",,,,,,
holdpoint,Request Signoff,,,,,,
checkpoint,Inspections completed and issued to Foreman,,,,,,
holdpoint,CLICK AND SEND EMAIL TO FOREMAN TO SIGN FOR RECEIPT OF THE INSPECTION RESULTS,,,,,,
