"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Delivery Checks"
,"Scope",,,"delivery checks"
,"Rows"
,,"Delivery Checks","dynamic","delivery checks"
,"Columns"
,,"Delivery docket attached/photographed",,"delivery docket attached or photographed"
,,"Report Reference:","Report Reference:","delivery docket attached or photographed"
,,"Date of Delivery:","Date of Delivery:","delivery docket attached or photographed"
,,"Manufacturer/Supplier:","Manufacturer/Supplier:","delivery docket attached or photographed"
,,"Equipment Description:","Equipment Description:","delivery docket attached or photographed"
,,"Technical Approval Ref:","Technical Approval Ref:","delivery docket attached or photographed"
,,"Drawing Approval Ref:","Drawing Approval Ref:","delivery docket attached or photographed"
,,"Photo(s) of serial number(s)",,"photo(s) of serial number(s)"
,,"Approved by Supplier/Manufacturer",,"approved by supplier / manufacturer"
,,"Approved by Subcontractor Representative",,"approved by subcontractor representative"
,,"Approved by Scentre Group",,"approved by scentre group"
,,"Date/Time of Inspection:","Date/Time of Inspection:","approved by scentre group"

"Overall Progress"
,"Scope",,,"site qa"
,"Rows"
,,"Level 1","dynamic","level 1","site qa"
,,"Level 2","dynamic","level 2","site qa"
,,"Level 3","dynamic","level 3","site qa"
,"Columns"
,,"Ductwork Installation",,"ductwork installation"
,,"Ductwork Insulation",,"ductwork insulation"
,,"Ductwork Piece Factory",,"ductwork piece factory"
,,"Grille Installation",,"grille installation"
,,"Fan Installation",,"fan installation"
,,"Fire Dampers Installation",,"fire dampers installation"
,,"Fire Penetrations Register",,"fire penetrations register"
,,"Split AC VRV Unit Installation",,"split ac vrv unit installation"
,,"CHW Pipe Work installation",,"chw pipe work installation"
,,"HHW Pipe Work installation",,"hhw pipe work installation"
,,"Plant Room",,"plant room"
,,"AHU Installation",,"ahu installation"

