Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
MF Structures - Lift Cores Progress,,,,,,,,
,Scope,,,mf structures - levande epping,,,,
,Rows,,,,,,,
,,Tower,grouping,tower,,,,
,,Basement 3,,basement 3,site qa,lift cores,tower,
,,Basement 2,,basement 2,site qa,lift cores,tower,
,,Basement 1,,site qa,basement 1,lift cores,tower,
,,Lower Ground,,site qa,lift cores,lower ground,tower,
,,Jumpform Pour 4 (LG-UG),,Site QA,Lift Cores,Tower,Jumpform Pour 4 (LG-UG),
,,Jumpform Pour 4 (UG-L1),,Site QA,Lift Cores,Tower,Jumpform Pour 4 (UG-L1),
,,Jumpform Pour 5 (UG-L1-L2),,Site QA,Lift Cores,Tower,Jumpform Pour 5 (UG-L1-L2),
,,Jumpform Pour 6 (L1-L2-L3),,Site QA,Lift Cores,Tower,Jumpform Pour 6 (L1-L2-L3),
,,Jumpform Pour 7 (L2-L3-L4),,Site QA,Lift Cores,Tower,Jumpform Pour 7 (L2-L3-L4),
,,Jumpform Pour 8 (L3-L4-L5),,Site QA,Lift Cores,Tower,Jumpform Pour 8 (L3-L4-L5),
,,Jumpform Pour 9 (L4--L5-L6),,Site QA,Lift Cores,Tower,Jumpform Pour 9 (L4--L5-L6),
,,Jumpform Pour 10 (L5-L6-L7),,Site QA,Lift Cores,Tower,Jumpform Pour 10 (L5-L6-L7),
,,Jumpform Pour 11 (L6-L7),,Site QA,Lift Cores,Tower,Jumpform Pour 11 (L6-L7),
,,Jumpform Pour 12 (L7-L8),,Site QA,Lift Cores,Tower,Jumpform Pour 12 (L7-L8),
,,Jumpform Pour 13 (L8-L9),,Site QA,Lift Cores,Tower,Jumpform Pour 13 (L8-L9),
,,Jumpform Pour 14 (L9-L10),,Site QA,Lift Cores,Tower,Jumpform Pour 14 (L9-L10),
,,Jumpform Pour 15 (L10-L11),,Site QA,Lift Cores,Tower,Jumpform Pour 15 (L10-L11),
,,Jumpform Pour 16 (L11-L12),,Site QA,Lift Cores,Tower,Jumpform Pour 16 (L11-L12),
,,Jumpform Pour 17 (L12-L13),,Site QA,Lift Cores,Tower,Jumpform Pour 17 (L12-L13),
,,Jumpform Pour 18 (L13-L14),,Site QA,Lift Cores,Tower,Jumpform Pour 18 (L13-L14),
,,Jumpform Pour 19 (L14-L15),,Site QA,Lift Cores,Tower,Jumpform Pour 19 (L14-L15),
,,Jumpform Pour 20 (L15-L16),,Site QA,Lift Cores,Tower,Jumpform Pour 20 (L15-L16),
,,Jumpform Pour 21 (L16-L17),,Site QA,Lift Cores,Tower,Jumpform Pour 21 (L16-L17),
,,Jumpform Pour 22 (L17-L18),,Site QA,Lift Cores,Tower,Jumpform Pour 22 (L17-L18),
,,Jumpform Pour 23 (L18-L19),,Site QA,Lift Cores,Tower,Jumpform Pour 23 (L18-L19),
,,Jumpform Pour 24 (L19-L20),,Site QA,Lift Cores,Tower,Jumpform Pour 24 (L19-L20),
,,Jumpform Pour 25 (L20-L21),,Site QA,Lift Cores,Tower,Jumpform Pour 25 (L20-L21),
,,Jumpform Pour 26 (L21-L22),,Site QA,Lift Cores,Tower,Jumpform Pour 26 (L21-L22),
,,Jumpform Pour 27 (L22-L23),,Site QA,Lift Cores,Tower,Jumpform Pour 27 (L22-L23),
,,Jumpform Pour 28 (L23-L24),,Site QA,Lift Cores,Tower,Jumpform Pour 28 (L23-L24),
,,Jumpform Pour 29 (L2-L25),,Site QA,Lift Cores,Tower,Jumpform Pour 29 (L2-L25),
,,Jumpform Pour 30 (L25-L26),,Site QA,Lift Cores,Tower,Jumpform Pour 30 (L25-L26),
,,Jumpform Pour 31 (L26-L27),,Site QA,Lift Cores,Tower,Jumpform Pour 31 (L26-L27),
,,Jumpform Pour 32 (L27-L28),,Site QA,Lift Cores,Tower,Jumpform Pour 32 (L27-L28),
,,Jumpform Pour 33 (L28-ROOF),,Site QA,Lift Cores,Tower,Jumpform Pour 33 (L28-ROOF),
,,Jumpform Pour 34 (ROOF-LIFT OVERUN),,Site QA,Lift Cores,Tower,Jumpform Pour 34 (ROOF-LIFT OVERUN),
,,School,grouping,school,,,,
,,Lower Ground,,site qa,school,lift cores,lower ground,
,,Upper Ground,,site qa,school,lift cores,upper ground,
,,Level 1,,site qa,school,lift cores,level 1,
,,Level 2,,site qa,school,lift cores,level 2,
,,Level 3,,site qa,school,lift cores,level 3,
,,Level 4,,level 4,site qa,school,lift cores,
,,Parish,grouping,parish,,,,
,,Lower Ground,,site qa,lift cores,parish,lower ground,
,,Upper Ground,,site qa,lift cores,parish,upper ground,
,,Level 1,,site qa,lift cores,level 1,parish,
,,Level 2,,site qa,lift cores,parish,level 2,
,,Level 3,,site qa,lift cores,parish,level 3,
,Columns,,,,,,,
,,Pre Pour,,pre pour,,,,
,,Formwork,,formwork,,,,
,,,,,,,,
General Beton - Lift Cores Progress,,,,,,,,
,Scope,,,general beton - levande epping,,,,
,Rows,,,,,,,
,,Tower,grouping,tower,,,,
,,Basement 3,,basement 3,site qa,lift cores,tower,
,,Basement 2,,basement 2,site qa,lift cores,tower,
,,Basement 1,,site qa,basement 1,lift cores,tower,
,,Jumpform Pour 3 (LG-UG),,Site QA,Lift Cores,Tower,Jumpform Pour 3 (LG-UG),
,,Jumpform Pour 4 (UG-L1),,Site QA,Lift Cores,Tower,Jumpform Pour 4 (UG-L1),
,,Jumpform Pour 5 (UG-L1-L2),,Site QA,Lift Cores,Tower,Jumpform Pour 5 (UG-L1-L2),
,,Jumpform Pour 6 (L1-L2-L3),,Site QA,Lift Cores,Tower,Jumpform Pour 6 (L1-L2-L3),
,,Jumpform Pour 7 (L2-L3-L4),,Site QA,Lift Cores,Tower,Jumpform Pour 7 (L2-L3-L4),
,,Jumpform Pour 8 (L3-L4-L5),,Site QA,Lift Cores,Tower,Jumpform Pour 8 (L3-L4-L5),
,,Jumpform Pour 9 (L4--L5-L6),,Site QA,Lift Cores,Tower,Jumpform Pour 9 (L4--L5-L6),
,,Jumpform Pour 10 (L5-L6-L7),,Site QA,Lift Cores,Tower,Jumpform Pour 10 (L5-L6-L7),
,,Jumpform Pour 11 (L6-L7),,Site QA,Lift Cores,Tower,Jumpform Pour 11 (L6-L7),
,,Jumpform Pour 12 (L7-L8),,Site QA,Lift Cores,Tower,Jumpform Pour 12 (L7-L8),
,,Jumpform Pour 13 (L8-L9),,Site QA,Lift Cores,Tower,Jumpform Pour 13 (L8-L9),
,,Jumpform Pour 14 (L9-L10),,Site QA,Lift Cores,Tower,Jumpform Pour 14 (L9-L10),
