type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,,,,,,,,,
checklist,ITP-317-RAIL-SSO-Rail Delineation Permanent Fencing,itp,,,,,ITP-317-RAIL-SSO-Rail Delineation Permanent Fencing Rev 0,,,,,,,,,,,,,,,,
section,Referenced Documentation,,,,,,,,,,,,,,,,,,,,,,
checkpoint,Referenced Documentation,,,,,,,,,,,,,,,,,,,,,,
label,Document Title: ITP-317-CIV-SSO-Rail Delineation Fencing-Permanent,,,,,,,,,,,,,,,,,,,,,,
label,ITP Description: SSO-Rail Delineation Fencing-Permanent,,,,,,,,,,,,,,,,,,,,,,
label,Discipline (e.g. CIV/STR/RAIL): CIV,,,,,,,,,,,,,,,,,,,,,,
label,Revision Number: 0,,,,,,,,,,,,,,,,,,,,,,
label,Revision Date: 1/09/2023,,,,,,,,,,,,,,,,,,,,,,
label,ITP created by: Diana Delac,,,,,,,,,,,,,,,,,,,,,,
label,ITP approved for use by: Romualdo Magpantay,,,,,,,,,,,,,,,,,,,,,,
label,1.1 - Non Dependent,,,,,,,,,,,,,,,,,,,,,,
label,Reference - IFC Drawings,,,,,,,,,,,,,,,,,,,,,,
label,○ L1-CHE-STD-005,,,,,,,,,,,,,,,,,,,,,,
label,○ L1-CHE-STD-025,,,,,,,,,,,,,,,,,,,,,,
label,○ VicRoads Section 610,,,,,,,,,,,,,,,,,,,,,,
label,○ VicRoads Section 630,,,,,,,,,,,,,,,,,,,,,,
section,Materials,,,,,,,,,,,,,,,,,,,,,,
checkpoint,2.1 Concrete,,,,,,,,,,,,,,,,,,,,,,
label,"REFERENCE: IFC Drawings Section 610.07, Table 610.071",,,,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Concrete Mix is Registered with VicRoads.,,,,,,,,,,,,,,,,,,,,,,
label,○ 32MPa concrete to be used as per IFC drawings.,,,,,,,,,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each Mix,,,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/Site Supervisor,,,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Supplier Certificate of Compliance,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,
checkpoint,"2.2 Steel Columns, Cladding, Handrails, etc",,,,,,,,,,,,,,,,,,,,,,
label,"REFERENCE: IFC Drawings AS41000, AS1163",,,,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: All Steel must comply with Australian Standards.,,,,,,,,,,,,,,,,,,,,,,
label,○ Steel section sizes must be checked on site.,,,,,,,,,,,,,,,,,,,,,,
label,○ Steel posts to be CHS with a grade of C250,,,,,,,,,,,,,,,,,,,,,,
label,"METHOD: Document review, Visual and Measure",,,,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: All elements,,,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/Site Supervisor,,,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: Supplier Certificate of Compliance,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
section,Pre-construction / Pre-installation Activities,,,,,,,,,,,,,,,,,,,,,,
checkpoint,3.1 Survey Set-out,,,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings,,,,,,,,,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Survey to set out the following but not limited to: existing services, post locations, refuge bays",,,,,,,,,,,,,,,,,,,,,,
label,○ Offset checked against the running edge prior to installation of posts.,,,,,,,,,,,,,,,,,,,,,,
label,"METHOD: Measure, Visual",,,,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each element,,,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,,,
label,"RESPONSIBILITY: Surveyor, SE/PE",,,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
section,Construction / Installation Activities,,,,,,,,,,,,,,,,,,,,,,
checkpoint,4.1 Excavation works,,,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings L1-CHE-STD-005,,,,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Excavation for post foundation must not undermine footing of existing structures.,,,,,,,,,,,,,,,,,,,,,,
label,○ Follow asset owners guidelines for work around their service.,,,,,,,,,,,,,,,,,,,,,,
label,○ Excavation must use Non Distructive Digging in the rail corridor,,,,,,,,,,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,,,,,,,,,
label,FREQUENCY:,,,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/Site Supervisor,,,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,4.2 Ground Conditions,,,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings,,,,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: All post (fence and gate) foundations to be inspected by the site team prior to installing the posts. All foundations are to be free of water and loose material. ,,,,,,,,,,,,,,,,,,,,,,
label,"○ If the ground material on site does not meet the design assumptions, the Geotechnical Engineer shall be notified to determine if design change is required.",,,,,,,,,,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each post,,,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/Site Supervisor,,,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,4.3 MTM OHW Structures,,,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings L1-CHE-STD-005,,,,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Fencing must be a minimum 2m away from OHW Structures. ,,,,,,,,,,,,,,,,,,,,,,
label,"○ Where temporary fence is in proximity of the OHW Structure, the OHW Structure is to be cladded with timber for a minimum height of 2.4m from ground level.",,,,,,,,,,,,,,,,,,,,,,
label,METHOD: Measure,,,,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each Overhead,,,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/Site Supervisor,,,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,4.4 Fence Post Foundation,,,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings L1-CHE-STD-005,,,,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: 32MPa concrete.,,,,,,,,,,,,,,,,,,,,,,
label,○ Footing to be a min. 1m clear from proposed TTC footing,,,,,,,,,,,,,,,,,,,,,,
label,○ Typical Footing:,,,,,,,,,,,,,,,,,,,,,,
label,"   — Footing dimension 900mm deep, cross section 300mm X 300mm",,,,,,,,,,,,,,,,,,,,,,
label,   — DN80 MS Pipe (88.9 X 4CHS) to be installed full depth.,,,,,,,,,,,,,,,,,,,,,,
label,○ Alternative Strip Footing:,,,,,,,,,,,,,,,,,,,,,,
label,   — 800x800x300mm thick,,,,,,,,,,,,,,,,,,,,,,
label,   — 101.6 x 4.0 CHS sleeve to be cast into footing.,,,,,,,,,,,,,,,,,,,,,,
label,   — 150x150x5 thick base plate welded to sleeve.,,,,,,,,,,,,,,,,,,,,,,
label,○ Refer to IFC drawing for reinforcement details.,,,,,,,,,,,,,,,,,,,,,,
label,METHOD: Measure,,,,,,,,,,,,,,,,,,,,,,
