type,name,values,prefix,postfix,usage count,user addable,template name
checklist,Fan Coil Units,,,,,,Fan Coil Units
section,Unit First Fix QA,,,,,,
checkpoint,Correct Unit Installed,,,,,,
checkpoint,u/s of Unit at correct height,,,,,,
checkpoint,Mounting and Springs Installed,,,,,,
checkpoint,Correct Hanger Spacing,,,,,,
section,Unit Second Fix QA,,,,,,
checkpoint,Unit Plenum Boxes to be installed,,,,,,
checkpoint,Filters installed,,,,,,
checkpoint,Seismic Bracing Installed,,,,,,
textbox,Drawing Reference Number,,,,,,
checkpoint,P - trap installed,,,,,,
checkpoint,Driptray installed,,,,,,
checkpoint,Condensate Drains installed,,,,,,
checkpoint,Tundish provided by others,,,,,,
checkpoint,"Correct Fall to tundish , and water flow tested",,,,,,
section,Fit Off QA,,,,,,
checkpoint,Flexible ducting installed c/w supports. ,,,,,,
checkpoint,Correct Equipment / Correct Grills / Diffuser Installed,,,,,,
section,E4M QA,,,,,,
checkpoint,Wiring First Fix Complete,,,,,,
checkpoint,Cable Tray Installed Correctly,,,,,,
checkpoint,Electrical Isolators installed in Correct location,,,,,,
checkpoint,Units Terminated,,,,,,
checkpoint,Temp Sensors and Controllers Installed,,,,,,
checkpoint,Units Tested and Running,,,,,,
