type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,"Split System 1st Fix (High wall, Casset, Under ceiling, Floor mounted)",,,,,,,
section,Details,,,,,,,
checkpoint,Check location of indoor and out door unit are as per plan or confirmation from client,,,,,,,
checkpoint,Check location of were pipes come out of the walls.,,,,,,,
checkpoint,"Insulation to fridge pipe complete, photo",,,,,,,
checkpoint,Drains complete and tested with photo,,,,,,,
checkpoint,Fridge Pipe instilled with photos,,,,,,,
checkpoint,In-between run. Photo,,,,,,,
checkpoint,Wall control cable run. Photo,,,,,,,
checkpoint,Site left clean,,,,,,,
,,,,,,,,
checklist,"Split System 2nd Fix (High wall, Casset, Under ceiling, Floor mounted)",,,,,,,
section,Details,,,,,,,
checkpoint,Terminations complete,,,,,,,
checkpoint,Drain tested,,,,,,,
checkpoint,Capping installed photo,,,,,,,
checkpoint,Pressure test of fridge pipe. Photo,,,,,,,
checkpoint,Vacumed to supplier requirements,,,,,,,
checkpoint,Checking of operation.,,,,,,,
checkpoint,Photos of finished install,,,,,,,
checkpoint,Site left clean,,,,,,,
,,,,,,,,
checklist,Split System 1st Fix (Ducted),,,,,,,
section,Details,,,,,,,
checkpoint,Check location of indoor and out door unit are as per plan or confirmation from client,,,,,,,
checkpoint,Indoor installed with good support (photo),,,,,,,
checkpoint,Plenums installed and sealed (photo),,,,,,,
checkpoint,Flexibles installed correctly with no sharp bends and good connections to plenuims and grill boots,,,,,,,
checkpoint,All grill boots installed and in correct location.,,,,,,,
checkpoint,Drains terminated to indoor,,,,,,,
checkpoint,Fridge pipe terminated to indoor,,,,,,,
checkpoint,Pressure test fridge pipe if applicable,,,,,,,
checkpoint,Check location of were pipes come out of the wall,,,,,,,
checkpoint,"Insulation to fridge pipe complete, photo",,,,,,,
checkpoint,Drains complete and tested with photo,,,,,,,
checkpoint,Fridge Pipe instilled with photos,,,,,,,
checkpoint,In-between run. Photo,,,,,,,
checkpoint,Wall control cable run. Photo,,,,,,,
checkpoint,Site left clean,,,,,,,
,,,,,,,,
checklist,Split System 2nd Fix (Ducted),,,,,,,
section,Details,,,,,,,
checkpoint,Terminations complete,,,,,,,
checkpoint,Grills installed,,,,,,,
checkpoint,Drain tested,,,,,,,
checkpoint,Capping installed photo,,,,,,,
checkpoint,Pressure test of fridge pipe. Photo,,,,,,,
checkpoint,Vacuumed to supplier requirements,,,,,,,
checkpoint,Checking of operation,,,,,,,
checkpoint,Photos of finished install,,,,,,,
checkpoint,Site left clean,,,,,,,
,,,,,,,,
checklist,Kitchen Extract Duct,,,,,,,
section,Details,,,,,,,
checkpoint,Drawing number,,,,,,,
checkpoint,Marked up drawing of duct getting Q.A. (Can be a photo of drawing),,,,,,,
checkpoint,Duct is 18 gauge,,,,,,,
checkpoint,There are no terning veins installed in system,,,,,,,
checkpoint,No fire dampers installed,,,,,,,
checkpoint,Fire wrap were applicable,,,,,,,
checkpoint,All joints are tight and have duct clamps,,,,,,,
checkpoint,Cleaning access hatched provided,,,,,,,
checkpoint,Photos of duct,,,,,,,
checkpoint,Seismic as per design,,,,,,,
checkpoint,Good duct support,,,,,,,
