type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,,,,,,,,,
checklist,ITP-271-CIV-FER-Permanent Farm Fencing,itp,,,,,ITP-271-CIV-FER-Permanent Farm Fencing Rev 0,,,,,,,,,,,,,,,,
section,1. Referenced Documentation,,,,,,,,,,,,,,,,,,,,,,
checkpoint-no-value,Referenced Documentation,,,,,,,,,,,,,,,,,,,,,,
label,Document Title: ITP-271- CIV-Permanent Farm Fencing,,,,,,,,,,,,,,,,,,,,,,
label,ITP Description: Permanent Farm Fencing,,,,,,,,,,,,,,,,,,,,,,
label,Discipline (e.g. CIV/STR/RAIL): 271- CIV,,,,,,,,,,,,,,,,,,,,,,
label,Revision Number: 0,,,,,,,,,,,,,,,,,,,,,,
label,Revision Date: 9/05/2025,,,,,,,,,,,,,,,,,,,,,,
label,ITP created by: Kamel Alshobaki,,,,,,,,,,,,,,,,,,,,,,
label,ITP approved for use by: Pradeep Talasila,,,,,,,,,,,,,,,,,,,,,,
label,1.1 - Non Dependent,,,,,,,,,,,,,,,,,,,,,,
label,Reference - IFC Drawings,,,,,,,,,,,,,,,,,,,,,,
label,1.2 - Non Dependent,,,,,,,,,,,,,,,,,,,,,,
label,Reference - VicRoads Drawing No. SD3151,,,,,,,,,,,,,,,,,,,,,,
label,○ VicRoads Drawing No. SD3111,,,,,,,,,,,,,,,,,,,,,,
label,○ VicRoads Drawing No. SD3161,,,,,,,,,,,,,,,,,,,,,,
section,2. Materials,,,,,,,,,,,,,,,,,,,,,,
checkpoint,2.1 - Timber,,,,,,,,,,,,,,,,,,,,,,
label,Reference - IFC Drawings SD3111,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Untreated Timber and Treated Timber according to Vicroads SD3111.,,,,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - All elements,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/Site Supervisor,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,2.2 - Concrete,,,,,,,,,,,,,,,,,,,,,,
label,Reference - IFC Drawings AS 1379 & SD3111 & SD3161,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Shall be 20 MPa concrete to be used as per IFC drawings & Vicroads SD3111 & SD3161 and AS1379.,,,,,,,,,,,,,,,,,,,,,,
label,Method - Document Review,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each Mix,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/Site Supervisor,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,2.3 - Steel components including wires and posts.,,,,,,,,,,,,,,,,,,,,,,
label,Reference - IFC Drawings SD3111,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - All Steel must comply with Australian Standards.,,,,,,,,,,,,,,,,,,,,,,
label,○ Steel section sizes must be checked on site. ,,,,,,,,,,,,,,,,,,,,,,
label,○ Star Pickets according to Vicroads SD3111.,,,,,,,,,,,,,,,,,,,,,,
label,"Method - Document review, Visual and Measure",,,,,,,,,,,,,,,,,,,,,,
label,Frequency - All elements,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/Site Supervisor,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - Supplier Certificate of Compliance,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
section,3. Pre-construction / Pre-installation Activities,,,,,,,,,,,,,,,,,,,,,,
checkpoint,3.1 - Survey Set-out,,,,,,,,,,,,,,,,,,,,,,
label,Reference - IFC Drawings,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Survey to set out the following but not limited to: existing services, footing points and fence start and end points.",,,,,,,,,,,,,,,,,,,,,,
label,○ Offset checked against the running edge prior to installation of posts.,,,,,,,,,,,,,,,,,,,,,,
label,Method - Visual and Measure,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each element,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,"Responsibility - Surveyor, SE/PE",,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
section,4.,,,,,,,,,,,,,,,,,,,,,,
checkpoint,4.1 - Excavation works,,,,,,,,,,,,,,,,,,,,,,
label,Reference - IFC Drawings,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Excavation completed by auger outside of service working limits.,,,,,,,,,,,,,,,,,,,,,,
label,○ Follow asset owners guidelines for work around their service.,,,,,,,,,,,,,,,,,,,,,,
label,Method - Visual,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each fence footing,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/Site Supervisor,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,4.2 - Ground Conditions,,,,,,,,,,,,,,,,,,,,,,
label,Reference - IFC Drawings,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - All post foundations to be inspected by the site team prior to installing the posts. All foundations are to be free of water and loose material. ,,,,,,,,,,,,,,,,,,,,,,
label,"○ If the ground material on site does not meet the design assumptions, the Geotechnical Engineer shall be notified to determine if design change is required.",,,,,,,,,,,,,,,,,,,,,,
label,Method - Visual,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each post,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/Site Supervisor,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This ITP,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,4.3 - Fence Installation,,,,,,,,,,,,,,,,,,,,,,
label,"Reference - IFC Drawings AS 1379, SD3111",,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Timber posts shall be set in dug or drilled holes.,,,,,,,,,,,,,,,,,,,,,,
label,○ Posts shall be set solidly on star picket and any space left around the posts shall be backfilled and the backfilling compacted. ,,,,,,,,,,,,,,,,,,,,,,
label,○ Concrete Shall be 20MPA strength grade complying with the requirements of AS 1379/1991.,,,,,,,,,,,,,,,,,,,,,,
label,Method - Measure,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each post,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - SE/Site Supervisor,,,,,,,,,,,,,,,,,,,,,,
label,"Verifying Documents - This ITP, Concrete Dockets",,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,4.3 - Timber Post Intallation,,,,,,,,,,,,,,,,,,,,,,
label,"Reference - IFC Drawings AS 1379, SD3111",,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Timber intermediate post to be used at not more than 40m intervals and at a minimum length of 1800mm long.,,,,,,,,,,,,,,,,,,,,,,
label,○ Timbers 2 x 1175 Long to be spaced evenly in pannel and clipped or tied to wires as sepcificed.,,,,,,,,,,,,,,,,,,,,,,
label,Method - Measure,,,,,,,,,,,,,,,,,,,,,,
