"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f4489126-c007-449f-b2d1-624f8607c670","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project QA"
"ff472b26-ef26-44a3-af4f-60e018da5a1f","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Zone 1"
"a6b44ce4-23f5-417c-aa0f-2ebeb077b925","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Zone 8","Drainage"
"1f519a1d-cd6e-4e51-be11-9b206af1f461","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Zone 8","Pavements"
"2b9de697-4de8-4e7a-a66d-f89f5d494acb","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Zone 9"
"48a60a8d-8718-4e4a-851a-02ded41322d4","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Zone 9","Earthworks"
"ad9eafbd-1842-43d8-92a5-9daa291e4137","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Zone 9","Drainage"
"daf71c3a-92c6-4a38-9bd0-fdd5207d01be","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Zone 9","Pavements"
"593a5844-cfdf-4f37-965a-175cc94669ab","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Zone 10"
"ff850966-62dd-433a-91fb-fd6c8b49152e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Zone 10","Earthworks"
"145d331b-ee8a-4cd4-b3ed-05c8cbd7d369","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Zone 10","Drainage"
"eae901d2-53ea-4f0e-befc-32a3b6e23127","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project QA","Zone 10","Pavements"
