Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Fitout Progress,,,,,,
,Scope,,,,,
,Rows,,,,,
,,Ground Floor,dynamic,Ground Floor,Fitout,Site QA
,,Level 1,dynamic,Level 1,Fitout,Site QA
,,Level 2,dynamic,Level 2,Fitout,Site QA
,,Level 3,dynamic,Level 3,Fitout,Site QA
,,Level 4,dynamic,Level 4,Fitout,Site QA
,,Level 5,dynamic,Level 5,Fitout,Site QA
,,Level 6,dynamic,Level 6,Fitout,Site QA
,Columns,,,,,
,,Passive Fire,,Passive Fire,,
,,Preline,,Preline,,
,,Postline,,Postline,,
