type,name,values,prefix,postfix,usage count,user addable,template name
checklist,Eurobond Installation,,,,,,Cricket Wall - Eurobond Installation Checklist
section,Material Inspection,,,,,,
checkpoint,Wall Cladding - 150mm Insulated Panel - Eurobond Europanel,,,,,,
checkpoint,Insulated Panel Wall Cladding - Butyl Tape to Side Laps,,,,,,
checkpoint,EBS1 - Base Support to bottom of panels (Europanel),,,,,,
checkpoint,Insulated Panel Wall Cladding - Butyl Tape to Panel Top & Bottom,,,,,,
checkpoint,Insulated Panel Wall Cladding - Spreader plates (Europanel),,,,,,
checkpoint,Insulated Panel Wall Cladding - 150mm Panel  (6 screws per m2),,,,,,
checkpoint,Wall Cladding Top Hat - 1.6mm - Ledger Angle to base of panels,,,,,,
checkpoint,Wall Flashing - 0.61mm Colorbond - Wall Trim - 200mm - Internal,,,,,,
checkpoint,Wall Flashing - 0.61mm Colorbond Coolmax - Top Trim - 200mm,,,,,,
checkpoint,Wall Flashing - 0.61mm Colorbond Coolmax - Internal Trim - 200mm,,,,,,
checkpoint,Wall Flashing - 0.61mm Colorbond Coolmax - Wall Trim - 400mm,,,,,,
checkpoint,Wall Flashing - 0.61mm Colorbond Coolmax - Door / Window Trim - 400mm,,,,,,
checkpoint,Wall Flashing - 0.61mm Colorbond Coolmax - Foot Flashing 400mm,,,,,,
checkpoint,Wall Penetration - Downpipe penetrations,,,,,,
checkpoint,Wall Penetration - Outrigger screen penetrations,,,,,,
checkpoint,Wall Penetration - Overflows through facade,,,,,,
checkpoint,Wall Penetration - Overflows through facade,,,,,,
checkpoint,Wall Penetration - Outrigger screen penetrations,,,,,,
checkpoint,Butyl tape to wall flashings,,,,,,
section,Installation,,,,,,
checkpoint,Eurobond Firemaster panel to span between floor levels,,,,,,
checkpoint,Fireban caulking inserted to all panel joins,,,,,,
checkpoint,Gal support angles installed with masonry fixings ,,,,,,
checkpoint,300mm centres and caulked to concrete,,,,,,
checkpoint,3mm top movement angle with slotted holes to allow minus 10mm + 25mm movement as per project engineer,,,,,,
checkpoint,All flashings installed with fireban caulking and compliant fixings,,,,,,
checkpoint,Panel fixed at base with stainless steel 197mm screws x 4 in each panel,,,,,,
checkpoint,Area clean and free of debris,,,,,,
checkpoint,Materials in good condition,,,,,,
section,Signoffs,,,,,,
checkpoint,Inspected and accepted by S&H authorised representative as complying with relevant Australian Standard and legislation,,,,,,
text,Checked and Signed by: ,,,,,,
checkpoint,Inspected and accepted by Authorized Representative,,,,,,
text,Checked and Signed by: ,,,,,,
checkpoint,Reinspection requested by Subcontractor,,,,,,
text,Date:,,,,,,
checkpoint,Non-Conforming Items to be Rectified,,,,,,
checkpoint,Follow up work satisfactorily,,,,,,
text,Site Supervisor: ,,,,,,
checkpoint,All items have been completed and demonstrated satisfactorily,,,,,,
text,Client Representative:,,,,,,
