type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,,,,,,,,,
checklist,CHK-12-STR-HOP-Precast Material Inspection,,,,,,CHK-12-STR-HOP-Precast Material Inspection Rev 0,,,,,,,,,,,,,,,,
section,Details,,,,,,,,,,,,,,,,,,,,,,
checkpoint-no-value,Referenced Documentation,,,,,,,,,,,,,,,,,,,,,,
label,Document Title: CHK-12-STR-HOP-Precast Material Inspection,,,,,,,,,,,,,,,,,,,,,,
label,ITP Description: HOP-Precast Material Inspection,,,,,,,,,,,,,,,,,,,,,,
label,Discipline (e.g. CIV/STR/RAIL): 12-STR,,,,,,,,,,,,,,,,,,,,,,
label,Revision Number: 0,,,,,,,,,,,,,,,,,,,,,,
label,Revision Date: 5/08/2025,,,,,,,,,,,,,,,,,,,,,,
label,ITP created by: Manwel/Cedric,,,,,,,,,,,,,,,,,,,,,,
label,ITP approved for use by: Pradeep Talasila,,,,,,,,,,,,,,,,,,,,,,
checkpoint,1 - Delivery Details,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Enter: Delivery Docket Number: [Free text box]:,,,,,,,,,,,,,,,,,,,,,,
textbox,Enter: Delivery Date:,,,,,,,,,,,,,,,,,,,,,,
textbox,Enter: Element ID (s):,,,,,,,,,,,,,,,,,,,,,,
label,○ Attach: Delivery Docket and packaging Slip,,,,,,,,,,,,,,,,,,,,,,
label,"Method - Document Review, Visual",,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each Delivery,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - PE/SE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,2 - Packaging Inspection-Quantity,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance Criteria - Does the number of packages/items in the delivery match that listed on the freight list and/or docket?,,,,,,,,,,,,,,,,,,,,,,
label,Method - Visual,,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each Delivery,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - PE/SE,,,,,,,,,,,,,,,,,,,,,,
label,Verifying Documents - This Checklist,,,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,,,
checkpoint,3 - Packaging Inspection-Delivery Contents,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance Criteria - Have the correct precast elements been delivered? Check labels/markings, birth certificates and check actual dimensions against dwgs to make sure. Check that elements have the correct number of lifting points and hold-down brackets.",,,,,,,,,,,,,,,,,,,,,,
label,"Method - Document Review, Visual",,,,,,,,,,,,,,,,,,,,,,
label,Frequency - Each Delivery,,,,,,,,,,,,,,,,,,,,,,
label,Category - IP,,,,,,,,,,,,,,,,,,,,,,
label,Responsibility - PE/SE,,,,,,,,,,,,,,,,,,,,,,
