Step Id,Warnings,State,Checklist Template,Type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,Tier 6,,
285e5b99-2f1b-5b37-b97b-19d74666da3e,,not-started,,checkpoint,TRUE,TRUE,Site QA,Minor Concrete Works ,ITP - 114 - Footpath Construction Rev B (Peacockes East),SECTION 6 – POST CONSTRUCTION (FINAL INSPECTION AND HANDOVER) - 6.01 - General,"7.01.04 - Defect, Snag and Punch List",,,
e5de1086-7f06-5d41-910a-c6e240640e13,,not-started,,checkpoint,TRUE,TRUE,Site QA,Minor Concrete Works ,ITP - 114 - Footpath Construction Rev C (Peacockes East),SECTION 6 – POST CONSTRUCTION (FINAL INSPECTION AND HANDOVER),"7.01.04 - Defect, Snag and Punch List",,,
70eb1358-8957-5d2e-9481-c84b49b06f6e,,not-started,,checkpoint,TRUE,TRUE,Site QA,Minor Concrete Works ,ITP - 114 - Footpath Construction Rev C Peacockes West,SECTION 6 – POST CONSTRUCTION (FINAL INSPECTION AND HANDOVER),"7.01.04 - Defect, Snag and Punch List",,,
caeea63a-8849-56db-8dca-1d8688ff53dc,,pass,,checkpoint,TRUE,TRUE,Site QA,Earthworks,Area 2, AREA 2 CH1340-CH1450 SIL,SECTION 7 – POST CONSTRUCTION (FINAL INSPECTION AND HANDOVER) - 7.02 Site Post Construction Activities,"7.01.04 - Defect, Snag and Punch List",,
2140c9dd-ef98-5a0f-b031-1db9b9c2b327,,pass,,checkpoint,TRUE,TRUE,Site QA,Earthworks,Area 2,AREA 2 CH1340-CH1450 BULK EARTHWORKS ,SECTION 8 – POST CONSTRUCTION (FINAL INSPECTION AND HANDOVER) - Site Post Construction Activities,"8.1.4 - Defect, Snag and Punch List",,
8aa2b6f0-2515-5050-85e1-2eeddd987d8b,,not-started,,checkpoint,TRUE,TRUE,Site QA,Earthworks,Area 2,AREA 2 CENTRE AND PERIMETER SUBSOILS ,SECTION 6 – POST CONSTRUCTION (FINAL INSPECTION AND HANDOVER),"6.01.04 - Defect, Snag and Punch List",,
3a677565-1d75-5820-bd42-fcb69efbd132,,not-started,,checkpoint,TRUE,TRUE,Site QA,Earthworks,Area 2,AREA 2 PAVEMENT DRAINS ,SECTION 6 – POST CONSTRUCTION (FINAL INSPECTION AND HANDOVER),"6.01.04 - Defect, Snag and Punch List",,
a0c483c5-ec73-52a0-bef6-9fad914539cd,,not-started,,checkpoint,TRUE,TRUE,Site QA,Earthworks,Area 2,SWD03 POND,SECTION 6 – POST CONSTRUCTION (FINAL INSPECTION AND HANDOVER),"6.01.04 - Defect, Snag and Punch List",,
44bcea1d-5532-5b3a-8b3d-f02f8e69c04d,,not-started,,checkpoint,TRUE,TRUE,Site QA,Earthworks,Area 2,ITP - 116 - Pavement SIL Rev C,SECTION 7 – POST CONSTRUCTION (FINAL INSPECTION AND HANDOVER),"7.01.04 - Defect, Snag and Punch List",,
d93fe0d6-de3a-52ab-a5a8-51cef63fea40,,not-started,,checkpoint,TRUE,TRUE,Site QA,Earthworks,Area 3,AREA 3 CH995-CH1255 BULK EARTHWORKS ,SECTION 8 – POST CONSTRUCTION (FINAL INSPECTION AND HANDOVER) - Site Post Construction Activities,"8.1.4 - Defect, Snag and Punch List",,
8abe101f-62f3-5cf5-907d-fcebaa0bc6d1,,not-started,,checkpoint,TRUE,TRUE,Site QA,Earthworks,Area 3,ITP - Pavement SIL,SECTION 7 – POST CONSTRUCTION (FINAL INSPECTION AND HANDOVER) - 7.02 Site Post Construction Activities,"7.01.04 - Defect, Snag and Punch List",,
295ed9a0-340c-5c83-9654-01f3a7e8f08a,,not-started,,checkpoint,TRUE,TRUE,Site QA,Earthworks,Area 3,ITP - Subsoil Drainage - Rev C,SECTION 6 – POST CONSTRUCTION (FINAL INSPECTION AND HANDOVER),"6.01.04 - Defect, Snag and Punch List",,
215fa706-b7b8-55f1-a2fe-a32644a8a218,,not-started,,checkpoint,TRUE,TRUE,Site QA,Earthworks,Area 3,ITP - Pavement Drains - Rev B,SECTION 6 – POST CONSTRUCTION (FINAL INSPECTION AND HANDOVER),"6.01.04 - Defect, Snag and Punch List",,
f71ca5b6-7692-5904-8be8-a46d316369ef,,not-started,,checkpoint,TRUE,TRUE,Site QA,Earthworks,Peacockes East (CH1270 - CH1860 & South Diversion Road Tie-In),PE CH1270 - CH1860 & South Diversion Road Tie-In BULK EARTHWORKS ,SECTION 8 – POST CONSTRUCTION (FINAL INSPECTION AND HANDOVER) - Site Post Construction Activities,"8.1.4 - Defect, Snag and Punch List",,
450c2824-c414-5473-ba04-bf90fa30cda5,,not-started,,checkpoint,TRUE,TRUE,Site QA,Earthworks,Peacockes East (CH1270 - CH1860 & South Diversion Road Tie-In),ITP - Subsoil Drainage - Rev C (Gully Drainage Blanket Ch1430),SECTION 6 – POST CONSTRUCTION (FINAL INSPECTION AND HANDOVER),"6.01.04 - Defect, Snag and Punch List",,
