Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
Corridor Mains Pipework Progress,,,,,,,,
,Scope,,,,,,,
,Rows,,,,,,,
,,Ground Floor - Zone 1,,Corridor Mains Pipework,Zone 1,Ground Floor,B04,Site QA
,,Ground Floor - Zone 2,,Corridor Mains Pipework,Zone 2,Ground Floor,B04,Site QA
,,Ground Floor - Zone 3,,Corridor Mains Pipework,Zone 3,Ground Floor,B04,Site QA
,,Level 1 - Zone 1,,Corridor Mains Pipework,Zone 1,Level 1,B04,Site QA
,,Level 1 - Zone 2,,Corridor Mains Pipework,Zone 2,Level 1,B04,Site QA
,,Level 1 - Zone 3,,Corridor Mains Pipework,Zone 3,Level 1,B04,Site QA
,,Level 2 - Zone 1,,Corridor Mains Pipework,Zone 1,Level 2,B04,Site QA
,,Level 2 - Zone 2,,Corridor Mains Pipework,Zone 2,Level 2,B04,Site QA
,,Level 2 - Zone 3,,Corridor Mains Pipework,Zone 3,Level 2,B04,Site QA
,Columns,,,,,,,
,,Mains labeled correctly,,Mains labeled correctly,,,,
,,Thermal insulation installed correctly,,Thermal insulation installed correctly,,,,
,,Correct pipe sizes,,Correct pipe sizes,,,,
,,Correct pipe material,,Correct pipe material,,,,
,,Seismic hoses installed correctly,,Seismic hoses installed correctly,,,,
,,All pipes pressure tested to 1500 Kpa,,All pipes pressure tested to 1500 Kpa,,,,
,,Gas sized & installed as per NZS 5061,,Gas sized and installed as per NZS 5061,,,,
,,Gas tested to 7 Kpa or greater,,Gas tested to 7 Kpa or greater,,,,
,,Photos taken & attached,,Photos taken and attached,,,,
,,NDY inspection passed,,NDY inspection passed,,,,
,,Work completed as per spec,,Work completed as per spec,,,,
,,Council inspection passed,,Council inspection passed,,,,
