Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Pre Wire,,,,,,,
,Scope,,,Pre-wire,,,
,Rows,,,,,,
,,Building 3 - Basement 1 - Apartments,grouping,Building 3 - Basement 1 - Apartments,,,
,,A101,,A101,Apartments,Basement 1,Building 3
,,A102,,A102,Apartments,Basement 1,Building 3
,,A103,,A103,Apartments,Basement 1,Building 3
,,A104,,A104,Apartments,Basement 1,Building 3
,,A105,,A105,Apartments,Basement 1,Building 3
,,A106,,A106,Apartments,Basement 1,Building 3
,,A107,,A107,Apartments,Basement 1,Building 3
,,A108,,A108,Apartments,Basement 1,Building 3
,,Building 3 - Basement 1 - Common Areas,grouping,Building 3 - Basement 1 - Common Areas,,,
,,Lobby,,Lobby,Common Areas,Basement 1,Building 3
,,Stairwell ,,Stairwell ,Common Areas,Basement 1,Building 3
,,Hallway,,Hallway,Common Areas,Basement 1,Building 3
,,Camera 1,,Camera 1,Common Areas,Basement 1,Building 3
,,Camera 2,,Camera 2,Common Areas,Basement 1,Building 3
,,Building 3 - Ground Floor - Apartments,grouping,Building 3 - Ground Floor - Apartments,,,
,,A201,,A201,Apartments,Ground Floor,Building 3
,,A202,,A202,Apartments,Ground Floor,Building 3
,,A203,,A203,Apartments,Ground Floor,Building 3
,,A204,,A204,Apartments,Ground Floor,Building 3
,,A205,,A205,Apartments,Ground Floor,Building 3
,,A206,,A206,Apartments,Ground Floor,Building 3
,,A207,,A207,Apartments,Ground Floor,Building 3
,,A208,,A208,Apartments,Ground Floor,Building 3
,,A209,,A209,Apartments,Ground Floor,Building 3
,,A210,,A210,Apartments,Ground Floor,Building 3
,,A211,,A211,Apartments,Ground Floor,Building 3
,,Building 3 - Ground Floor - Common Areas,grouping,Building 3 - Ground Floor - Common Areas,,,
,,Lobby,,Lobby,Common Areas,Ground Floor,Building 3
,,Hallway,,Hallway,Common Areas,Ground Floor,Building 3
,,Fire Pump Room,,Fire Pump Room,Common Areas,Ground Floor,Building 3
,,Camera 3,,Camera 3,Common Areas,Ground Floor,Building 3
,,Building 3 - Level 1 - Apartments,grouping,Building 3 - Level 1 - Apartments,,,
,,A301,,A301,Apartments,Level 1,Building 3
,,A302,,A302,Apartments,Level 1,Building 3
,,A303,,A303,Apartments,Level 1,Building 3
,,A304,,A304,Apartments,Level 1,Building 3
,,A305,,A305,Apartments,Level 1,Building 3
,,A306,,A306,Apartments,Level 1,Building 3
,,A307,,A307,Apartments,Level 1,Building 3
,,A308,,A308,Apartments,Level 1,Building 3
,,A309,,A309,Apartments,Level 1,Building 3
,,Building 3 - Level 1 - Common Areas,grouping,Building 3 - Level 1 - Common Areas,,,
,,Lobby,,Lobby,Common Areas,Level 1,Building 3
,,Lift,,Lift,Common Areas,Level 1,Building 3
,,Hallway,,Hallway,Common Areas,Level 1,Building 3
,,Camera 4,,Camera 4,Common Areas,Level 1,Building 3
,Columns,,,,,,
,,Area accessible & substrate acceptable,,Area accessible & substrate acceptable,Pre-wire,,
,,CAT Wire,,CAT Wire,Pre-wire,,
,,Cables,,Cables (Photos Attached),Pre-wire,,
,,Flush Boxes,,Flush Boxes (Photos Attached),Pre-wire,,
,,ELV Board,,ELV Board (Photos Attched),Pre-wire,,
,,Chorus Fibre,,Chorus Fibre,Pre-wire,,
,,Fixtures in place,,Fixtures in place,Pre-wire,,
,,First Fix Completed,,First Fix Completed,Pre-wire,,
,,,,,,,
Fit Off,,,,,,,
,Scope,,,Fit Off,,,
,Rows,,,,,,
,,Building 3 - Basement 1 - Apartments,grouping,Building 3 - Basement 1 - Apartments,,,
,,A101,,A101,Apartments,Basement 1,Building 3
,,A102,,A102,Apartments,Basement 1,Building 3
,,A103,,A103,Apartments,Basement 1,Building 3
,,A104,,A104,Apartments,Basement 1,Building 3
,,A105,,A105,Apartments,Basement 1,Building 3
,,A106,,A106,Apartments,Basement 1,Building 3
,,A107,,A107,Apartments,Basement 1,Building 3
,,A108,,A108,Apartments,Basement 1,Building 3
,,Building 3 - Basement 1 - Common Areas,grouping,Building 3 - Basement 1 - Common Areas,,,
,,Lobby,,Lobby,Common Areas,Basement 1,Building 3
,,Stairwell ,,Stairwell ,Common Areas,Basement 1,Building 3
,,Hallway,,Hallway,Common Areas,Basement 1,Building 3
,,Camera 1,,Camera 1,Common Areas,Basement 1,Building 3
,,Camera 2,,Camera 2,Common Areas,Basement 1,Building 3
,,Building 3 - Ground Floor - Apartments,grouping,Building 3 - Ground Floor - Apartments,,,
,,A201,,A201,Apartments,Ground Floor,Building 3
