Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Overall Progress,,,,,
,Scope,,,,
,Rows,,,,
,,Site QA,dynamic,Site QA,
,Columns,,,,
,,PENO'S CHECKED AGAINST DRAWINGS,,PENO'S CHECKED AGAINST DRAWINGS,
,,PERMIT OBTAINED,,PERMIT OBTAINED,
,,SPOTTER FOR CORE,,SPOTTER FOR CORE,
,,AREA CLEANED UPON COMPLETION,,AREA CLEANED UPON COMPLETION,
,,PENO'S COVERED & MADE SAFE,,PENO'S COVERED AND MADE SAFE,
,,DRAINAGE COMPLETE ,,DRAINAGE COMPLETE ,
,,ALL DRAINAGE FIRE RATED,,HAS ALL DRAINAGE BEEN FIRE RATED (MUST ATTACH PHOTO),
,,ALL OPEN POINTS CAPPED,,HAVE ALL OPEN POINTS BEEN CAPPED,
,,ROUGH IN COMPLETE,,ROUGH IN COMPLETE,
,,CROSS CONNECTIONS CHECKED,,CROSS CONNECTIONS CHECKED,
,,WATER PRESSURE TESTED,,WATER PRESSURE TESTED,
,,PIPES ADEQUATELY CLIPPED,,HAVE THE PIPES BEEN ADEQUATELY CLIPPED,
,,"FW CLEANED, COVERED & CLEAR OF DEBRIS",,"FW CLEANED, COVERED AND CLEAR OF DEBRIS",
,,AAV REQUIRED?,,AAV REQUIRED?,
,,FIXTURE SET OUT CORRECT AS PER DRAWINGS,,FIXTURE SET OUT CORRECT AS PER DRAWINGS,
,,FIXTURES COMPLETE,,FIXTURES COMPLETE (ATTACH PHOTOS OF ALL FIXTURES),
,,TEMPERATURES CHECKED ,,TEMPERATURES CHECKED ,
