resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
A. Joint Sealant Checklist,checklist,,,ZONE 1,,,,,,,,
A. Joint Sealant Checklist,checklist,,,ZONE 2,,,,,,,,
A. Joint Sealant Checklist,checklist,,,ZONE 3,,,,,,,,
A. Joint Sealant Checklist,checklist,,,ZONE 4,,,,,,,,
A. Joint Sealant Checklist,checklist,,,ZONE 5,,,,,,,,
A. Joint Sealant Checklist,checklist,,,ZONE 6,,,,,,,,
A. Joint Sealant Checklist,checklist,,,ZONE 7,,,,,,,,
A. Joint Sealant Checklist,checklist,,,ZONE 8,,,,,,,,
A. Joint Sealant Checklist,checklist,,,ZONE 9,,,,,,,,
A. Joint Sealant Checklist,checklist,,,ZONE 10,,,,,,,,
A. Joint Sealant Checklist,checklist,,,ZONE 11,,,,,,,,
