type,name,values,prefix,postfix,usage count,user addable,template name
checklist,Box Gutter Installation,,,,,,Box Gutter Installation Checklist (Level 1)
section,Material Inspection,,,,,,
checkpoint,Box Gutter Brackets:,,,,,,
checkpoint,Insulation under gutter: Sisalation,,,,,,
checkpoint,Gutter Board: Spandek Zincalume,,,,,,
checkpoint,Box Gutter: TBC Monumnet / Galvanized,,,,,,
checkpoint,Gutter Flashing: Colorbond to match,,,,,,
checkpoint,Sumps / Outlets:TBC Monumnet / Galvanized,,,,,,
checkpoint,Overflows: ,,,,,,
section,Installation,,,,,,
checkpoint,Gutter Brackets installed with fall as per Specification (no less than 1:200),,,,,,
checkpoint,Gutter Brackets installed no greater than 750mm Centre to Centre,,,,,,
checkpoint,Insulation installed under gutter board,,,,,,
checkpoint,Gutter Board installed,,,,,,
checkpoint,Box gutter installed to sizes as shown in specification and drawings.,,,,,,
checkpoint,Sumps installed to correct locations and sizes as specified and as shown on drawings,,,,,,
checkpoint,Outlets installed to correct sizes.,,,,,,
checkpoint,Overflow outlets installed at each downpipe location and to correct size as indicated.,,,,,,
checkpoint,Lower most part of Gutter flashing are at least 100mm off from sole of the box gutter,,,,,,
checkpoint,Pops are installed from underside of the sump,,,,,,
checkpoint,Rivet spacing for sump / box gutter are adequate,,,,,,
checkpoint,Rivet spacing for pop / sumps are adequate,,,,,,
checkpoint,Area clean and free of debris,,,,,,
checkpoint,Materials in good condition,,,,,,
section,Signoffs,,,,,,
checkpoint,Inspected and accepted by S&H authorised representative as complying with relevant Australian Standard and legislation,,,,,,
text,Checked and Signed by: ,,,,,,
checkpoint,Inspected and accepted by Authorized Representative,,,,,,
text,Checked and Signed by: ,,,,,,
checkpoint,Reinspection requested by Subcontractor,,,,,,
text,Date:,,,,,,
checkpoint,Non-Conforming Items to be Rectified,,,,,,
checkpoint,Follow up work satisfactorily,,,,,,
text,Site Supervisor: ,,,,,,
checkpoint,All items have been completed and demonstrated satisfactorily,,,,,,
text,Client Representative:,,,,,,
checklist,Insulation,,,,,,Insulation Checklist (Level 1)
section,Material Inspection,,,,,,
checkpoint,Insulation: Roof sarking on medium weight paper,,,,,,
checkpoint,100mm Glasswool on medium Sarking 6m2,,,,,,
section,Installation,,,,,,
checkpoint,Insulation to entire roof area,,,,,,
checkpoint,Correctly lapped and joined,,,,,,
checkpoint,No over hang into gutters,,,,,,
checkpoint,Manufacturers recommendations.,,,,,,
checkpoint,Thermal Spacer Located correctly,,,,,,
checkpoint,Insulation below box gutter lapped at joins,,,,,,
checkpoint,Insulation cut back at sumps,,,,,,
checkpoint,Area clean and free of debris,,,,,,
checkpoint,Materials in good condition with no tears,,,,,,
section,Signoffs,,,,,,
checkpoint,Inspected and accepted by S&H authorised representative as complying with relevant Australian Standard and legislation,,,,,,
text,Checked and Signed by: ,,,,,,
checkpoint,Inspected and accepted by Authorized Representative,,,,,,
text,Checked and Signed by: ,,,,,,
checkpoint,Reinspection requested by Subcontractor,,,,,,
text,Date:,,,,,,
checkpoint,Non-Conforming Items to be Rectified,,,,,,
checkpoint,Follow up work satisfactorily,,,,,,
text,Site Supervisor: ,,,,,,
checkpoint,All items have been completed and demonstrated satisfactorily,,,,,,
text,Client Representative:,,,,,,
checklist,Roof Installation,,,,,,Roof Installation Checklist (Level 1)
section,Material Inspection:,,,,,,
checkpoint,Roof Sheets: 0.48mm Clolorbond Kliplok,,,,,,
checkpoint,Coating Type: Standard Colorbond Monument,,,,,,
checkpoint,Insulation Type: Roof sarking on medium weight paper,,,,,,
checkpoint,Safety Mesh: Galvanised 2mm x 150mm x 300mm,,,,,,
checkpoint,Roof Clip: Galavanised  ,,,,,,
checkpoint,Roof Screws: Class 3 Gal,,,,,,
section,Installation: ,,,,,,
checkpoint,Safety Mesh Installed,,,,,,
checkpoint,Insulation installed,,,,,,
checkpoint,Roof clips installed,,,,,,
checkpoint,Roof installed with adequate fall to meet roof profile,,,,,,
checkpoint,Roof installed straight and perpendicular to Roof purlins,,,,,,
