"Id","Type","Name","Values","Prompting Name","Prefix","Usage Count","Resource Id"
"0588dd2a-d440-5502-9cc1-2a984d2e6c8d/2","checklist-flat","Add Project Photos","","Project Photos",,1,"d9446279-f7c0-4a90-9209-5a3263e25abd"
"b3a47312-e99b-57a3-b655-b50313c2200a","checkpoint","Attach Photos and Comments",,,,,

"6f002ec6-dce0-558c-8fdb-30e47eb710bb/2","checklist-flat","Day Labour Docket","","Day Labour Docket",,0,"5dceae5e-796d-49fe-ac90-394a5867e770"
"bebe4fd5-1509-5079-aaeb-c20fb5659019","checkpoint","Day Docket Details",,,,,
"5c7662b9-6d67-5076-b081-34174d83b306","textbox","Project Name",,,,,
"b7294f2b-5cf0-527e-907f-9d7ee8f6d1ea","textbox","Job Number",,,,,
"87975a9c-dc3f-53d8-b468-d8bf91570174","textbox","Site Instruction",,,,,
"fd3b561b-2193-5a5b-b7e3-1de40a68ce7b","textbox","Geschke Reference / Subject",,,,,
"43851586-96a4-59f4-8761-4f20e0c93511","textbox","Requested by name",,,,,
"bf76ba28-5cd9-5a95-8e48-c79ba2487249","textbox","Requested by company",,,,,
"2340b828-e42a-5a5c-9fb2-c2644dc2d5db","textbox","Brief description - scope, location, other contractor involvement",,,,,
"79e98b40-db35-5c2a-8348-61e9ec1a4f7a","note","Attached - requester signature",,,,,
"5993b08a-e5d6-5cb6-b10b-38646360139f","note","Attached - photos before",,,,,
"cf644e64-73f9-5910-a520-92d88986c35a","note","Attached - photos after",,,,,

"6f8e6637-3632-4011-9a78-c545b816b6b0/1","checklist","QA 4_Installation Test Sheet (Waste, Vent, Downpipes etc.) - NMH","","Installation Test Sheet (Waste, Vent, Downpipes etc.)",,1,"24f96d4b-ae81-48da-b024-8b7587bd8cc0"
"646c52fd-1d53-45b5-8417-0bb5fe5a5835","section","Details",,,,,
"6baed2fb-a9ca-4315-ba50-77a43c6378e4","checkpoint","Installation Test Sheet:",,,,,
"612c1095-1e87-52f5-9166-2373abd6c331","textbox","Drawing No.:",,,,,
"de0c3037-6569-56e1-b59d-0c4174aa875a","textbox","Rev.:",,,,,
"bc0b0b2f-f39f-4b12-afb3-5fee569d6c85","checkpoint","PIPE CLIP HANGERS",,,,,
"6828e1b6-5bda-51c4-b885-d2a8c25bbfef","textbox","Details:",,,,,
