Type,Name,Values,Prefix,Postfix,Usage Count,User Addable,Template Name
checklist,Lobby Checklist,,,,,,Lobby Checklist v2
section,Set Out,,,,,,
checkpoint,Installed as per drawing,,,,,,
checkpoint,Branch Box No. (Take a photo),,,,,,
text,Make,,,,,,
section,Installation,,,,,,
checkpoint,All branch boxes installed,,,,,,
checkpoint,Refnets installed,,,,,,
section,Electrical,,,,,,
checkpoint,Control Cable,,,,,,
checkpoint,Power,,,,,,
section,Lobby Relief,,,,,,
checkpoint,Mesh cut out,,,,,,
checkpoint,Duct installed,,,,,,
checkpoint,Damper installed,,,,,,
checkpoint,Actuator installed,,,,,,
checkpoint,Actuator wired and tested for free operation,,,,,,
section,Refrigeration Lines,,,,,,
checkpoint,Connected in Unit,,,,,,
checkpoint,Connected Branch Box,,,,,,
checkpoint,Pressure Tested,,,,,,
checkpoint,Pipe Supported and Sealed,,,,,,
section,Fire Rating,,,,,,
checkpoint,Photographed,,,,,,
checkpoint,On register,,,,,,
checkpoint,Submitted,,,,,,
section,Stair Pressurization,,,,,,
checkpoint,Copper pipework installed,,,,,,
checkpoint,Pressure transducers fitted,,,,,,
checkpoint,VSD installed,,,,,,
checkpoint,Grilles fitted,,,,,,
checkpoint,All door hardware installed (by others),,,,,,
checkpoint,All penetration sealed,,,,,,
