"Id","Type","Name","Values","Prompting Name","Prefix","Postfix","Usage Count","Resource Id"
"2cf5781e-70d2-4d7a-ac1f-91597358bd4c/2","checklist","ITC 001 - Main Switchboard Installation Checklist","","ITC 001 - Main Switchboard Installation Checklist",,,0,"c2e63989-3aa7-4695-a582-a837694451e1"
"0d5ffe8c-d2c1-4b2e-b3b3-f27b63e72c4a","section","Section 1: Installation inspection checklist",,,,,,
"0e539a67-2eae-425e-8610-31752c58c2e0","checkpoint","Current approved workshop drawings available on site database",,,,,,
"afa6e17f-ab4c-40d3-a732-8ee046af71c4","checkpoint","Approved factory acceptance testing documents available on site data base",,,,,,
"8b86ea1c-a130-4e2f-83aa-d0774b47fa78","checkpoint","Switchboard installed in final location as per approved drawings",,,,,,
"eb10d271-d252-42ed-9ab6-63bf32324f03","checkpoint","Switchboard manufacturer Site acceptance testing complete and signed off and available on site data base",,,,,,
"fc34c45f-5ede-4577-9d2f-5689eb22967a","checkpoint","Confirm labels are correct",,,,,,
"e3f93df0-19ce-4b05-a874-e572141a3f07","checkpoint","Confirm Earthing connections are installed",,,,,,
"d2ab7e92-0af7-4a91-8d90-def979cf50de","checkpoint","Busbar connections: Confirm witness marks applied where visible",,,,,,
"e94eae65-6641-43ce-a23d-aab8d2552bf5","checkpoint","Confirm each cubicle is free from dust and foreign debris",,,,,,
"0a960f01-c425-462a-91d3-c52ab86d8cab","checkpoint","Confirm door seals intact",,,,,,
"fa5e9d9a-882e-4a65-aabf-97ee64028e25","checkpoint","Confirm door handles and hinges operate correctly, verify locking",,,,,,
"06b46854-1008-4a3f-b287-8b88e35a64c2","checkpoint","Undertake functional testing of all isolators - document results on ITC 019",,,,,,
"caaf5c80-b26f-416f-bc7e-b7f974d9aa2f","checkpoint","Undertake functional testing of all circuit breakers -results on ITC 019",,,,,,
"928a601d-0a69-48e2-b386-f1c44b58b619","checkpoint","Confirm Multiple Earth Neutral Link (where Fitted)",,,,,,
"712872a1-9975-4efc-8c05-681e923c9357","checkpoint","All cubicles open/check list signed UNTERMINATED SECTION OF ITC 004",,,,,,
"2eb00f1d-4f8f-42af-abe1-7a9ff6017d36","section","Section 2: Busbar insulation testing, all results less than 1MΩ is classed as a fail",,,,,,
"6a9ebab3-26e2-4fd0-8798-cd4deca19321","checkpoint","L1 - EARTH",,,,,,
"dc698667-78d4-5056-a178-63b4ab986951","textbox","MΩ",,,,,,
"6e8b9335-4565-405c-85cf-969557f1ec85","checkpoint","L2 - EARTH",,,,,,
"e5f88551-0a0d-548a-bfcc-fe8c0dc4df34","textbox","MΩ",,,,,,
"c38dacf6-3794-4399-bc60-bff10a2326a7","checkpoint","L3 - EARTH",,,,,,
"aab87287-88f3-5d77-ab18-688d67eaeaeb","textbox","MΩ",,,,,,
"813be960-24db-4690-923f-7b30d6757974","checkpoint","NEUTRAL - EARTH",,,,,,
"bbcd0f98-6833-5e40-bb02-86e9875a0cb0","textbox","MΩ",,,,,,
"947438c7-daac-4e0f-ab7b-e09c2134cf20","checkpoint","L1 - L2",,,,,,
"c4030fad-a24f-5a32-a2fa-000cb6d15714","textbox","MΩ",,,,,,
"1afdd2ed-dcfc-4902-928c-aa0872a92582","checkpoint","L1 - L3",,,,,,
"126b9f3a-85f1-5bed-839b-c43421ac83bf","textbox","MΩ",,,,,,
"43e52b96-ef97-4a60-8ca6-6419306ceeb1","checkpoint","L3 - L2",,,,,,
"95884cc7-6570-5607-8e0f-911046104357","textbox","MΩ",,,,,,
"54523fb5-86db-43e2-84a7-f0d375a8884f","checkpoint","L1 - NEUTRAL",,,,,,
"95b60f79-3c7d-524a-ab59-d18244c025a8","textbox","MΩ",,,,,,
"14f1382f-351e-4963-891c-b952c6106b3f","checkpoint","L2 - NEUTRAL",,,,,,
"dc6d2dd2-8dcb-55e4-8a34-5bec37fa3542","textbox","MΩ",,,,,,
"b974995f-b279-4c72-a2b3-4a6c4faaf86d","checkpoint","L3 - NEUTRAL",,,,,,
"b387792d-a9cd-50e0-8ac6-ab5fb2906e09","textbox","MΩ",,,,,,
"55364ce4-9773-4372-86aa-e14c9af34ce3","section","Section 3: Switchboard earthing busbar(s) continuity and resistance verification",,,,,,
"009ea31e-f419-42d6-bd49-5ad2b468957b","checkpoint","POINT TO POINT TEST OF SWITCHBOARD",,,,,,
"db11b2ad-be6d-55f2-8295-b48eb4e35120","textbox","SECTION:",,,,,,
"17ebdd12-0ec2-5628-a5ad-835ac59c7ce3","textbox","RESULT Ω:",,,,,,
"555eac3d-d178-5c79-8cf0-13bd8da12df9","textbox","SECTION:",,,,,,
"1a3adc41-e733-5dff-8a10-d16c9d482491","textbox","RESULT Ω:",,,,,,
"74473b43-e00b-555e-8c0c-86724810aee2","textbox","Test Equipment Type i.e. Multimeter",,,,,,
