Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
ACS Commissioning - Block A,,,,,,,
,Scope,,,Site QA,ACS Commissioning,Block A,
,Rows,,,,,,
,,Block A - Level 1,dynamic,Site QA,ACS Commissioning,Block A,Level 1
,,Block A - Level 2,dynamic,Site QA,ACS Commissioning,Block A,Level 2
,,Block A - Level 3,dynamic,Site QA,ACS Commissioning,Block A,Level 3
,,Block A - Level 4,dynamic,Site QA,ACS Commissioning,Block A,Level 4
,,Block A - Level 5,dynamic,Site QA,ACS Commissioning,Block A,Level 5
,,Block A - Level 6,dynamic,Site QA,ACS Commissioning,Block A,Level 6
,Columns,,,,,,
,,Air Balancing Completed,,Air Balancing Completed,,,
,,Number of ACs in property,,Number of ACs in property,,,
,,Builders works completed,,Builders works are completed,,,
,,Apartment energised,,Apartment is energised,,,
,,Indoor unit energised,,Indoor unit is energised,,,
,,Controls fit off & operational,,Controls are fit off and operational,,,
,,Tundish completed by plumber,,Tundish has been completed by plumber IF APPLICABLE,,,
,,Drain terminated at tudish,,Drain has been terminated correctly at tudish or as specified,,,
,,Drain installed at indoor unit,,Drain is installed correctly at indoor unit,,,
,,Drain passed flow test,,Drain passed flow test,,,
,,Model/serial number visible,,model and seriel number are clearly visable (TAKE PHOTO),,,
,,Indoor Unit Unit installed,,Indoor Unit Unit installed correctly (TAKE PHOTO),,,
,,Indoor Unit Fan operating & free of vibration,,Indoor Unit Fan operating and free of vibration,,,
,,Outdoor Unit Unit installed,,Outdoor Unit Unit installed correctly (mounting/capping/insulation) (TAKE 1 PHOTO),,,
,,Outdoor Unit Fan operating & free of vibration,,Outdoor Unit Fan operating and free of vibration,,,
,,Fan checked for correct operation L/M/H,,Fan has been checked for correct operation L/M/H,,,
,,Wall Controller commissioned incl. setting date/time,,Wall Controller has been commissioned including setting date/time.,,,
,,Temperatures checked in heating & cooling,,Temperatures have been checked in heating and cooling,,,
,,Other Comments/Notes,,Other Comments or Notes,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,Columns,,,,,,
