Rich Type,Id,Warnings,type,name,values,prefix,postfix,Usage Count,User Addable,Template Name,Template Id
checklist-flat,,,checklist,Fit Off Checklist - Line (250m Plus and Joiner),,,,,Yes,Fit Off Checklist - Line (250m Plus and Joiner),45ed187a-5c99-4a56-92dd-34e1b41c339f
checkpoint-status,,,checkpoint,Photo taken of line pull test - 2 photos required,,,,,,,
checkpoint-status,,,checkpoint,Photo taken of Swages - 12 photos required,,,,,,,
checkpoint-status,,,checkpoint,Photo taken of line pull test - 2 photos required of joiner,,,,,,,
checkpoint-status,,,checkpoint,Photo taken of Swages - 12 photos required of joiner,,,,,,,
checkpoint-status,,,checkpoint,Photo taken of Joiner - 1 photo required,,,,,,,
checkpoint-status,,,checkpoint,Photo taken of Engraved Line Plate / ID Tag,,,,,,,
checkpoint-status,,,checkpoint,Video taken of system,,,,,,,
checkpoint-status,,,checkpoint,Installed as per Alta drawings supplied and manufacturer's requirements,,,,,,,
,,,,,,,,,,,
checklist-flat,,,checklist,Fit Off Checklist - Anchor,,,,,Yes,Fit Off Checklist - Anchor,fa404b2e-81fa-4382-bf03-65d03a578888
checkpoint-status,,,checkpoint,Required number of photo(s) taken of installed anchor(s),,,,,,,
select,b37e09f6-f8d8-567c-ae37-958291310848,,dropdown,Anchor Type,"FROG 1 photo req,L4543 2 photos req,L4544 3 photos req,L4550 2 photos req,L4551 2 photos req,L4552 2 photos req,M16 Chemset 2 photos req,M16 Through BOLT 2 photos req,RoofSafe Stand Alone 360 Eye Anchor,SAFETOR 3 photos req,Spiratech 1 photo req,Safetylink Abseil Surface Mount Anchor,Safetylink Tilelink Anchor (into Steel or Timber Rafter),Safetylink WindowLink Concrete Mounted Anchor,Safetylink RafterLink Anchor,Safetylink HingeLink Anchor,Sayfa AP118 Xplora Concrete Mount Anchor,Sayfa AP141 Xplora Top Swivel Anchor,Sayfa 3Sixty Anchor",,,,,,
checkpoint-status,,,checkpoint,Installed as per Alta drawings supplied and manufacturer's requirements,,,,,,,
,,,,,,,,,,,
checklist-flat,,,checklist,Fit Off Checklist - Line (250m or less),,,,,Yes,Fit Off Checklist - Line (250m or less),14200f56-2165-46ba-a01d-89b51d02fe46
checkpoint-status,,,checkpoint,Photo taken of line pull test - 2 photos required,,,,,,,
checkpoint-status,,,checkpoint,Photo taken of Swages - 12 photos required,,,,,,,
checkpoint-status,,,checkpoint,Photo taken of Engraved Line Plate / ID Tag,,,,,,,
checkpoint-status,,,checkpoint,Video taken of system,,,,,,,
checkpoint-status,,,checkpoint,Installed as per Alta drawings supplied and manufacturer's requirements,,,,,,,
,,,,,,,,,,,
checklist-flat,,,checklist,Rail Checklist,,,,,Yes,Rail Checklist,eb00af89-aff1-4dc7-82af-473f6c8e4d7e
checkpoint-status,,,checkpoint,Photo taken of Engraved Line Plate / ID Tag,,,,,,,
checkpoint-status,,,checkpoint,Video taken of system,,,,,,,
checkpoint-status,,,checkpoint,Description input of location / person Rail systems shuttle left with,,,,,,,
text,673bf49f-cce0-530b-bea8-2e7f4a9d5429,,textbox,Location / Person:,,,,,,,
checkpoint-status,,,checkpoint,Installed as per Alta drawings supplied and manufacturer's requirements,,,,,,,
,,,,,,,,,,,
