Id,Type,Name,Values,Prompting Name,Postfix,Resource Id
,checklist,Roof Checklist,,Roof Checklist,,118a32f5-7fbe-43cc-b97a-54b683fab474
,section,Battens,,,,
,checkpoint,Timber treatment correct as per spec,,,,
,checkpoint,Timber spacings are correct,,,,
,checkpoint,Fixings installed with correct fixing pattern,,,,
,section,Plywood,,,,
,checkpoint,Plywood is correct thickness (17mm),,,,
,checkpoint,Fixings installed with correct fixing pattern,,,,
,checkpoint,Correct fixing used and installed at correct centres,,,,
,checkpoint,Correct adhesive used,,,,
,checkpoint,Sheets installed in staggered pattern,,,,
,checkpoint,No gaps between sheets,,,,
,checkpoint,Fire resistant Barrier,,,,
,checkpoint,Gutter check,,,,
,checkpoint,Parapet check,,,,
,section,Completion and Handover,,,,
,checkpoint,All framing completed correctly within tolerance in respective area,,,,
,checkpoint,Report sent through to client,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
