"Warnings","Id","Type","Name","Values","Prompting Name","Usage Count","Resource Id"
"",,"checklist-flat","External Wall Framing Checklist","","External Wall Framing Checklist",30,"18a0bc1e-1e65-4a3c-9cb2-59f228401eb3"
"",,"checkpoint","Installer details entered",,,,
"","685431b5-7d44-59f1-b02c-2a6e1d10ce18","textbox","Installer:",,,,
"",,"checkpoint","1) All relevant drawings and revision numbers checked and attached.",,,,
"",,"checkpoint","2) Timber delivery dockets checked and correct on arrival.",,,,
"","845a1d29-be41-596c-b76c-4d05477bc422","tickbox","All timber dockets attached",,,,
"",,"checkpoint","3) Timber delivered are well stored and protected.",,,,
"",,"checkpoint","4) DPC installed, checked, and correct as per specifications.",,,,
"",,"checkpoint","5) Wall locations checked, correct, and approved as per latest revised drawing.",,,,
"",,"checkpoint","6) Fixings and hold down bolts checked and correct.",,,,
"",,"checkpoint","7) All openings (doors/windows, etc) checked, correct and approved.",,,,
"",,"checkpoint","8) Wall type checked (straight and plumb) and within tolerance.",,,,
"",,"checkpoint","9) 20mm clearance zone required between the threaded rod and structure above",,,,
"",,"checkpoint","10) All relevant nogs (service, and special fixtures) installed, checked and correct.",,,,
"",,"checkpoint","11) Moisture reading checked, recorded and acceptable.",,,,
"",,"checkpoint","12) All wall framing checks completed and inspections carried out.",,,,
"",,"checkpoint","13) Report sent to client.",,,,

"",,"checklist","Fire Door Post-Installation Check","","Fire Door Post-Installation Check",215,"f377388d-3ae1-4103-a40f-5f6873798483"
"",,"section","Details",,,,
"",,"checkpoint","All relevant drawings and revision numbers checked and attached.",,,,
"",,"checkpoint","Door is fully operational.",,,,
"",,"checkpoint","Door jambs are level and direction of door correct.",,,,
"",,"checkpoint","Correct fixings used and installed at correct centres.",,,,
"",,"checkpoint","Door gap around door leaf within tolerance as per manufacturer’s specifications.",,,,
"",,"checkpoint","Fireseal around door installed correctly.",,,,
"",,"checkpoint","Floor clearance is correct.",,,,
"",,"checkpoint","Installer details.",,,,
"",,"checkpoint","Post-Installation checked completed.",,,,
"",,"signoff","Add signature",,,,

"",,"checklist","Fire Door Pre-Installation Check","","Fire Door Pre-Installation Check",214,"e97d47e9-2eb5-463d-b47b-dca34fd121a1"
"",,"section","Details",,,,
